Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.139602	2.285896	11.763333	2.284770	11.990000	3914.172676	
0.100000	2.055362	2.249903	19.496666	2.248037	20.080000	7516.948612	
0.100000	1.941219	2.203455	27.618334	2.200945	27.760000	11353.656605	
0.100000	1.836494	2.149520	36.171665	2.146350	36.230000	15147.091861	
0.100000	1.734000	2.087058	42.028332	2.083111	42.130001	18917.275547	
0.100000	1.653793	2.021725	50.793335	2.016625	51.279999	22503.512378	
0.100000	1.577812	1.952003	59.496666	1.945615	59.750000	26160.836060	
0.100000	1.515261	1.881564	66.321663	1.873751	66.940002	29998.459656	
0.100000	1.454369	1.806203	71.489998	1.796937	71.970001	33785.219829	
0.100000	1.411019	1.732746	75.146667	1.722162	75.510002	37573.085480	
