Learning Rate	Momentum	Train Loss	Valid Loss	Train Acc.	Valid Acc.	Inner Prod. Loss Sum	Inner Prod. Loss Mean	Inner Prod. Loss Std	
0.000100	0.000000	43.698123	45.222507	96.376000	89.790000	-7473399368.000000	-274617.625000	433474.375000	
0.000100	0.000000	41.478393	47.784660	96.440000	90.400000	-7578437768.000000	-268640.406250	436105.031250	
0.000100	0.000000	41.642918	52.768340	96.386000	89.840000	-7676147672.000000	-249897.453125	431051.093750	
0.000100	0.000000	41.375606	52.218833	96.592000	90.060000	-7763064240.000000	-222293.015625	434507.437500	
0.000100	0.000000	40.564187	68.035184	96.634000	88.690000	-7861232424.000000	-251069.531250	375295.312500	
0.000100	0.000000	39.555033	54.028493	96.628000	89.580000	-7936310200.000000	-192014.765625	417218.593750	
0.000100	0.000000	37.965807	63.862602	96.816000	89.400000	-8028323688.000000	-235328.609375	459882.593750	
0.000100	0.000000	39.181485	54.633110	96.814000	89.820000	-8110983912.000000	-211407.218750	426206.375000	
0.000100	0.000000	37.908745	66.436304	96.838000	88.900000	-8197777968.000000	-221979.687500	417805.406250	
0.000100	0.000000	37.341781	69.052178	96.960000	90.260000	-8287465848.000000	-229380.765625	434066.406250	
0.000100	0.000000	35.663817	60.633087	97.120000	89.220000	-8375196520.000000	-224375.125000	420951.437500	
0.000100	0.000000	36.038803	60.693972	97.084000	90.000000	-8463151928.000000	-224949.890625	443529.375000	
0.000100	0.000000	36.264855	63.799350	97.066000	90.510000	-8559174152.000000	-245581.140625	422841.843750	
0.000100	0.000000	34.909900	62.534518	97.204000	90.480000	-8644519664.000000	-218274.968750	384213.593750	
0.000100	0.000000	35.138186	55.906893	97.182000	90.950000	-8708508508.000000	-163654.328125	411321.250000	
0.000100	0.000000	35.579299	72.386635	97.212000	89.990000	-8808592732.000000	-255969.875000	447938.343750	
0.000100	0.000000	35.379958	54.169684	97.274000	90.590000	-8885582380.000000	-196904.468750	438849.343750	
0.000100	0.000000	35.317717	61.014634	97.222000	90.210000	-8975877156.000000	-230932.937500	443164.875000	
0.000100	0.000000	33.869293	63.774902	97.360000	89.420000	-9070792148.000000	-242749.343750	438818.906250	
0.000100	0.000000	33.668509	75.714693	97.410000	89.650000	-9149886972.000000	-202288.546875	410201.187500	
0.000100	0.000000	32.652679	75.786930	97.426000	89.870000	-9225878956.000000	-194352.906250	415965.187500	
0.000100	0.000000	33.253676	55.552633	97.356000	90.780000	-9296774684.000000	-181319.000000	421795.406250	
0.000100	0.000000	33.872116	53.379583	97.460000	90.360000	-9371557132.000000	-191259.453125	425258.250000	
0.000100	0.000000	32.703950	71.121466	97.456000	90.440000	-9465335364.000000	-239842.031250	428556.093750	
0.000100	0.000000	32.159948	74.183267	97.456000	89.930000	-9548815284.000000	-213503.625000	418217.843750	
0.000100	0.000000	31.743957	76.556220	97.548000	90.150000	-9629211316.000000	-205616.453125	472789.218750	
0.000100	0.000000	32.666398	64.261373	97.562000	90.650000	-9716680788.000000	-223707.093750	433757.812500	
0.000100	0.000000	30.604368	75.107801	97.622000	90.230000	-9809009436.000000	-236134.656250	504592.156250	
0.000100	0.000000	33.315131	57.751827	97.478000	91.170000	-9876555828.000000	-172752.921875	436171.687500	
0.000100	0.000000	33.671004	90.603201	97.616000	89.810000	-9956975860.000000	-205677.828125	438511.031250	
0.000100	0.000000	31.874232	83.614044	97.638000	90.140000	-10021290876.000000	-164488.531250	450583.906250	
0.000100	0.000000	31.626980	62.562119	97.648000	90.440000	-10109662908.000000	-226015.421875	462192.968750	
0.000100	0.000000	33.088830	64.217379	97.620000	90.560000	-10182082956.000000	-185217.515625	395313.656250	
0.000100	0.000000	33.659652	73.446033	97.564000	90.540000	-10274323468.000000	-235909.234375	439964.250000	
0.000100	0.000000	31.117118	86.362213	97.722000	90.610000	-10343243868.000000	-176267.000000	448896.812500	
0.000100	0.000000	31.786676	103.348191	97.746000	88.430000	-10433097164.000000	-229803.828125	507995.031250	
0.000100	0.000000	33.059270	77.235202	97.620000	90.450000	-10513498428.000000	-205629.828125	457571.187500	
0.000100	0.000000	32.752364	80.934149	97.646000	89.860000	-10588977996.000000	-193042.375000	463130.281250	
