Learning Rate	Momentum	Train Loss	Valid Loss	Train Acc.	Valid Acc.	Inner Prod. Loss Sum	Inner Prod. Loss Mean	Inner Prod. Loss Std	
0.001000	0.000000	616.341631	142.840309	41.866000	49.020000	-718846720.000000	-1838482.625000	795797.375000	
0.000100	0.000000	413.158469	116.863793	62.262000	61.090000	-1232532736.000000	-1313775.000000	607294.000000	
0.000100	0.000000	330.209238	75.940001	70.136000	73.880000	-1663915392.000000	-1103280.500000	581907.000000	
0.000100	0.000000	272.097322	86.887821	75.898000	72.070000	-2012181760.000000	-890706.812500	562913.187500	
0.000100	0.000000	234.882725	66.653172	79.112000	77.270000	-2321494656.000000	-791081.562500	506859.312500	
0.000100	0.000000	211.223004	69.587806	81.280000	77.200000	-2590383200.000000	-687694.500000	477191.531250	
0.000100	0.000000	189.948388	57.505295	83.300000	81.430000	-2832428544.000000	-619041.812500	492479.375000	
0.000100	0.000000	174.772706	65.827495	84.756000	78.330000	-3058181120.000000	-577372.312500	454980.031250	
0.000100	0.000000	162.775718	52.013578	85.640000	83.300000	-3273697984.000000	-551194.000000	472660.500000	
0.000100	0.000000	149.122714	47.554263	87.036000	84.960000	-3472832064.000000	-509294.312500	460641.437500	
0.000100	0.000000	141.226976	52.673494	87.692000	83.670000	-3649042448.000000	-450665.937500	443550.656250	
0.000100	0.000000	131.158026	61.671997	88.458000	82.070000	-3822712368.000000	-444168.593750	458185.562500	
0.000100	0.000000	123.120435	52.161812	89.222000	84.050000	-3994951200.000000	-440508.531250	448075.218750	
0.000100	0.000000	116.873323	61.533266	89.568000	82.700000	-4163399264.000000	-430813.468750	479263.656250	
0.000100	0.000000	110.530279	57.307687	90.352000	83.740000	-4318782208.000000	-397398.843750	455424.000000	
0.000100	0.000000	104.103867	44.882789	90.924000	87.250000	-4471159648.000000	-389712.125000	455322.156250	
0.000100	0.000000	100.310215	38.203518	91.186000	88.160000	-4608573536.000000	-351442.156250	441666.656250	
0.000100	0.000000	93.498808	40.431479	91.758000	88.780000	-4744348512.000000	-347250.562500	410717.937500	
0.000100	0.000000	90.339088	52.914823	91.952000	86.760000	-4883432768.000000	-355714.218750	445556.531250	
0.000100	0.000000	86.522977	46.589141	92.422000	87.840000	-5011862128.000000	-328463.843750	434306.875000	
0.000100	0.000000	83.046561	53.596337	92.622000	86.250000	-5138494144.000000	-323867.062500	417074.468750	
0.000100	0.000000	79.110861	44.258805	92.948000	88.330000	-5261679128.000000	-315051.125000	426865.156250	
0.000100	0.000000	76.882630	44.282269	93.212000	88.560000	-5382362824.000000	-308653.968750	441500.968750	
0.000100	0.000000	72.798960	49.188801	93.672000	87.600000	-5491128640.000000	-278173.437500	397381.593750	
0.000100	0.000000	71.145135	47.084901	93.702000	88.780000	-5615082064.000000	-317016.437500	445151.093750	
0.000100	0.000000	69.167625	34.178240	93.882000	90.180000	-5742003832.000000	-324608.093750	416278.187500	
0.000100	0.000000	66.117876	42.959602	94.168000	88.950000	-5849746184.000000	-275555.875000	414624.375000	
0.000100	0.000000	63.878825	43.835351	94.406000	88.800000	-5960176656.000000	-282430.875000	476086.593750	
0.000100	0.000000	62.003311	45.886898	94.520000	89.120000	-6075002808.000000	-293673.031250	454501.250000	
0.000100	0.000000	60.821689	42.054054	94.726000	89.590000	-6182419144.000000	-274722.093750	443767.406250	
0.000100	0.000000	57.704082	50.301707	94.968000	89.150000	-6289239416.000000	-273197.625000	419115.187500	
0.000100	0.000000	56.497192	46.233291	95.056000	89.810000	-6403200168.000000	-291459.718750	442750.531250	
0.000100	0.000000	53.793207	43.996765	95.350000	89.240000	-6506116808.000000	-263213.906250	442904.500000	
0.000100	0.000000	52.939397	44.315205	95.332000	89.560000	-6598342152.000000	-235870.437500	400225.375000	
0.000100	0.000000	50.231950	62.862374	95.566000	89.370000	-6695561736.000000	-248643.437500	388368.156250	
0.000100	0.000000	51.096115	46.909326	95.670000	89.580000	-6795775352.000000	-256300.812500	431702.437500	
0.000100	0.000000	49.724723	48.313926	95.732000	89.530000	-6886960920.000000	-233211.171875	419071.500000	
0.000100	0.000000	48.554322	44.850394	95.780000	90.270000	-6986037528.000000	-253392.859375	420704.781250	
0.000100	0.000000	46.515809	53.918865	95.958000	88.610000	-7089742424.000000	-265229.906250	429711.156250	
0.000100	0.000000	45.493959	56.012150	96.156000	88.650000	-7175825120.000000	-220160.343750	393484.343750	
0.000100	0.000000	44.007038	53.533615	96.266000	88.740000	-7273491984.000000	-249787.375000	422122.531250	
0.000100	0.000000	42.364455	47.465062	96.266000	90.170000	-7366023872.000000	-236654.437500	406085.812500	
