Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000161	0.002304	12.490000	10.000000	
0.000159	0.002292	14.734000	11.820000	
0.000154	0.003798	17.764000	10.580000	
0.000149	0.007839	19.862000	10.180000	
0.000144	0.006032	22.984000	11.390000	
0.000140	0.004794	24.862000	13.390000	
0.000136	0.004097	25.896000	15.970000	
0.000133	0.003396	27.688000	19.420000	
0.000131	0.002814	29.236000	22.480000	
0.000128	0.002384	30.422000	26.020000	
0.000127	0.002059	31.636000	28.680000	
0.000125	0.002056	32.658000	29.380000	
0.000123	0.001901	33.090000	32.220000	
0.000121	0.001818	34.530000	35.080000	
0.000120	0.001686	35.380000	36.360000	
0.000119	0.001799	35.792000	35.020000	
0.000118	0.001752	36.558000	36.370000	
0.000117	0.001678	36.974000	37.750000	
0.000116	0.001628	37.734000	38.850000	
0.000115	0.001670	37.958000	38.620000	
