Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000923	0.002817	30.498000	14.300000	
0.000708	0.001624	47.840000	43.190000	
0.000576	0.001315	58.292000	55.730000	
0.000551	0.001293	60.190000	57.340000	
0.000453	0.000911	67.426000	68.360000	
0.000382	0.000869	72.852000	69.520000	
0.000341	0.000923	75.930000	70.400000	
0.000311	0.000694	78.300000	75.970000	
0.000278	0.000802	80.788000	75.790000	
0.000258	0.000627	82.052000	78.820000	
0.000239	0.000807	83.270000	74.540000	
0.000225	0.000612	84.262000	79.910000	
0.000206	0.000644	85.700000	79.610000	
0.000196	0.000503	86.402000	83.500000	
0.000182	0.000528	87.396000	82.530000	
0.000178	0.000524	87.544000	82.430000	
0.000164	0.000528	88.618000	83.340000	
0.000158	0.000578	89.008000	81.530000	
0.000147	0.000471	89.812000	84.480000	
0.000143	0.000466	90.030000	85.360000	
0.000133	0.000497	90.750000	84.590000	
0.000127	0.000558	91.152000	83.330000	
0.000122	0.000628	91.484000	81.030000	
0.000118	0.000490	91.698000	84.810000	
0.000111	0.000523	92.306000	84.590000	
0.000104	0.000643	92.652000	81.970000	
0.000098	0.000481	93.198000	86.020000	
0.000092	0.000496	93.570000	85.250000	
0.000092	0.000664	93.380000	82.320000	
0.000088	0.000485	93.826000	85.810000	
0.000083	0.000565	94.080000	83.930000	
0.000078	0.000449	94.562000	86.570000	
0.000078	0.000554	94.524000	84.740000	
0.000078	0.000522	94.564000	84.760000	
0.000070	0.000581	95.066000	85.170000	
0.000065	0.000469	95.456000	86.660000	
0.000065	0.000477	95.484000	86.860000	
0.000061	0.000578	95.622000	85.860000	
0.000058	0.000512	95.812000	86.250000	
0.000057	0.000478	95.974000	87.190000	
0.000050	0.000402	96.454000	89.250000	
0.000052	0.000455	96.380000	88.110000	
0.000050	0.000433	96.454000	88.450000	
0.000046	0.000557	96.772000	86.090000	
0.000046	0.000508	96.694000	87.100000	
0.000047	0.000528	96.674000	86.980000	
0.000043	0.000624	96.982000	85.210000	
0.000043	0.000588	97.060000	85.990000	
0.000042	0.000580	97.008000	86.160000	
0.000039	0.000625	97.266000	85.440000	
0.000035	0.000507	97.586000	87.430000	
0.000033	0.000502	97.718000	88.210000	
0.000033	0.000459	97.630000	88.810000	
0.000030	0.000457	97.896000	88.900000	
0.000030	0.000507	97.866000	88.040000	
0.000030	0.000455	97.926000	88.980000	
0.000028	0.000484	98.076000	88.870000	
0.000027	0.000544	98.146000	87.720000	
0.000030	0.000796	97.976000	84.520000	
0.000027	0.000586	98.068000	87.320000	
0.000028	0.000628	98.060000	87.040000	
0.000028	0.000492	98.024000	89.220000	
0.000024	0.000449	98.340000	89.360000	
0.000021	0.000479	98.450000	89.400000	
0.000021	0.000546	98.610000	88.350000	
0.000019	0.000596	98.760000	87.530000	
0.000019	0.000558	98.676000	88.570000	
0.000019	0.000512	98.672000	89.300000	
0.000020	0.000498	98.594000	89.240000	
0.000018	0.000585	98.690000	87.750000	
0.000018	0.000498	98.738000	89.150000	
0.000016	0.000434	98.864000	90.280000	
0.000016	0.000570	98.882000	88.720000	
0.000016	0.000490	98.896000	89.650000	
0.000017	0.000461	98.824000	90.200000	
0.000015	0.000616	98.962000	87.940000	
0.000016	0.000545	98.872000	89.260000	
0.000014	0.000495	99.018000	90.140000	
0.000014	0.000504	99.010000	89.580000	
0.000012	0.000466	99.168000	90.480000	
0.000008	0.000410	99.546000	91.280000	
0.000005	0.000401	99.720000	91.350000	
0.000005	0.000401	99.758000	91.430000	
0.000004	0.000401	99.784000	91.530000	
0.000004	0.000398	99.834000	91.530000	
0.000004	0.000401	99.852000	91.640000	
0.000004	0.000400	99.836000	91.760000	
0.000003	0.000398	99.876000	91.590000	
0.000003	0.000397	99.868000	91.710000	
0.000003	0.000401	99.876000	91.700000	
0.000003	0.000400	99.890000	91.630000	
0.000003	0.000401	99.884000	91.630000	
0.000003	0.000404	99.912000	91.640000	
0.000003	0.000398	99.888000	91.690000	
0.000003	0.000398	99.898000	91.610000	
0.000003	0.000400	99.898000	91.670000	
0.000002	0.000400	99.922000	91.690000	
0.000002	0.000399	99.904000	91.600000	
0.000003	0.000402	99.888000	91.590000	
0.000002	0.000400	99.906000	91.720000	
0.000002	0.000399	99.924000	91.770000	
0.000002	0.000400	99.918000	91.620000	
0.000002	0.000400	99.916000	91.690000	
0.000002	0.000399	99.920000	91.790000	
0.000002	0.000402	99.910000	91.730000	
0.000002	0.000404	99.950000	91.650000	
0.000002	0.000405	99.904000	91.670000	
0.000002	0.000403	99.942000	91.700000	
0.000002	0.000408	99.936000	91.650000	
0.000002	0.000408	99.960000	91.660000	
0.000002	0.000406	99.936000	91.670000	
0.000002	0.000407	99.948000	91.820000	
0.000002	0.000404	99.938000	91.650000	
0.000002	0.000407	99.956000	91.690000	
0.000002	0.000405	99.956000	91.700000	
0.000002	0.000405	99.950000	91.740000	
0.000002	0.000409	99.962000	91.730000	
0.000002	0.000407	99.956000	91.730000	
0.000002	0.000409	99.936000	91.790000	
0.000002	0.000409	99.952000	91.680000	
0.000002	0.000409	99.932000	91.720000	
0.000002	0.000407	99.958000	91.670000	
0.000002	0.000409	99.960000	91.690000	
0.000002	0.000409	99.964000	91.690000	
0.000002	0.000409	99.950000	91.770000	
0.000002	0.000407	99.948000	91.600000	
0.000002	0.000408	99.926000	91.710000	
0.000002	0.000408	99.970000	91.700000	
0.000002	0.000406	99.964000	91.710000	
0.000002	0.000408	99.964000	91.710000	
0.000002	0.000409	99.954000	91.750000	
0.000002	0.000408	99.944000	91.710000	
0.000002	0.000408	99.956000	91.810000	
0.000002	0.000407	99.964000	91.670000	
0.000002	0.000407	99.958000	91.750000	
0.000002	0.000407	99.956000	91.680000	
0.000002	0.000407	99.954000	91.720000	
0.000001	0.000407	99.962000	91.740000	
0.000002	0.000408	99.952000	91.820000	
0.000002	0.000407	99.958000	91.740000	
0.000002	0.000411	99.952000	91.680000	
0.000002	0.000408	99.958000	91.690000	
0.000002	0.000406	99.954000	91.740000	
0.000002	0.000410	99.968000	91.750000	
0.000002	0.000408	99.942000	91.820000	
0.000002	0.000408	99.946000	91.710000	
0.000002	0.000407	99.952000	91.730000	
0.000002	0.000409	99.966000	91.770000	
0.000001	0.000407	99.968000	91.670000	
0.000002	0.000406	99.934000	91.770000	
