Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000768	0.434173	58.056667	84.990000	
0.000120	0.147673	92.666667	95.570000	
0.000070	0.110840	95.773333	96.540000	
0.000053	0.126210	96.853333	95.850000	
0.000046	0.075114	97.130000	97.630000	
0.000037	0.064697	97.728333	97.840000	
0.000032	0.062251	98.065000	98.060000	
0.000030	0.058126	98.245000	98.130000	
0.000026	0.047271	98.405000	98.410000	
0.000024	0.046497	98.561667	98.570000	
0.000022	0.050639	98.630000	98.290000	
0.000021	0.048479	98.736667	98.280000	
0.000020	0.037939	98.835000	98.620000	
0.000019	0.042583	98.926667	98.570000	
0.000018	0.038681	98.923333	98.640000	
