Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.167880	1.007263	87.158333	0.990223	88.230003	64.768173	
0.100000	0.643142	0.195592	95.031670	0.179570	95.339996	129.869990	
0.100000	0.456260	0.136678	96.260002	0.124442	96.589996	194.774996	
0.100000	0.378694	0.115040	96.764999	0.104544	96.970001	259.231175	
0.100000	0.342128	0.093164	97.281670	0.086894	97.400002	323.540569	
0.100000	0.316279	0.087141	97.453331	0.078135	97.629997	388.150168	
0.100000	0.305626	0.081261	97.644997	0.075401	97.800003	452.618750	
0.100000	0.287234	0.076783	97.793335	0.071111	97.980003	517.172238	
0.100000	0.281824	0.071755	97.964996	0.069507	97.940002	581.692450	
0.100000	0.267463	0.069880	98.023331	0.065403	98.139999	646.089300	
