Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.171503	2.265302	21.466667	2.264070	22.150000	87.524384	
0.100000	0.954270	2.198135	53.881668	2.194750	55.700001	174.804543	
0.100000	0.828756	2.099058	72.665001	2.093209	74.169998	262.108323	
0.100000	0.757825	1.961144	83.580002	1.952181	84.830002	349.505260	
0.100000	0.704135	1.804366	88.419998	1.791642	89.239998	437.102965	
0.100000	0.674342	1.622670	90.926666	1.606698	91.680000	524.321637	
0.100000	0.633729	1.441472	92.550003	1.421931	93.199997	611.639982	
0.100000	0.613910	1.260498	93.408333	1.238516	94.040001	699.105491	
0.100000	0.596312	1.103684	93.978333	1.080472	94.470001	786.453632	
0.100000	0.571114	0.947174	94.436668	0.922249	94.949997	873.652044	
