Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.535802	1.086128	84.934998	1.064124	86.000000	181.355237	
0.100000	0.904027	0.351386	92.401665	0.329610	93.339996	353.173142	
0.100000	0.617011	0.202554	94.739998	0.189776	95.050003	539.467725	
0.100000	0.515338	0.158550	95.555000	0.149871	95.760002	766.130756	
0.100000	0.445240	0.133599	96.148331	0.125487	96.320000	936.199683	
0.100000	0.405823	0.118865	96.523331	0.112550	96.750000	1117.285968	
0.100000	0.373399	0.106149	96.849998	0.099472	97.110001	1292.368374	
0.100000	0.351581	0.101502	96.986664	0.095848	97.150002	1459.282695	
0.100000	0.336272	0.094841	97.195000	0.088597	97.339996	1640.806728	
0.100000	0.317591	0.087241	97.443336	0.081169	97.669998	1816.886420	
