Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.677237	2.285672	10.376667	2.287040	10.290000	548.528686	
0.100000	1.486155	2.242142	25.303333	2.242672	24.440001	1109.922158	
0.100000	1.332249	2.188978	47.244999	2.188768	47.009998	1709.208944	
0.100000	1.229572	2.126867	58.078335	2.125814	58.040001	2269.482128	
0.100000	1.148143	2.053318	68.788330	2.051041	69.529999	2841.104625	
0.100000	1.088634	1.962066	78.666664	1.958220	79.500000	3339.977606	
0.100000	1.031714	1.861274	83.695000	1.855618	85.080002	3841.238764	
0.100000	0.979896	1.749364	86.443336	1.741662	87.400002	4346.491094	
0.100000	0.938179	1.634686	88.029999	1.624819	88.879997	4938.179449	
0.100000	0.900355	1.516382	89.283333	1.504344	90.120003	5462.759262	
