Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.626670	2.251389	14.013333	2.251847	14.080000	351.613029	
0.100000	1.402038	2.162582	37.071667	2.161738	36.680000	713.921415	
0.100000	1.251444	2.064572	54.828335	2.061790	55.639999	1111.954992	
0.100000	1.132945	1.954647	65.653336	1.949968	66.169998	1476.659658	
0.100000	1.035092	1.822718	75.593330	1.815802	76.290001	1846.585578	
0.100000	0.998374	1.694970	81.256668	1.685920	82.050003	2227.208380	
0.100000	0.933560	1.544714	85.173332	1.533159	85.910004	2586.296802	
0.100000	0.900840	1.394625	87.513336	1.380558	88.360001	2947.650517	
0.100000	0.833301	1.244938	89.208336	1.228591	89.930000	3315.364884	
0.100000	0.803454	1.096676	90.481667	1.078005	91.099998	3742.130581	
