Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.608573	2.289248	19.206667	2.288943	19.540001	522.232291	
0.100000	1.474610	2.270262	23.183332	2.269498	24.040001	1017.478198	
0.100000	1.361112	2.250995	27.705000	2.249486	28.660000	1519.496024	
0.100000	1.296451	2.230968	31.045000	2.228796	32.349998	2079.329415	
0.100000	1.239524	2.214462	32.689999	2.211324	33.849998	2656.749690	
0.100000	1.201211	2.197957	36.036667	2.193778	37.599998	3183.939246	
0.100000	1.166208	2.179382	38.766666	2.173930	40.209999	3702.719136	
0.100000	1.145494	2.171454	38.575001	2.164763	40.040001	4242.727928	
0.100000	1.130561	2.163349	37.455002	2.155601	38.570000	4731.857622	
0.100000	1.119707	2.152675	35.943333	2.143676	37.060001	5220.848059	
