Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.650946	2.262993	12.031667	2.262314	12.030000	395.835048	
0.100000	1.416741	2.202993	25.870001	2.201518	26.040001	737.281086	
0.100000	1.262190	2.125760	43.906666	2.122966	44.799999	1079.207190	
0.100000	1.152569	2.033579	61.713333	2.029175	62.910000	1429.300123	
0.100000	1.075209	1.921330	75.813332	1.914807	76.669998	1770.844467	
0.100000	0.998962	1.801745	82.788330	1.793110	83.570000	2146.924925	
0.100000	0.935004	1.661001	86.949997	1.649819	87.449997	2511.962173	
0.100000	0.893787	1.525320	89.131668	1.511581	89.650002	2852.264135	
0.100000	0.845420	1.374842	90.923332	1.358555	91.269997	3213.231089	
0.100000	0.815582	1.231698	91.843330	1.213126	92.370003	3631.304812	
