Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.577785	2.257629	12.790000	2.255502	13.280000	397.475990	
0.100000	1.340261	2.183744	34.531666	2.180612	35.720001	728.575128	
0.100000	1.190089	2.089912	59.381668	2.085040	61.310001	1100.695995	
0.100000	1.092429	1.976490	73.970001	1.969569	74.860001	1507.525374	
0.100000	1.032399	1.854747	81.216667	1.845901	82.080002	1882.058953	
0.100000	0.975634	1.721827	84.815002	1.710839	85.940002	2216.429653	
0.100000	0.919651	1.579791	87.498337	1.566710	88.209999	2550.164185	
0.100000	0.876030	1.431401	89.013336	1.416308	89.830002	2876.494548	
0.100000	0.826287	1.277778	90.156670	1.260637	90.959999	3256.385888	
0.100000	0.796644	1.138429	90.958336	1.119581	91.790001	3597.308477	
