Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.654654	2.259343	22.275000	2.257399	23.200001	573.787533	
0.100000	1.492453	2.208285	42.943333	2.205479	44.060001	1073.547073	
0.100000	1.347376	2.150380	58.956665	2.146962	60.500000	1574.748668	
0.100000	1.229648	2.082570	71.205002	2.078436	71.989998	2082.914718	
0.100000	1.158021	2.006634	78.993332	2.001519	79.750000	2640.859667	
0.100000	1.089106	1.926553	83.086670	1.919958	84.070000	3155.728766	
0.100000	1.041582	1.831471	85.751663	1.822941	86.660004	3735.652170	
0.100000	0.978428	1.727432	87.353333	1.716847	88.110001	4230.717814	
0.100000	0.950629	1.616795	88.665001	1.604172	89.449997	4733.061755	
0.100000	0.908922	1.502816	89.768333	1.488216	90.559998	5322.672392	
