Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.644018	2.255900	28.156666	2.255353	27.840000	347.471979	
0.100000	1.452433	2.187270	45.846668	2.185724	45.700001	775.319996	
0.100000	1.323760	2.110628	60.555000	2.108238	61.240002	1177.516522	
0.100000	1.234166	2.026058	68.958336	2.022710	70.180000	1565.211217	
0.100000	1.171489	1.938919	73.063332	1.934294	74.430000	1921.770684	
0.100000	1.108157	1.836521	76.690002	1.830216	77.870003	2344.285203	
0.100000	1.050196	1.722972	78.760002	1.714750	79.849998	2761.561771	
0.100000	1.003279	1.596785	80.698334	1.586255	81.779999	3176.471572	
0.100000	0.971644	1.471341	82.349998	1.458738	83.080002	3522.639394	
0.100000	0.923000	1.348481	84.113335	1.333888	84.900002	3907.799974	
