Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.578388	2.277672	12.391666	2.277670	12.060000	493.900670	
0.100000	1.394412	2.226681	26.911667	2.225257	26.840000	1042.429821	
0.100000	1.256341	2.157856	49.051666	2.154822	49.610001	1614.221368	
0.100000	1.143188	2.075459	65.004997	2.070656	66.000000	2192.439628	
0.100000	1.068627	1.976157	75.458336	1.969009	76.669998	2812.239716	
0.100000	1.004656	1.862143	81.788330	1.852500	82.809998	3360.902445	
0.100000	0.940608	1.733296	85.680000	1.720915	86.650002	3931.734302	
0.100000	0.907647	1.606079	88.059998	1.591070	88.959999	4434.417661	
0.100000	0.864637	1.470275	89.583336	1.452718	90.300003	5019.847192	
0.100000	0.827715	1.335034	90.751663	1.315320	91.459999	5595.069136	
