Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.001241	0.025045	16.698000	15.350000	
0.000977	0.002308	25.242000	25.510000	
0.000893	0.001823	32.288000	32.130000	
0.000817	0.001699	38.866000	35.370000	
0.000761	0.001728	43.576000	37.330000	
0.000711	0.001558	47.974000	44.370000	
0.000682	0.001308	49.914000	52.150000	
0.000633	0.001442	53.772000	48.870000	
0.000594	0.001283	57.082000	53.830000	
0.000553	0.001213	60.104000	57.000000	
0.000521	0.001153	62.702000	59.290000	
0.000485	0.001310	65.342000	56.320000	
0.000463	0.001020	66.990000	64.960000	
0.000428	0.001000	69.666000	67.070000	
0.000403	0.001094	71.328000	64.650000	
0.000384	0.000930	72.742000	69.270000	
0.000367	0.000888	74.028000	69.710000	
0.000344	0.000767	75.574000	73.540000	
0.000325	0.000837	77.070000	71.640000	
0.000305	0.000855	78.376000	72.460000	
0.000286	0.000804	79.756000	73.250000	
0.000269	0.000830	81.080000	73.540000	
0.000253	0.000638	82.430000	78.410000	
0.000238	0.000664	83.174000	77.720000	
0.000232	0.000620	83.492000	79.290000	
0.000223	0.000591	84.380000	80.690000	
0.000215	0.000673	84.850000	77.590000	
0.000202	0.000543	85.962000	82.240000	
0.000188	0.000556	86.718000	82.270000	
0.000182	0.000619	87.296000	80.520000	
0.000175	0.000555	87.626000	82.380000	
0.000167	0.000606	88.220000	80.760000	
0.000159	0.000516	88.952000	83.960000	
0.000152	0.000503	89.350000	83.730000	
0.000141	0.000566	90.154000	82.390000	
0.000137	0.000494	90.320000	84.410000	
0.000136	0.000502	90.420000	84.290000	
0.000128	0.000492	90.914000	84.480000	
0.000122	0.000533	91.534000	83.510000	
0.000118	0.000488	91.594000	85.310000	
0.000111	0.000571	91.996000	83.170000	
0.000107	0.000517	92.426000	84.730000	
0.000102	0.000531	92.680000	84.650000	
0.000099	0.000470	93.052000	86.340000	
0.000095	0.000502	93.050000	85.570000	
0.000094	0.000448	93.232000	86.840000	
0.000086	0.000526	93.940000	84.770000	
0.000080	0.000450	94.332000	87.030000	
0.000076	0.000525	94.614000	85.500000	
0.000074	0.000499	94.702000	86.460000	
0.000069	0.000533	95.052000	85.300000	
0.000069	0.000522	95.058000	86.370000	
0.000065	0.000571	95.390000	86.070000	
0.000062	0.000499	95.604000	87.070000	
0.000059	0.000546	95.704000	86.190000	
0.000054	0.000611	96.186000	85.460000	
0.000052	0.000496	96.240000	87.330000	
0.000055	0.000564	96.020000	85.580000	
0.000053	0.000545	96.222000	86.660000	
0.000050	0.000505	96.430000	87.860000	
0.000047	0.000517	96.688000	87.800000	
0.000045	0.000502	96.742000	87.870000	
0.000041	0.000647	97.070000	85.460000	
0.000039	0.000585	97.180000	86.960000	
0.000041	0.000773	97.058000	84.420000	
0.000043	0.000538	96.862000	87.820000	
0.000038	0.000618	97.268000	85.520000	
0.000036	0.000555	97.468000	88.000000	
0.000031	0.000526	97.748000	88.220000	
0.000031	0.000585	97.840000	87.670000	
0.000031	0.000540	97.764000	88.110000	
0.000031	0.000547	97.820000	87.740000	
0.000030	0.000549	97.884000	87.980000	
0.000025	0.000690	98.260000	86.540000	
0.000029	0.000572	97.974000	88.460000	
0.000027	0.000665	98.014000	86.620000	
0.000025	0.000615	98.216000	87.910000	
0.000026	0.000570	98.198000	88.220000	
0.000025	0.000558	98.222000	88.550000	
0.000024	0.000537	98.252000	88.650000	
0.000015	0.000471	98.962000	90.250000	
0.000010	0.000461	99.386000	90.420000	
0.000007	0.000454	99.604000	90.430000	
0.000006	0.000455	99.676000	90.540000	
0.000006	0.000461	99.694000	90.570000	
0.000006	0.000460	99.720000	90.660000	
0.000005	0.000460	99.750000	90.760000	
0.000005	0.000463	99.724000	90.700000	
0.000005	0.000465	99.748000	90.850000	
0.000005	0.000468	99.786000	90.810000	
0.000004	0.000463	99.772000	90.760000	
0.000004	0.000467	99.788000	90.860000	
0.000004	0.000470	99.790000	91.020000	
0.000004	0.000472	99.830000	90.970000	
0.000003	0.000474	99.868000	90.950000	
0.000003	0.000474	99.834000	90.850000	
0.000003	0.000478	99.850000	90.900000	
0.000003	0.000475	99.850000	90.930000	
0.000003	0.000482	99.832000	90.900000	
0.000003	0.000476	99.856000	91.080000	
0.000003	0.000482	99.882000	90.970000	
0.000003	0.000479	99.858000	91.030000	
0.000003	0.000481	99.896000	90.970000	
0.000003	0.000486	99.874000	90.890000	
0.000003	0.000489	99.868000	90.730000	
0.000003	0.000491	99.864000	90.900000	
0.000003	0.000494	99.872000	90.890000	
0.000003	0.000492	99.866000	90.960000	
0.000003	0.000494	99.900000	91.070000	
0.000002	0.000500	99.896000	91.050000	
0.000002	0.000495	99.896000	90.930000	
0.000002	0.000498	99.916000	91.040000	
0.000002	0.000501	99.896000	90.980000	
0.000002	0.000505	99.896000	90.910000	
0.000002	0.000504	99.898000	90.880000	
0.000002	0.000505	99.904000	90.900000	
0.000002	0.000505	99.908000	90.920000	
0.000002	0.000509	99.914000	90.930000	
0.000002	0.000509	99.894000	90.910000	
0.000002	0.000511	99.928000	91.020000	
