Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000156	0.002304	17.084000	10.000000	
0.000139	0.002383	25.162000	10.000000	
0.000129	0.002669	30.118000	10.000000	
0.000129	0.002446	31.166000	13.510000	
0.000120	0.001909	34.728000	28.870000	
0.000113	0.001630	38.714000	39.450000	
0.000109	0.001603	41.958000	40.230000	
0.000104	0.001534	45.084000	44.320000	
0.000100	0.001571	47.572000	44.790000	
0.000096	0.001594	49.612000	45.120000	
0.000094	0.001374	51.176000	50.140000	
0.000090	0.001521	53.268000	47.080000	
0.000088	0.001437	54.136000	48.980000	
0.000086	0.001377	55.794000	51.760000	
0.000081	0.001351	58.454000	52.470000	
0.000079	0.001372	59.562000	53.990000	
0.000078	0.001138	60.256000	58.900000	
0.000074	0.001211	62.342000	58.270000	
0.000071	0.001215	63.862000	57.860000	
0.000072	0.001633	63.892000	51.230000	
