Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000522	0.002465	24.376000	10.810000	
0.000431	0.002710	37.156000	15.340000	
0.000377	0.001618	46.302000	43.770000	
0.000355	0.001774	50.066000	38.660000	
0.000311	0.001558	56.610000	48.090000	
0.000277	0.001375	61.638000	53.080000	
0.000251	0.001277	65.406000	57.530000	
0.000224	0.001044	69.170000	64.320000	
0.000207	0.000889	71.468000	69.220000	
0.000191	0.000897	74.014000	69.630000	
0.000176	0.000791	76.090000	73.370000	
0.000167	0.000868	77.580000	70.400000	
0.000153	0.000928	79.342000	71.350000	
0.000144	0.000769	80.560000	74.800000	
0.000135	0.000708	82.046000	76.710000	
0.000125	0.000897	83.318000	72.070000	
0.000121	0.000777	83.852000	75.370000	
0.000112	0.000760	85.006000	75.310000	
0.000108	0.000586	85.650000	81.110000	
0.000104	0.000651	86.064000	79.030000	
0.000100	0.000610	86.874000	80.120000	
0.000098	0.000628	86.820000	80.000000	
0.000094	0.000576	87.370000	81.120000	
0.000088	0.000700	88.188000	79.940000	
0.000083	0.000667	88.934000	79.260000	
0.000081	0.000674	89.370000	79.860000	
0.000078	0.000669	89.424000	78.860000	
0.000075	0.000627	90.026000	80.820000	
0.000071	0.000488	90.482000	84.590000	
0.000071	0.000519	90.564000	84.570000	
0.000068	0.000572	90.836000	82.820000	
0.000067	0.000834	91.098000	76.070000	
0.000061	0.000514	91.654000	84.090000	
0.000060	0.000621	91.998000	81.730000	
0.000057	0.000645	92.396000	81.150000	
0.000053	0.000522	92.904000	84.190000	
0.000053	0.000534	92.870000	84.490000	
0.000051	0.000902	93.282000	77.460000	
0.000052	0.000696	92.988000	80.540000	
0.000048	0.000547	93.564000	83.730000	
0.000048	0.000643	93.644000	82.750000	
0.000047	0.000557	93.720000	83.730000	
0.000046	0.000787	93.776000	80.080000	
0.000044	0.000543	94.134000	84.530000	
0.000041	0.000671	94.438000	82.360000	
0.000039	0.000670	94.730000	82.450000	
0.000040	0.000659	94.576000	82.190000	
0.000038	0.000555	94.774000	85.350000	
0.000037	0.000521	95.094000	86.030000	
0.000034	0.000483	95.498000	86.170000	
0.000032	0.000463	95.680000	87.220000	
0.000031	0.000494	95.920000	86.680000	
0.000031	0.000451	95.776000	87.880000	
0.000031	0.000463	95.766000	87.380000	
0.000030	0.000597	95.926000	84.550000	
0.000029	0.000637	96.042000	83.950000	
0.000030	0.000460	95.944000	87.810000	
0.000027	0.000595	96.372000	84.090000	
0.000027	0.000514	96.348000	86.600000	
0.000026	0.000502	96.556000	87.050000	
0.000026	0.000512	96.502000	86.730000	
0.000025	0.000491	96.540000	87.380000	
0.000021	0.000613	97.098000	85.270000	
0.000021	0.000508	97.200000	87.240000	
0.000021	0.000471	97.330000	87.680000	
0.000019	0.000586	97.490000	86.110000	
0.000019	0.000572	97.422000	86.640000	
0.000020	0.000572	97.440000	86.230000	
0.000018	0.000492	97.580000	87.710000	
0.000019	0.000746	97.454000	84.020000	
0.000020	0.000622	97.270000	85.240000	
0.000020	0.000617	97.300000	85.590000	
0.000018	0.000665	97.564000	85.390000	
0.000016	0.000579	97.770000	86.480000	
0.000016	0.000627	97.908000	85.840000	
0.000016	0.000500	97.862000	88.340000	
0.000018	0.000563	97.612000	87.350000	
0.000017	0.000549	97.708000	87.310000	
0.000015	0.000477	97.982000	88.290000	
0.000013	0.000532	98.234000	88.280000	
0.000010	0.000416	98.672000	90.250000	
0.000007	0.000408	99.170000	90.190000	
0.000006	0.000391	99.352000	90.590000	
0.000006	0.000393	99.474000	90.500000	
0.000005	0.000395	99.460000	90.640000	
0.000005	0.000397	99.464000	90.750000	
0.000005	0.000395	99.496000	90.680000	
0.000005	0.000394	99.572000	90.660000	
0.000005	0.000393	99.550000	90.800000	
0.000005	0.000400	99.558000	90.730000	
0.000005	0.000398	99.560000	90.620000	
0.000004	0.000399	99.614000	90.680000	
0.000004	0.000397	99.676000	90.650000	
0.000004	0.000401	99.622000	90.700000	
0.000004	0.000404	99.662000	90.650000	
0.000004	0.000400	99.658000	90.540000	
0.000004	0.000398	99.722000	90.840000	
0.000004	0.000396	99.740000	90.820000	
0.000004	0.000400	99.724000	90.800000	
0.000004	0.000401	99.706000	90.880000	
0.000003	0.000398	99.704000	90.850000	
0.000003	0.000399	99.690000	90.920000	
0.000003	0.000402	99.718000	90.890000	
0.000003	0.000406	99.746000	90.810000	
0.000003	0.000401	99.768000	90.940000	
0.000003	0.000401	99.796000	90.940000	
0.000003	0.000403	99.762000	90.880000	
0.000003	0.000404	99.754000	90.920000	
0.000004	0.000403	99.750000	90.940000	
0.000003	0.000409	99.756000	90.810000	
0.000003	0.000406	99.750000	90.950000	
0.000003	0.000403	99.788000	90.960000	
0.000003	0.000402	99.796000	90.940000	
0.000003	0.000405	99.782000	90.920000	
0.000003	0.000404	99.808000	90.890000	
0.000003	0.000404	99.786000	91.050000	
0.000003	0.000406	99.810000	90.930000	
0.000003	0.000408	99.824000	90.870000	
0.000003	0.000410	99.802000	91.090000	
0.000003	0.000411	99.816000	91.000000	
0.000003	0.000410	99.822000	91.100000	
0.000003	0.000410	99.818000	90.980000	
0.000003	0.000409	99.832000	90.970000	
0.000003	0.000410	99.816000	90.950000	
0.000003	0.000409	99.828000	91.030000	
0.000003	0.000409	99.840000	91.000000	
0.000003	0.000410	99.824000	91.030000	
0.000003	0.000410	99.818000	91.070000	
0.000003	0.000408	99.810000	91.050000	
0.000002	0.000410	99.836000	90.960000	
0.000003	0.000410	99.806000	91.050000	
0.000003	0.000411	99.820000	91.070000	
0.000003	0.000409	99.814000	91.000000	
0.000002	0.000409	99.844000	91.000000	
0.000003	0.000408	99.818000	91.040000	
0.000002	0.000407	99.872000	91.070000	
0.000002	0.000408	99.846000	91.020000	
0.000002	0.000407	99.842000	90.960000	
0.000003	0.000409	99.798000	91.030000	
0.000003	0.000408	99.816000	91.050000	
0.000003	0.000410	99.826000	91.000000	
0.000003	0.000410	99.834000	91.080000	
0.000003	0.000408	99.822000	90.970000	
0.000002	0.000410	99.854000	91.060000	
0.000002	0.000409	99.838000	90.970000	
0.000002	0.000409	99.850000	91.090000	
0.000002	0.000409	99.850000	91.050000	
0.000002	0.000409	99.866000	91.090000	
0.000002	0.000408	99.850000	91.080000	
0.000003	0.000409	99.832000	91.080000	
