Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000150	2.028538	15.140000	47.630000	
0.000111	0.981294	61.876667	77.340000	
0.000133	1.540523	60.038333	55.350000	
0.000076	0.532649	69.255000	86.900000	
0.000030	0.369681	87.570000	88.820000	
0.000030	0.468930	85.593333	83.550000	
0.000023	0.273912	89.635000	92.350000	
0.000018	0.242559	92.128333	92.970000	
0.000016	0.219808	92.923333	93.480000	
0.000015	0.208142	93.443333	94.110000	
0.000014	0.188632	93.958333	94.510000	
0.000013	0.176670	94.303333	94.790000	
0.000012	0.165518	94.751667	95.180000	
0.000012	0.158623	95.056667	95.230000	
0.000011	0.149858	95.160000	95.660000	
0.000010	0.138767	95.630000	95.880000	
0.000010	0.131746	95.761667	96.070000	
0.000009	0.133853	95.950000	96.100000	
0.000009	0.123470	96.110000	96.390000	
0.000009	0.118317	96.268333	96.590000	
