Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.641144	2.253645	27.201666	2.254009	26.510000	138.469135	
0.100000	1.408674	2.181121	42.628334	2.180425	42.959999	284.660457	
0.100000	1.259474	2.094423	59.948334	2.092223	60.730000	413.890285	
0.100000	1.161352	1.986911	70.863335	1.982874	71.669998	541.586162	
0.100000	1.094497	1.865997	76.764999	1.859697	77.629997	672.157752	
0.100000	1.025769	1.737692	81.070000	1.729051	81.650002	801.021124	
0.100000	0.967419	1.600794	84.841667	1.589244	85.610001	942.176567	
0.100000	0.933641	1.457406	87.131668	1.442975	87.760002	1070.398499	
0.100000	0.902760	1.321465	88.753334	1.304240	89.470001	1212.138245	
0.100000	0.845751	1.184666	90.043335	1.164936	90.800003	1356.682325	
