Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.016368	2.302543	11.390000	2.302482	11.380000	778.777290	
0.100000	1.882920	2.277404	16.809999	2.277190	17.129999	1551.929189	
0.100000	1.739906	2.246263	24.705000	2.245516	24.940001	2330.087724	
0.100000	1.626359	2.211027	32.031666	2.209358	32.230000	3140.552086	
0.100000	1.533943	2.173267	37.008335	2.170798	36.840000	4066.451479	
0.100000	1.466658	2.133652	44.310001	2.130158	44.410000	4917.001145	
0.100000	1.406137	2.093872	50.959999	2.089583	51.400002	5739.169579	
0.100000	1.370058	2.056323	56.619999	2.051470	57.950001	6597.146616	
0.100000	1.327907	2.014666	62.618332	2.009279	64.620003	7467.203283	
0.100000	1.287268	1.974339	66.485001	1.968566	68.339996	8372.678016	
