Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.058940	2.281128	13.053333	2.280119	13.350000	482.444842	
0.100000	1.833067	2.244037	29.021667	2.242331	29.490000	1051.554787	
0.100000	1.631522	2.193682	44.261665	2.191004	45.060001	1634.361090	
0.100000	1.502256	2.130651	57.634998	2.126577	58.580002	2184.043052	
0.100000	1.403772	2.051767	66.324997	2.045965	67.650002	2685.306692	
0.100000	1.345758	1.968315	70.153336	1.960688	71.059998	3176.159275	
0.100000	1.283411	1.868221	72.750000	1.858622	73.480003	3724.705897	
0.100000	1.221497	1.767304	75.000000	1.755773	75.879997	4216.692904	
0.100000	1.161821	1.652156	77.483330	1.638577	78.750000	4740.185697	
0.100000	1.121830	1.537512	79.888336	1.522037	80.919998	5236.738366	
