Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.970013	2.281356	15.381667	2.281948	16.150000	539.342827	
0.100000	1.755971	2.232556	31.350000	2.232042	31.900000	1095.742056	
0.100000	1.589216	2.168579	42.180000	2.166748	42.830002	1708.204814	
0.100000	1.464317	2.088476	57.671665	2.085158	59.439999	2316.554640	
0.100000	1.358001	1.996837	68.071663	1.991918	69.529999	2823.212705	
0.100000	1.292627	1.898798	74.078331	1.892114	75.300003	3347.030488	
0.100000	1.218513	1.788363	79.044998	1.779424	80.529999	3890.539806	
0.100000	1.151079	1.677330	82.496666	1.666301	83.650002	4461.151286	
0.100000	1.111570	1.564744	84.606667	1.551393	85.709999	5047.811540	
0.100000	1.069283	1.447600	86.214996	1.432240	87.290001	5609.481198	
