Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.009288	2.286544	15.760000	2.287243	15.270000	795.333436	
0.100000	1.827238	2.247204	26.796667	2.246918	26.590000	1602.843026	
0.100000	1.653504	2.196924	43.200001	2.195573	43.119999	2518.132637	
0.100000	1.516256	2.140214	56.586666	2.137580	57.009998	3397.577642	
0.100000	1.411563	2.075168	65.599998	2.071238	65.580002	4233.209499	
0.100000	1.342093	2.001764	71.730003	1.996607	71.900002	5118.139661	
0.100000	1.258251	1.915076	76.261665	1.908313	76.720001	5988.588783	
0.100000	1.209150	1.818403	79.593330	1.809960	80.410004	6923.592947	
0.100000	1.162039	1.718711	81.775002	1.708577	82.709999	7769.190751	
0.100000	1.115286	1.614382	83.400002	1.602487	84.010002	8595.964156	
