Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.943324	2.263809	22.701666	2.262088	23.490000	588.308738	
0.100000	1.708225	2.196040	43.366665	2.193205	44.660000	1188.099536	
0.100000	1.542229	2.115100	60.285000	2.111036	61.270000	1710.682105	
0.100000	1.411364	2.022055	74.453331	2.016485	75.599998	2263.185504	
0.100000	1.327407	1.925976	79.376663	1.918649	80.339996	2824.698062	
0.100000	1.259404	1.825112	82.404999	1.815984	83.260002	3311.634978	
0.100000	1.196817	1.713226	84.598335	1.701893	85.449997	3852.585044	
0.100000	1.143450	1.598972	86.316666	1.585396	87.389999	4342.178360	
0.100000	1.098661	1.481739	87.864998	1.465964	88.680000	4866.371613	
0.100000	1.041456	1.367405	88.853333	1.349554	89.510002	5357.113121	
