Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.041372	2.287410	11.908334	2.286056	11.760000	583.240081	
0.100000	1.798575	2.231777	33.970001	2.228945	34.360001	1128.685768	
0.100000	1.590326	2.153354	54.136665	2.148611	55.160000	1615.894640	
0.100000	1.454510	2.060314	65.989998	2.053479	66.529999	2142.090464	
0.100000	1.359649	1.959181	75.151665	1.950297	75.709999	2632.037487	
0.100000	1.286423	1.854710	79.699997	1.843973	80.290001	3123.178182	
0.100000	1.222292	1.742011	82.769997	1.729470	83.300003	3600.966185	
0.100000	1.161569	1.624918	84.938332	1.610378	85.330002	4128.558880	
0.100000	1.109442	1.501743	86.321663	1.485112	86.809998	4676.129284	
0.100000	1.069050	1.384214	87.346664	1.365789	87.750000	5161.194742	
