Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.971594	2.279150	9.843333	2.278598	9.840000	853.216996	
0.100000	1.755052	2.237330	15.768333	2.236031	16.120001	1685.666003	
0.100000	1.591987	2.184260	29.786667	2.181814	30.309999	2607.999941	
0.100000	1.463362	2.118694	45.588333	2.114625	46.070000	3476.335024	
0.100000	1.365475	2.042490	58.235001	2.036748	58.750000	4288.384550	
0.100000	1.313240	1.962454	65.305000	1.955202	66.379997	5115.262635	
0.100000	1.252658	1.875717	69.800003	1.866850	70.559998	5999.030795	
0.100000	1.215394	1.787477	73.260002	1.777114	73.599998	6922.447309	
0.100000	1.165811	1.692038	75.943336	1.680194	76.250000	7825.089422	
0.100000	1.122998	1.595916	78.184998	1.582769	78.739998	8636.249150	
