Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.041927	2.305543	10.465000	2.305122	10.570000	848.449055	
0.100000	1.907099	2.283874	14.288333	2.283230	14.200000	1716.165245	
0.100000	1.750823	2.254861	20.091667	2.253939	19.870001	2537.514607	
0.100000	1.633446	2.217777	27.046667	2.216336	27.299999	3350.987532	
0.100000	1.529432	2.175000	43.509998	2.173050	44.770000	4141.670121	
0.100000	1.446117	2.128947	61.919998	2.126362	63.040001	5039.721694	
0.100000	1.393054	2.081157	71.970001	2.077902	73.209999	5906.892034	
0.100000	1.339859	2.025505	77.389999	2.021513	78.769997	6699.042226	
0.100000	1.289015	1.963656	80.379997	1.958733	81.940002	7578.592646	
0.100000	1.260123	1.899441	82.598335	1.893357	84.309998	8349.914465	
