Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	
0.001000	25.199080	25.199080	0.226562	0.226562	
0.001000	25.414360	25.414360	0.132812	0.132812	
0.001000	25.264393	25.264393	0.187500	0.187500	
0.001000	25.400888	25.400888	0.117188	0.117188	
0.001000	25.334183	25.334183	0.140625	0.140625	
0.001000	25.257320	25.257320	0.187500	0.187500	
0.001000	25.236526	25.236526	0.210938	0.210938	
0.001000	25.270298	25.270298	0.156250	0.156250	
0.001000	25.333269	25.333269	0.234375	0.234375	
0.001000	25.259945	25.259945	0.187500	0.187500	
0.001000	25.265562	25.265562	0.171875	0.171875	
0.001000	25.350063	25.350063	0.117188	0.117188	
0.001000	25.286758	25.286758	0.117188	0.117188	
0.001000	25.276438	25.276438	0.171875	0.171875	
0.001000	25.383455	25.383455	0.140625	0.140625	
0.001000	25.319279	25.319279	0.125000	0.125000	
0.001000	25.269318	25.269318	0.148438	0.148438	
0.001000	25.293901	25.293901	0.171875	0.171875	
0.001000	25.195377	25.195377	0.187500	0.187500	
0.001000	25.208656	25.208656	0.195312	0.195312	
0.001000	25.362999	25.362999	0.085938	0.085938	
0.001000	25.193840	25.193840	0.218750	0.218750	
0.001000	25.260296	25.260296	0.164062	0.164062	
0.001000	25.127396	25.127396	0.195312	0.195312	
0.001000	25.257786	25.257786	0.164062	0.164062	
0.001000	25.336258	25.336258	0.210938	0.210938	
0.001000	25.314123	25.314123	0.140625	0.140625	
0.001000	25.383614	25.383614	0.164062	0.164062	
0.001000	25.325752	25.325752	0.171875	0.171875	
0.001000	25.311398	25.311398	0.156250	0.156250	
0.001000	25.238853	25.238853	0.171875	0.171875	
0.001000	25.296814	25.296814	0.125000	0.125000	
0.001000	25.306007	25.306007	0.148438	0.148438	
0.001000	25.351744	25.351744	0.171875	0.171875	
0.001000	25.340219	25.340219	0.140625	0.140625	
0.001000	25.263962	25.263962	0.156250	0.156250	
0.001000	25.327335	25.327335	0.117188	0.117188	
0.001000	25.426243	25.426243	0.109375	0.109375	
0.001000	25.238094	25.238094	0.156250	0.156250	
0.001000	25.266640	25.266640	0.148438	0.148438	
0.001000	25.329796	25.329796	0.171875	0.171875	
0.001000	25.318203	25.318203	0.179688	0.179688	
0.001000	25.296730	25.296730	0.164062	0.164062	
0.001000	25.378929	25.378929	0.125000	0.125000	
0.001000	25.238255	25.238255	0.195312	0.195312	
0.001000	25.159828	25.159828	0.226562	0.226562	
0.001000	25.332468	25.332468	0.156250	0.156250	
0.001000	25.271461	25.271461	0.195312	0.195312	
0.001000	25.281721	25.281721	0.148438	0.148438	
0.001000	25.349365	25.349365	0.101562	0.101562	
0.001000	25.240524	25.240524	0.171875	0.171875	
0.001000	25.234688	25.234688	0.226562	0.226562	
0.001000	25.293633	25.293633	0.132812	0.132812	
0.001000	25.274952	25.274952	0.117188	0.117188	
0.001000	25.199486	25.199486	0.218750	0.218750	
0.001000	25.346233	25.346233	0.164062	0.164062	
0.001000	25.246296	25.246296	0.171875	0.171875	
0.001000	25.298010	25.298010	0.140625	0.140625	
0.001000	25.308247	25.308247	0.140625	0.140625	
0.001000	25.099113	25.099113	0.273438	0.273438	
0.001000	25.301140	25.301140	0.140625	0.140625	
0.001000	25.325697	25.325697	0.148438	0.148438	
0.001000	25.308220	25.308220	0.195312	0.195312	
0.001000	25.291676	25.291676	0.148438	0.148438	
0.001000	25.205633	25.205633	0.265625	0.265625	
0.001000	25.245646	25.245646	0.140625	0.140625	
0.001000	25.270832	25.270832	0.187500	0.187500	
0.001000	25.273794	25.273794	0.187500	0.187500	
0.001000	25.288357	25.288357	0.156250	0.156250	
0.001000	25.258133	25.258133	0.203125	0.203125	
0.001000	25.273975	25.273975	0.140625	0.140625	
0.001000	25.259993	25.259993	0.140625	0.140625	
0.001000	25.291298	25.291298	0.187500	0.187500	
0.001000	25.257078	25.257078	0.164062	0.164062	
0.001000	25.306290	25.306290	0.156250	0.156250	
0.001000	25.176884	25.176884	0.187500	0.187500	
0.001000	25.304972	25.304972	0.179688	0.179688	
0.001000	25.230396	25.230396	0.179688	0.179688	
0.001000	25.199343	25.199343	0.210938	0.210938	
0.001000	25.286282	25.286282	0.125000	0.125000	
0.001000	25.251234	25.251234	0.140625	0.140625	
0.001000	25.224094	25.224094	0.210938	0.210938	
0.001000	25.306301	25.306301	0.140625	0.140625	
0.001000	25.230015	25.230015	0.195312	0.195312	
0.001000	25.340921	25.340921	0.148438	0.148438	
0.001000	25.247974	25.247974	0.171875	0.171875	
0.001000	25.206699	25.206699	0.210938	0.210938	
0.001000	25.114714	25.114714	0.257812	0.257812	
0.001000	25.233021	25.233021	0.242188	0.242188	
0.001000	25.219412	25.219412	0.195312	0.195312	
0.001000	25.327595	25.327595	0.171875	0.171875	
0.001000	25.251223	25.251223	0.164062	0.164062	
0.001000	25.214024	25.214024	0.203125	0.203125	
0.001000	25.217037	25.217037	0.195312	0.195312	
0.001000	25.202930	25.202930	0.210938	0.210938	
0.001000	25.266390	25.266390	0.195312	0.195312	
0.001000	25.314407	25.314407	0.148438	0.148438	
0.001000	25.283657	25.283657	0.148438	0.148438	
0.001000	25.224998	25.224998	0.195312	0.195312	
0.001000	25.148306	25.148306	0.203125	0.203125	
0.001000	25.224031	25.224031	0.195312	0.195312	
0.001000	25.171715	25.171715	0.226562	0.226562	
0.001000	25.242590	25.242590	0.210938	0.210938	
0.001000	25.236416	25.236416	0.171875	0.171875	
0.001000	25.180937	25.180937	0.226562	0.226562	
0.001000	25.347580	25.347580	0.164062	0.164062	
0.001000	25.206726	25.206726	0.226562	0.226562	
0.001000	25.329708	25.329708	0.125000	0.125000	
0.001000	25.313095	25.313095	0.164062	0.164062	
0.001000	25.187241	25.187241	0.203125	0.203125	
0.001000	25.354141	25.354141	0.101562	0.101562	
0.001000	25.368637	25.368637	0.140625	0.140625	
0.001000	25.399399	25.399399	0.125000	0.125000	
0.001000	25.272783	25.272783	0.148438	0.148438	
0.001000	25.261715	25.261715	0.179688	0.179688	
0.001000	25.234356	25.234356	0.171875	0.171875	
0.001000	25.211605	25.211605	0.187500	0.187500	
0.001000	25.214386	25.214386	0.187500	0.187500	
0.001000	25.265682	25.265682	0.234375	0.234375	
0.001000	25.291378	25.291378	0.148438	0.148438	
0.001000	25.294321	25.294321	0.148438	0.148438	
0.001000	25.237469	25.237469	0.187500	0.187500	
0.001000	25.121387	25.121387	0.218750	0.218750	
0.001000	25.213009	25.213009	0.210938	0.210938	
0.001000	25.264250	25.264250	0.164062	0.164062	
0.001000	25.220947	25.220947	0.187500	0.187500	
0.001000	25.247437	25.247437	0.203125	0.203125	
0.001000	25.214119	25.214119	0.234375	0.234375	
0.001000	25.362085	25.362085	0.117188	0.117188	
0.001000	25.244289	25.244289	0.210938	0.210938	
0.001000	25.192530	25.192530	0.210938	0.210938	
0.001000	25.191185	25.191185	0.148438	0.148438	
0.001000	25.217754	25.217754	0.226562	0.226562	
0.001000	25.260014	25.260014	0.187500	0.187500	
0.001000	25.172478	25.172478	0.210938	0.210938	
0.001000	25.310997	25.310997	0.140625	0.140625	
0.001000	25.255033	25.255033	0.148438	0.148438	
0.001000	25.210564	25.210564	0.125000	0.125000	
0.001000	25.204330	25.204330	0.210938	0.210938	
0.001000	25.334927	25.334927	0.156250	0.156250	
0.001000	25.213726	25.213726	0.156250	0.156250	
0.001000	25.325047	25.325047	0.171875	0.171875	
0.001000	25.260460	25.260460	0.164062	0.164062	
0.001000	25.150969	25.150969	0.234375	0.234375	
0.001000	25.280876	25.280876	0.203125	0.203125	
0.001000	25.152805	25.152805	0.234375	0.234375	
0.001000	25.309759	25.309759	0.164062	0.164062	
0.001000	25.304592	25.304592	0.148438	0.148438	
0.001000	25.247078	25.247078	0.179688	0.179688	
0.001000	25.267668	25.267668	0.156250	0.156250	
0.001000	25.205200	25.205200	0.140625	0.140625	
0.001000	25.247875	25.247875	0.179688	0.179688	
0.001000	25.260185	25.260185	0.148438	0.148438	
0.001000	25.189657	25.189657	0.218750	0.218750	
0.001000	25.242065	25.242065	0.164062	0.164062	
0.001000	25.217728	25.217728	0.179688	0.179688	
0.001000	25.265385	25.265385	0.210938	0.210938	
0.001000	25.246872	25.246872	0.203125	0.203125	
0.001000	25.175453	25.175453	0.171875	0.171875	
0.001000	25.225857	25.225857	0.156250	0.156250	
0.001000	25.195637	25.195637	0.242188	0.242188	
0.001000	25.252365	25.252365	0.210938	0.210938	
0.001000	25.266600	25.266600	0.156250	0.156250	
0.001000	25.285971	25.285971	0.179688	0.179688	
0.001000	25.167553	25.167553	0.234375	0.234375	
0.001000	25.167400	25.167400	0.242188	0.242188	
0.001000	25.141802	25.141802	0.234375	0.234375	
0.001000	25.253294	25.253294	0.171875	0.171875	
0.001000	25.215626	25.215626	0.195312	0.195312	
0.001000	25.201744	25.201744	0.203125	0.203125	
0.001000	25.253590	25.253590	0.156250	0.156250	
0.001000	25.272333	25.272333	0.179688	0.179688	
0.001000	25.242794	25.242794	0.210938	0.210938	
0.001000	25.249985	25.249985	0.187500	0.187500	
0.001000	25.307930	25.307930	0.140625	0.140625	
0.001000	25.229813	25.229813	0.140625	0.140625	
0.001000	25.205900	25.205900	0.171875	0.171875	
0.001000	25.165005	25.165005	0.257812	0.257812	
0.001000	25.158531	25.158531	0.195312	0.195312	
0.001000	25.184765	25.184765	0.210938	0.210938	
0.001000	25.231594	25.231594	0.156250	0.156250	
0.001000	25.174686	25.174686	0.210938	0.210938	
0.001000	25.265129	25.265129	0.203125	0.203125	
0.001000	25.284828	25.284828	0.203125	0.203125	
0.001000	25.272598	25.272598	0.171875	0.171875	
0.001000	25.220947	25.220947	0.171875	0.171875	
0.001000	25.156372	25.156372	0.187500	0.187500	
0.001000	25.161476	25.161476	0.226562	0.226562	
0.001000	25.223932	25.223932	0.164062	0.164062	
0.001000	25.215704	25.215704	0.218750	0.218750	
0.001000	25.320786	25.320786	0.156250	0.156250	
0.001000	25.305618	25.305618	0.179688	0.179688	
0.001000	25.120071	25.120071	0.242188	0.242188	
0.001000	25.194689	25.194689	0.210938	0.210938	
0.001000	25.239702	25.239702	0.195312	0.195312	
0.001000	25.214766	25.214766	0.210938	0.210938	
0.001000	25.197655	25.197655	0.195312	0.195312	
0.001000	25.257713	25.257713	0.226562	0.226562	
0.001000	25.214024	25.214024	0.132812	0.132812	
0.001000	25.339203	25.339203	0.148438	0.148438	
0.001000	25.193184	25.193184	0.179688	0.179688	
0.001000	25.201450	25.201450	0.203125	0.203125	
0.001000	25.130028	25.130028	0.281250	0.281250	
0.001000	25.287212	25.287212	0.187500	0.187500	
0.001000	25.198080	25.198080	0.195312	0.195312	
0.001000	25.166611	25.166611	0.187500	0.187500	
0.001000	25.340874	25.340874	0.156250	0.156250	
0.001000	25.216267	25.216267	0.195312	0.195312	
0.001000	25.213484	25.213484	0.179688	0.179688	
0.001000	25.208229	25.208229	0.171875	0.171875	
0.001000	25.223133	25.223133	0.203125	0.203125	
0.001000	25.278893	25.278893	0.171875	0.171875	
0.001000	25.251928	25.251928	0.156250	0.156250	
0.001000	25.306950	25.306950	0.195312	0.195312	
0.001000	25.252274	25.252274	0.210938	0.210938	
0.001000	25.103918	25.103918	0.250000	0.250000	
0.001000	25.214264	25.214264	0.218750	0.218750	
0.001000	25.214708	25.214708	0.195312	0.195312	
0.001000	25.172359	25.172359	0.226562	0.226562	
0.001000	25.255970	25.255970	0.195312	0.195312	
0.001000	25.272484	25.272484	0.218750	0.218750	
0.001000	25.102674	25.102674	0.187500	0.187500	
0.001000	25.184204	25.184204	0.210938	0.210938	
0.001000	25.195822	25.195822	0.195312	0.195312	
0.001000	25.197102	25.197102	0.226562	0.226562	
0.001000	25.201891	25.201891	0.171875	0.171875	
0.001000	25.229683	25.229683	0.171875	0.171875	
0.001000	25.229893	25.229893	0.148438	0.148438	
0.001000	25.167645	25.167645	0.203125	0.203125	
0.001000	25.383978	25.383978	0.101562	0.101562	
0.001000	25.355247	25.355247	0.125000	0.125000	
0.001000	25.172987	25.172987	0.203125	0.203125	
0.001000	25.139265	25.139265	0.234375	0.234375	
0.001000	25.272856	25.272856	0.164062	0.164062	
0.001000	25.266928	25.266928	0.171875	0.171875	
0.001000	25.262529	25.262529	0.171875	0.171875	
0.001000	25.174553	25.174553	0.203125	0.203125	
0.001000	25.146679	25.146679	0.203125	0.203125	
0.001000	25.144287	25.144287	0.179688	0.179688	
0.001000	25.085323	25.085323	0.210938	0.210938	
0.001000	25.122438	25.122438	0.195312	0.195312	
0.001000	25.201763	25.201763	0.187500	0.187500	
0.001000	25.176491	25.176491	0.195312	0.195312	
0.001000	25.233532	25.233532	0.203125	0.203125	
0.001000	25.088715	25.088715	0.257812	0.257812	
0.001000	25.242188	25.242188	0.195312	0.195312	
0.001000	25.115181	25.115181	0.257812	0.257812	
0.001000	25.206516	25.206516	0.195312	0.195312	
0.001000	25.092407	25.092407	0.257812	0.257812	
0.001000	25.210518	25.210518	0.226562	0.226562	
0.001000	25.142942	25.142942	0.179688	0.179688	
0.001000	25.223223	25.223223	0.179688	0.179688	
0.001000	25.295406	25.295406	0.195312	0.195312	
0.001000	25.168873	25.168873	0.203125	0.203125	
0.001000	25.107450	25.107450	0.234375	0.234375	
0.001000	25.222506	25.222506	0.171875	0.171875	
0.001000	25.176336	25.176336	0.218750	0.218750	
0.001000	25.282726	25.282726	0.179688	0.179688	
0.001000	25.171764	25.171764	0.234375	0.234375	
0.001000	25.220673	25.220673	0.171875	0.171875	
0.001000	25.243538	25.243538	0.226562	0.226562	
0.001000	25.195162	25.195162	0.218750	0.218750	
0.001000	25.076115	25.076115	0.250000	0.250000	
0.001000	25.191498	25.191498	0.203125	0.203125	
0.001000	25.124737	25.124737	0.226562	0.226562	
0.001000	25.165049	25.165049	0.257812	0.257812	
0.001000	25.266989	25.266989	0.164062	0.164062	
0.001000	25.242496	25.242496	0.156250	0.156250	
0.001000	25.185516	25.185516	0.234375	0.234375	
0.001000	25.101786	25.101786	0.210938	0.210938	
0.001000	25.191959	25.191959	0.195312	0.195312	
0.001000	25.334606	25.334606	0.171875	0.171875	
0.001000	25.232925	25.232925	0.218750	0.218750	
0.001000	25.111391	25.111391	0.226562	0.226562	
0.001000	25.220129	25.220129	0.203125	0.203125	
0.001000	25.144005	25.144005	0.234375	0.234375	
0.001000	25.177523	25.177523	0.218750	0.218750	
0.001000	25.163521	25.163521	0.265625	0.265625	
0.001000	25.213400	25.213400	0.257812	0.257812	
0.001000	25.081305	25.081305	0.242188	0.242188	
0.001000	25.131842	25.131842	0.289062	0.289062	
0.001000	25.269930	25.269930	0.179688	0.179688	
0.001000	25.080307	25.080307	0.257812	0.257812	
0.001000	25.183479	25.183479	0.250000	0.250000	
0.001000	25.157536	25.157536	0.250000	0.250000	
0.001000	25.287178	25.287178	0.203125	0.203125	
0.001000	25.290131	25.290131	0.164062	0.164062	
0.001000	25.221638	25.221638	0.195312	0.195312	
0.001000	25.134426	25.134426	0.257812	0.257812	
0.001000	25.149776	25.149776	0.187500	0.187500	
0.001000	25.237528	25.237528	0.226562	0.226562	
0.001000	25.186491	25.186491	0.218750	0.218750	
0.001000	25.173031	25.173031	0.273438	0.273438	
0.001000	25.120352	25.120352	0.265625	0.265625	
0.001000	25.285471	25.285471	0.195312	0.195312	
0.001000	25.131086	25.131086	0.289062	0.289062	
0.001000	25.201679	25.201679	0.164062	0.164062	
0.001000	25.085276	25.085276	0.265625	0.265625	
0.001000	25.197323	25.197323	0.203125	0.203125	
0.001000	25.239481	25.239481	0.156250	0.156250	
0.001000	25.214466	25.214466	0.179688	0.179688	
0.001000	25.205400	25.205400	0.171875	0.171875	
0.001000	25.057095	25.057095	0.273438	0.273438	
0.001000	25.174183	25.174183	0.187500	0.187500	
0.001000	25.243244	25.243244	0.195312	0.195312	
0.001000	25.248701	25.248701	0.218750	0.218750	
0.001000	25.338985	25.338985	0.210938	0.210938	
0.001000	25.249538	25.249538	0.218750	0.218750	
0.001000	25.167381	25.167381	0.242188	0.242188	
0.001000	25.208246	25.208246	0.210938	0.210938	
0.001000	25.165258	25.165258	0.226562	0.226562	
0.001000	25.227049	25.227049	0.218750	0.218750	
0.001000	25.162214	25.162214	0.218750	0.218750	
0.001000	25.194174	25.194174	0.234375	0.234375	
0.001000	25.116117	25.116117	0.265625	0.265625	
0.001000	25.118856	25.118856	0.242188	0.242188	
0.001000	25.163082	25.163082	0.210938	0.210938	
0.001000	25.243332	25.243332	0.242188	0.242188	
0.001000	25.173185	25.173185	0.210938	0.210938	
0.001000	25.175690	25.175690	0.234375	0.234375	
0.001000	25.155441	25.155441	0.218750	0.218750	
0.001000	25.202068	25.202068	0.273438	0.273438	
0.001000	25.213285	25.213285	0.234375	0.234375	
0.001000	25.147120	25.147120	0.226562	0.226562	
0.001000	25.193920	25.193920	0.234375	0.234375	
0.001000	25.220579	25.220579	0.226562	0.226562	
0.001000	25.166880	25.166880	0.203125	0.203125	
0.001000	25.056055	25.056055	0.273438	0.273438	
0.001000	25.199442	25.199442	0.210938	0.210938	
0.001000	25.189991	25.189991	0.156250	0.156250	
0.001000	25.054314	25.054314	0.304688	0.304688	
0.001000	25.178511	25.178511	0.250000	0.250000	
0.001000	25.212032	25.212032	0.226562	0.226562	
0.001000	25.135250	25.135250	0.234375	0.234375	
0.001000	25.142511	25.142511	0.187500	0.187500	
0.001000	25.254187	25.254187	0.218750	0.218750	
0.001000	25.190615	25.190615	0.179688	0.179688	
0.001000	25.202021	25.202021	0.273438	0.273438	
0.001000	25.215525	25.215525	0.179688	0.179688	
0.001000	25.153561	25.153561	0.203125	0.203125	
0.001000	25.164312	25.164312	0.234375	0.234375	
0.001000	25.211515	25.211515	0.242188	0.242188	
0.001000	25.323637	25.323637	0.171875	0.171875	
0.001000	25.130600	25.130600	0.234375	0.234375	
0.001000	25.049543	25.049543	0.335938	0.335938	
0.001000	25.152378	25.152378	0.257812	0.257812	
0.001000	25.083788	25.083788	0.265625	0.265625	
0.001000	25.148636	25.148636	0.164062	0.164062	
0.001000	25.123194	25.123194	0.242188	0.242188	
0.001000	25.101112	25.101112	0.257812	0.257812	
0.001000	25.036848	25.036848	0.234375	0.234375	
0.001000	25.225126	25.225126	0.179688	0.179688	
0.001000	25.253145	25.253145	0.187500	0.187500	
0.001000	25.159185	25.159185	0.179688	0.179688	
0.001000	25.145414	25.145414	0.273438	0.273438	
0.001000	25.117683	25.117683	0.234375	0.234375	
0.001000	25.203773	25.203773	0.250000	0.250000	
0.001000	25.123449	25.123449	0.250000	0.250000	
0.001000	25.141964	25.141964	0.242188	0.242188	
0.001000	25.165268	25.165268	0.195312	0.195312	
0.001000	25.176790	25.176790	0.210938	0.210938	
0.001000	25.052240	25.052240	0.257812	0.257812	
0.001000	25.050291	25.050291	0.257812	0.257812	
0.001000	25.084387	25.084387	0.234375	0.234375	
0.001000	25.181955	25.181955	0.179688	0.179688	
0.001000	25.041208	25.041208	0.250000	0.250000	
0.001000	25.165638	25.165638	0.203125	0.203125	
0.001000	25.052969	25.052969	0.304688	0.304688	
0.001000	25.150942	25.150942	0.273438	0.273438	
0.001000	25.179956	25.179956	0.210938	0.210938	
0.001000	25.170404	25.170404	0.250000	0.250000	
0.001000	25.092909	25.092909	0.242188	0.242188	
0.001000	25.018850	25.018850	0.296875	0.296875	
0.001000	25.125017	25.125017	0.273438	0.273438	
0.001000	25.142851	25.142851	0.226562	0.226562	
0.001000	25.158756	25.158756	0.226562	0.226562	
0.001000	25.080160	25.080160	0.257812	0.257812	
0.001000	25.119225	25.119225	0.250000	0.250000	
0.001000	25.246235	25.246235	0.195312	0.195312	
0.001000	25.209177	25.209177	0.195312	0.195312	
0.001000	25.287565	25.287565	0.179688	0.179688	
0.001000	25.155674	25.155674	0.273438	0.273438	
0.001000	25.186060	25.186060	0.156250	0.156250	
0.001000	25.131746	25.131746	0.203125	0.203125	
0.001000	25.180895	25.180895	0.296875	0.296875	
0.001000	25.094265	25.094265	0.312500	0.312500	
0.001000	25.159401	25.159401	0.242188	0.242188	
0.001000	25.103399	25.103399	0.234375	0.234375	
0.001000	25.113604	25.113604	0.250000	0.250000	
0.001000	25.072292	25.072292	0.281250	0.281250	
0.001000	25.142454	25.142454	0.210938	0.210938	
0.001000	25.116812	25.116812	0.234375	0.234375	
0.001000	25.024870	25.024870	0.296875	0.296875	
0.001000	25.102438	25.102438	0.281250	0.281250	
0.001000	25.175962	25.175962	0.187500	0.187500	
0.001000	25.119930	25.119930	0.289062	0.289062	
0.001000	25.075071	25.075071	0.250000	0.250000	
0.001000	25.023714	25.023714	0.320312	0.320312	
0.001000	25.302950	25.302950	0.171875	0.171875	
0.001000	25.124300	25.124300	0.242188	0.242188	
0.001000	25.064293	25.064293	0.289062	0.289062	
0.001000	25.040413	25.040413	0.335938	0.335938	
0.001000	25.103758	25.103758	0.265625	0.265625	
0.001000	25.085363	25.085363	0.197917	0.197917	
