Learning Rate	Train Loss	Test Loss	Train Acc.	Test Acc.	
0.001000	25.288370	25.288370	0.179688	0.179688	
0.001000	25.344351	25.344351	0.148438	0.148438	
0.001000	25.336479	25.336479	0.140625	0.140625	
0.001000	25.531153	25.531153	0.085938	0.085938	
0.001000	25.387489	25.387489	0.132812	0.132812	
0.001000	25.414322	25.414322	0.125000	0.125000	
0.001000	25.403002	25.403002	0.125000	0.125000	
0.001000	25.509567	25.509567	0.140625	0.140625	
0.001000	25.358440	25.358440	0.140625	0.140625	
0.001000	25.293173	25.293173	0.140625	0.140625	
0.001000	25.241531	25.241531	0.187500	0.187500	
0.001000	25.439594	25.439594	0.156250	0.156250	
0.001000	25.432238	25.432238	0.140625	0.140625	
0.001000	25.323179	25.323179	0.164062	0.164062	
0.001000	25.375145	25.375145	0.132812	0.132812	
0.001000	25.417896	25.417896	0.132812	0.132812	
0.001000	25.363537	25.363537	0.156250	0.156250	
0.001000	25.374395	25.374395	0.117188	0.117188	
0.001000	25.388903	25.388903	0.156250	0.156250	
0.001000	25.397007	25.397007	0.132812	0.132812	
0.001000	25.361614	25.361614	0.171875	0.171875	
0.001000	25.534319	25.534319	0.140625	0.140625	
0.001000	25.424446	25.424446	0.109375	0.109375	
0.001000	25.399998	25.399998	0.125000	0.125000	
0.001000	25.412056	25.412056	0.164062	0.164062	
0.001000	25.479778	25.479778	0.101562	0.101562	
0.001000	25.331764	25.331764	0.125000	0.125000	
0.001000	25.480640	25.480640	0.156250	0.156250	
0.001000	25.322433	25.322433	0.140625	0.140625	
0.001000	25.371235	25.371235	0.132812	0.132812	
0.001000	25.431471	25.431471	0.093750	0.093750	
0.001000	25.686384	25.686384	0.117188	0.117188	
0.001000	25.531176	25.531176	0.210938	0.210938	
0.001000	25.466080	25.466080	0.093750	0.093750	
0.001000	25.451946	25.451946	0.140625	0.140625	
0.001000	25.563679	25.563679	0.117188	0.117188	
0.001000	25.483702	25.483702	0.109375	0.109375	
0.001000	25.451029	25.451029	0.125000	0.125000	
0.001000	25.477283	25.477283	0.117188	0.117188	
0.001000	25.390564	25.390564	0.125000	0.125000	
0.001000	25.355286	25.355286	0.179688	0.179688	
0.001000	25.410526	25.410526	0.140625	0.140625	
0.001000	25.424259	25.424259	0.156250	0.156250	
0.001000	25.444023	25.444023	0.148438	0.148438	
0.001000	25.365374	25.365374	0.132812	0.132812	
0.001000	25.397873	25.397873	0.156250	0.156250	
0.001000	25.334282	25.334282	0.171875	0.171875	
0.001000	25.341631	25.341631	0.132812	0.132812	
0.001000	25.358974	25.358974	0.195312	0.195312	
0.001000	25.571728	25.571728	0.078125	0.078125	
0.001000	25.402924	25.402924	0.210938	0.210938	
0.001000	25.384783	25.384783	0.117188	0.117188	
0.001000	25.443764	25.443764	0.085938	0.085938	
0.001000	25.394344	25.394344	0.179688	0.179688	
0.001000	25.395914	25.395914	0.179688	0.179688	
0.001000	25.436146	25.436146	0.109375	0.109375	
0.001000	25.447731	25.447731	0.140625	0.140625	
0.001000	25.383385	25.383385	0.125000	0.125000	
0.001000	25.459469	25.459469	0.148438	0.148438	
0.001000	25.421759	25.421759	0.117188	0.117188	
0.001000	25.374535	25.374535	0.109375	0.109375	
0.001000	25.337029	25.337029	0.187500	0.187500	
0.001000	25.357182	25.357182	0.156250	0.156250	
0.001000	25.477274	25.477274	0.117188	0.117188	
0.001000	25.441013	25.441013	0.117188	0.117188	
0.001000	25.333139	25.333139	0.125000	0.125000	
0.001000	25.291788	25.291788	0.203125	0.203125	
0.001000	25.287712	25.287712	0.156250	0.156250	
0.001000	25.372276	25.372276	0.117188	0.117188	
0.001000	25.336760	25.336760	0.140625	0.140625	
0.001000	25.391212	25.391212	0.132812	0.132812	
0.001000	25.359747	25.359747	0.109375	0.109375	
0.001000	25.483393	25.483393	0.109375	0.109375	
0.001000	25.434086	25.434086	0.093750	0.093750	
0.001000	25.413963	25.413963	0.101562	0.101562	
0.001000	25.301912	25.301912	0.187500	0.187500	
0.001000	25.348366	25.348366	0.156250	0.156250	
0.001000	25.525938	25.525938	0.085938	0.085938	
0.001000	25.475319	25.475319	0.171875	0.171875	
0.001000	25.343475	25.343475	0.148438	0.148438	
0.001000	25.303143	25.303143	0.164062	0.164062	
0.001000	25.340298	25.340298	0.179688	0.179688	
0.001000	25.326242	25.326242	0.117188	0.117188	
0.001000	25.324425	25.324425	0.156250	0.156250	
0.001000	25.418348	25.418348	0.125000	0.125000	
0.001000	25.383942	25.383942	0.132812	0.132812	
0.001000	25.362438	25.362438	0.093750	0.093750	
0.001000	25.330032	25.330032	0.203125	0.203125	
0.001000	25.276064	25.276064	0.179688	0.179688	
0.001000	25.405567	25.405567	0.132812	0.132812	
0.001000	25.444458	25.444458	0.132812	0.132812	
0.001000	25.409765	25.409765	0.148438	0.148438	
0.001000	25.457302	25.457302	0.125000	0.125000	
0.001000	25.413080	25.413080	0.101562	0.101562	
0.001000	25.633093	25.633093	0.062500	0.062500	
0.001000	25.375557	25.375557	0.070312	0.070312	
0.001000	25.250120	25.250120	0.164062	0.164062	
0.001000	25.351265	25.351265	0.125000	0.125000	
0.001000	25.332523	25.332523	0.195312	0.195312	
0.001000	25.355085	25.355085	0.132812	0.132812	
0.001000	25.307819	25.307819	0.187500	0.187500	
0.001000	25.325577	25.325577	0.140625	0.140625	
0.001000	25.430161	25.430161	0.117188	0.117188	
0.001000	25.447168	25.447168	0.101562	0.101562	
0.001000	25.455711	25.455711	0.101562	0.101562	
0.001000	25.484589	25.484589	0.085938	0.085938	
0.001000	25.278019	25.278019	0.195312	0.195312	
0.001000	25.378069	25.378069	0.125000	0.125000	
0.001000	25.330502	25.330502	0.132812	0.132812	
0.001000	25.295929	25.295929	0.203125	0.203125	
0.001000	25.323994	25.323994	0.156250	0.156250	
0.001000	25.345392	25.345392	0.156250	0.156250	
0.001000	25.495888	25.495888	0.117188	0.117188	
0.001000	25.439480	25.439480	0.164062	0.164062	
0.001000	25.433887	25.433887	0.101562	0.101562	
0.001000	25.380484	25.380484	0.085938	0.085938	
0.001000	25.326029	25.326029	0.125000	0.125000	
0.001000	25.354778	25.354778	0.156250	0.156250	
0.001000	25.429413	25.429413	0.148438	0.148438	
0.001000	25.357117	25.357117	0.132812	0.132812	
0.001000	25.266119	25.266119	0.226562	0.226562	
0.001000	25.318846	25.318846	0.179688	0.179688	
0.001000	25.408257	25.408257	0.125000	0.125000	
0.001000	25.397070	25.397070	0.132812	0.132812	
0.001000	25.309881	25.309881	0.148438	0.148438	
0.001000	25.312895	25.312895	0.148438	0.148438	
0.001000	25.328918	25.328918	0.125000	0.125000	
0.001000	25.415905	25.415905	0.117188	0.117188	
0.001000	25.410530	25.410530	0.164062	0.164062	
0.001000	25.383993	25.383993	0.117188	0.117188	
0.001000	25.325764	25.325764	0.203125	0.203125	
0.001000	25.427488	25.427488	0.125000	0.125000	
0.001000	25.345434	25.345434	0.187500	0.187500	
0.001000	25.255207	25.255207	0.226562	0.226562	
0.001000	25.389688	25.389688	0.085938	0.085938	
0.001000	25.419472	25.419472	0.132812	0.132812	
0.001000	25.439392	25.439392	0.109375	0.109375	
0.001000	25.257635	25.257635	0.171875	0.171875	
0.001000	25.292770	25.292770	0.203125	0.203125	
0.001000	25.366936	25.366936	0.187500	0.187500	
0.001000	25.317455	25.317455	0.148438	0.148438	
0.001000	25.461941	25.461941	0.140625	0.140625	
0.001000	25.418694	25.418694	0.140625	0.140625	
0.001000	25.387150	25.387150	0.125000	0.125000	
0.001000	25.482220	25.482220	0.156250	0.156250	
0.001000	25.206047	25.206047	0.210938	0.210938	
0.001000	25.303097	25.303097	0.164062	0.164062	
0.001000	25.251028	25.251028	0.148438	0.148438	
0.001000	25.252068	25.252068	0.195312	0.195312	
0.001000	25.370972	25.370972	0.148438	0.148438	
0.001000	25.263248	25.263248	0.195312	0.195312	
0.001000	25.282627	25.282627	0.117188	0.117188	
0.001000	25.281912	25.281912	0.171875	0.171875	
0.001000	25.393753	25.393753	0.132812	0.132812	
0.001000	25.416428	25.416428	0.140625	0.140625	
0.001000	25.263927	25.263927	0.187500	0.187500	
0.001000	25.421810	25.421810	0.125000	0.125000	
0.001000	25.254189	25.254189	0.164062	0.164062	
0.001000	25.306875	25.306875	0.140625	0.140625	
0.001000	25.369553	25.369553	0.195312	0.195312	
0.001000	25.279015	25.279015	0.148438	0.148438	
0.001000	25.382465	25.382465	0.156250	0.156250	
0.001000	25.302292	25.302292	0.117188	0.117188	
0.001000	25.337772	25.337772	0.164062	0.164062	
0.001000	25.330170	25.330170	0.140625	0.140625	
0.001000	25.382690	25.382690	0.148438	0.148438	
0.001000	25.435064	25.435064	0.132812	0.132812	
0.001000	25.360193	25.360193	0.195312	0.195312	
0.001000	25.333973	25.333973	0.132812	0.132812	
0.001000	25.325443	25.325443	0.179688	0.179688	
0.001000	25.312180	25.312180	0.210938	0.210938	
0.001000	25.370428	25.370428	0.156250	0.156250	
0.001000	25.252445	25.252445	0.148438	0.148438	
0.001000	25.199373	25.199373	0.203125	0.203125	
0.001000	25.393064	25.393064	0.085938	0.085938	
0.001000	25.230259	25.230259	0.203125	0.203125	
0.001000	25.365551	25.365551	0.148438	0.148438	
0.001000	25.272072	25.272072	0.171875	0.171875	
0.001000	25.311024	25.311024	0.140625	0.140625	
0.001000	25.343449	25.343449	0.125000	0.125000	
0.001000	25.292755	25.292755	0.203125	0.203125	
0.001000	25.297390	25.297390	0.164062	0.164062	
0.001000	25.247889	25.247889	0.203125	0.203125	
0.001000	25.336002	25.336002	0.148438	0.148438	
0.001000	25.283890	25.283890	0.179688	0.179688	
0.001000	25.295862	25.295862	0.187500	0.187500	
0.001000	25.267296	25.267296	0.187500	0.187500	
0.001000	25.256927	25.256927	0.226562	0.226562	
0.001000	25.273109	25.273109	0.179688	0.179688	
0.001000	25.342649	25.342649	0.156250	0.156250	
0.001000	25.221714	25.221714	0.226562	0.226562	
0.001000	25.498573	25.498573	0.117188	0.117188	
0.001000	25.358072	25.358072	0.164062	0.164062	
0.001000	25.355431	25.355431	0.101562	0.101562	
0.001000	25.318304	25.318304	0.203125	0.203125	
0.001000	25.270931	25.270931	0.195312	0.195312	
0.001000	25.291931	25.291931	0.203125	0.203125	
0.001000	25.335682	25.335682	0.156250	0.156250	
0.001000	25.357243	25.357243	0.132812	0.132812	
0.001000	25.258797	25.258797	0.179688	0.179688	
0.001000	25.320345	25.320345	0.171875	0.171875	
0.001000	25.306461	25.306461	0.164062	0.164062	
0.001000	25.193359	25.193359	0.195312	0.195312	
0.001000	25.264366	25.264366	0.164062	0.164062	
0.001000	25.388535	25.388535	0.140625	0.140625	
0.001000	25.363970	25.363970	0.109375	0.109375	
0.001000	25.446974	25.446974	0.164062	0.164062	
0.001000	25.413458	25.413458	0.125000	0.125000	
0.001000	25.252773	25.252773	0.210938	0.210938	
0.001000	25.297215	25.297215	0.171875	0.171875	
0.001000	25.227615	25.227615	0.177083	0.177083	
0.001000	25.290878	25.290878	0.156250	0.156250	
0.001000	25.279480	25.279480	0.140625	0.140625	
0.001000	25.327324	25.327324	0.132812	0.132812	
0.001000	25.316307	25.316307	0.187500	0.187500	
0.001000	25.305367	25.305367	0.171875	0.171875	
0.001000	25.449455	25.449455	0.148438	0.148438	
0.001000	25.247257	25.247257	0.148438	0.148438	
0.001000	25.269293	25.269293	0.148438	0.148438	
0.001000	25.372025	25.372025	0.101562	0.101562	
0.001000	25.369705	25.369705	0.179688	0.179688	
0.001000	25.390829	25.390829	0.125000	0.125000	
0.001000	25.215233	25.215233	0.203125	0.203125	
0.001000	25.214294	25.214294	0.203125	0.203125	
0.001000	25.243965	25.243965	0.179688	0.179688	
0.001000	25.272610	25.272610	0.140625	0.140625	
0.001000	25.419258	25.419258	0.125000	0.125000	
0.001000	25.299948	25.299948	0.140625	0.140625	
0.001000	25.305508	25.305508	0.171875	0.171875	
0.001000	25.351645	25.351645	0.125000	0.125000	
0.001000	25.270355	25.270355	0.179688	0.179688	
0.001000	25.376591	25.376591	0.117188	0.117188	
0.001000	25.294241	25.294241	0.148438	0.148438	
0.001000	25.315693	25.315693	0.117188	0.117188	
0.001000	25.292980	25.292980	0.164062	0.164062	
0.001000	25.167974	25.167974	0.250000	0.250000	
0.001000	25.277496	25.277496	0.140625	0.140625	
0.001000	25.313299	25.313299	0.179688	0.179688	
0.001000	25.348042	25.348042	0.148438	0.148438	
0.001000	25.219545	25.219545	0.210938	0.210938	
0.001000	25.275784	25.275784	0.164062	0.164062	
0.001000	25.270981	25.270981	0.140625	0.140625	
0.001000	25.255642	25.255642	0.179688	0.179688	
0.001000	25.330151	25.330151	0.148438	0.148438	
0.001000	25.336302	25.336302	0.140625	0.140625	
0.001000	25.272247	25.272247	0.132812	0.132812	
0.001000	25.293823	25.293823	0.218750	0.218750	
0.001000	25.337641	25.337641	0.171875	0.171875	
0.001000	25.425274	25.425274	0.093750	0.093750	
0.001000	25.354652	25.354652	0.187500	0.187500	
0.001000	25.282127	25.282127	0.195312	0.195312	
0.001000	25.270269	25.270269	0.140625	0.140625	
0.001000	25.300358	25.300358	0.132812	0.132812	
0.001000	25.300404	25.300404	0.171875	0.171875	
0.001000	25.384022	25.384022	0.117188	0.117188	
0.001000	25.365368	25.365368	0.117188	0.117188	
0.001000	25.202259	25.202259	0.218750	0.218750	
0.001000	25.318867	25.318867	0.125000	0.125000	
0.001000	25.300121	25.300121	0.132812	0.132812	
0.001000	25.361397	25.361397	0.164062	0.164062	
0.001000	25.446388	25.446388	0.132812	0.132812	
0.001000	25.435183	25.435183	0.117188	0.117188	
0.001000	25.212112	25.212112	0.187500	0.187500	
0.001000	25.258450	25.258450	0.210938	0.210938	
0.001000	25.284563	25.284563	0.164062	0.164062	
0.001000	25.384558	25.384558	0.085938	0.085938	
0.001000	25.256325	25.256325	0.117188	0.117188	
0.001000	25.338268	25.338268	0.140625	0.140625	
0.001000	25.342121	25.342121	0.148438	0.148438	
0.001000	25.322573	25.322573	0.164062	0.164062	
0.001000	25.208696	25.208696	0.242188	0.242188	
0.001000	25.206573	25.206573	0.125000	0.125000	
0.001000	25.276501	25.276501	0.164062	0.164062	
0.001000	25.309650	25.309650	0.140625	0.140625	
0.001000	25.268497	25.268497	0.179688	0.179688	
0.001000	25.396069	25.396069	0.101562	0.101562	
