Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.001006	0.002598	24.324000	10.090000	
0.000804	0.001610	39.498000	40.070000	
0.000706	0.001511	47.878000	46.500000	
0.000626	0.001318	54.362000	50.880000	
0.000551	0.001230	60.158000	56.250000	
0.000491	0.001247	64.784000	59.150000	
0.000447	0.001477	67.952000	56.100000	
0.000406	0.000861	70.940000	69.750000	
0.000374	0.000835	73.394000	71.210000	
0.000355	0.000772	74.928000	72.340000	
0.000329	0.000769	76.862000	73.230000	
0.000307	0.000746	78.490000	74.270000	
0.000285	0.000740	79.974000	74.390000	
0.000272	0.000782	80.920000	74.490000	
0.000256	0.000594	82.230000	80.000000	
0.000241	0.000696	83.120000	77.430000	
0.000233	0.000707	83.746000	76.740000	
0.000223	0.000549	84.452000	81.770000	
0.000214	0.000645	85.128000	78.330000	
0.000207	0.000608	85.580000	79.960000	
