Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.226514	2.268684	19.223333	2.268790	19.049999	83.563299	
0.100000	0.990386	2.201290	33.301666	2.200268	32.410000	166.308958	
0.100000	0.862614	2.099543	56.378334	2.096973	57.500000	251.502200	
0.100000	0.787979	1.957253	76.858330	1.952398	77.559998	336.595163	
0.100000	0.739009	1.771518	86.258331	1.763516	87.129997	420.068798	
0.100000	0.685505	1.567385	90.275002	1.555350	91.089996	500.884159	
0.100000	0.641529	1.342803	92.538330	1.327479	92.970001	587.160463	
0.100000	0.607817	1.145776	93.418335	1.127474	93.820000	668.856804	
0.100000	0.595007	0.966737	94.110001	0.946235	94.500000	749.787451	
0.100000	0.572356	0.816283	94.616669	0.795132	95.000000	831.485585	
