Learning Rate	Momentum	Train Loss	Valid Loss	Train Acc.	Valid Acc.	Inner Prod. Loss Sum	Inner Prod. Loss Mean	Inner Prod. Loss Std	
0.001000	0.100000	100.008826	49.722018	92.712000	88.120000	-4177528120.000000	-240966.953125	497037.468750	
0.001000	0.100000	106.113542	53.736765	92.796000	88.280000	-4277968440.000000	-256880.609375	478569.718750	
0.001000	0.100000	107.879981	53.630283	92.864000	88.190000	-4374995496.000000	-248151.031250	464497.937500	
0.001000	0.100000	125.087488	810.131831	92.974000	85.200000	-4490663264.000000	-295825.500000	453752.843750	
0.001000	0.100000	126.105474	52.010443	92.938000	88.190000	-4590866720.000000	-256274.828125	509457.187500	
0.001000	0.100000	98.608742	62.581954	92.936000	88.400000	-4689921944.000000	-253338.171875	479852.718750	
0.001000	0.100000	99.528993	429.690753	93.228000	85.940000	-4793630840.000000	-265240.156250	459949.718750	
0.001000	0.100000	95.522830	62.832251	93.288000	88.280000	-4904397600.000000	-283290.937500	488551.812500	
0.001000	0.100000	85.699804	56.317466	93.496000	88.130000	-5001915792.000000	-249407.140625	446481.000000	
0.001000	0.100000	108.185599	60.000865	93.314000	88.230000	-5092000432.000000	-230395.500000	459757.750000	
0.001000	0.100000	122.839437	65.685161	93.384000	88.250000	-5207496496.000000	-295386.343750	422806.843750	
0.001000	0.100000	108.991859	57.550250	93.574000	88.360000	-5301074032.000000	-239328.734375	405439.812500	
0.001000	0.100000	120.263930	75.355027	93.500000	88.080000	-5400702992.000000	-254805.531250	409151.125000	
0.001000	0.100000	88.995352	54.944712	93.918000	88.610000	-5503708240.000000	-263440.531250	423286.937500	
0.001000	0.100000	93.142739	55.332147	93.950000	87.840000	-5608679936.000000	-268469.812500	449923.062500	
0.001000	0.100000	114.323609	127.630977	93.808000	87.890000	-5704657392.000000	-245466.640625	428152.968750	
0.001000	0.100000	128.454899	765.369246	93.926000	87.120000	-5806373600.000000	-260143.750000	424192.812500	
0.001000	0.100000	120.268123	171.283595	93.842000	88.710000	-5915682720.000000	-279562.968750	472087.875000	
0.001000	0.100000	105.949850	53.981861	94.118000	88.640000	-6014559216.000000	-252881.062500	455010.031250	
0.001000	0.100000	86.466421	73.293300	94.260000	88.560000	-6111346320.000000	-247537.343750	419253.562500	
0.001000	0.100000	98.018368	58.746287	94.132000	88.840000	-6194034976.000000	-211479.937500	403334.531250	
0.001000	0.100000	117.997899	395.458607	94.076000	86.860000	-6272740800.000000	-201293.671875	384563.312500	
0.001000	0.100000	80.804289	80.155017	94.454000	88.230000	-6365516976.000000	-237279.218750	402547.656250	
0.001000	0.100000	106.449090	182.906951	94.298000	87.440000	-6464735184.000000	-253755.000000	423580.718750	
0.001000	0.100000	81.901395	88.194712	94.494000	87.870000	-6569293904.000000	-267413.593750	389930.281250	
0.001000	0.100000	77.386489	70.632837	94.590000	88.120000	-6648023072.000000	-201353.375000	399991.187500	
0.001000	0.100000	106.503017	240.253003	94.442000	88.070000	-6737592752.000000	-229078.468750	394183.906250	
0.000100	0.900000	109.899469	219.611302	94.922000	88.160000	-6737592752.000000	181388.218750	378703.562500	
0.000100	0.100000	68.878982	87.000323	96.154000	89.460000	-6743693809.000000	-15603.726562	389340.656250	
0.000100	0.100000	67.850202	76.707913	96.460000	89.500000	-6757220165.000000	-34594.261719	371467.562500	
0.000100	0.100000	50.571589	75.786795	96.700000	89.270000	-6762924405.000000	-14588.848633	369282.000000	
0.000100	0.100000	64.794752	95.389818	96.686000	89.350000	-6780575141.000000	-45142.546875	394012.781250	
0.000100	0.100000	91.378742	113.868659	96.540000	89.270000	-6787179630.000000	-16891.275391	380038.031250	
0.000100	0.100000	53.620063	124.157742	96.784000	89.440000	-6784742089.000000	6234.120117	387813.250000	
0.000100	0.100000	57.077359	339.790189	96.716000	89.120000	-6805024055.000000	-51872.035156	373840.031250	
0.000100	0.100000	54.755232	65.668489	96.848000	89.610000	-6810676150.000000	-14455.486328	377320.343750	
0.000100	0.100000	37.517380	165.852981	96.956000	89.410000	-6815423571.000000	-12141.741211	404457.531250	
0.000100	0.100000	56.087019	102.159767	96.978000	89.460000	-6830873517.000000	-39513.929688	382237.406250	
0.000100	0.100000	62.069781	231.907153	96.928000	88.900000	-6835371930.000000	-11504.892578	370353.031250	
0.000100	0.100000	64.492517	89.696577	96.852000	89.600000	-6848407383.000000	-33338.753906	386568.218750	
0.000100	0.100000	63.015208	138.161203	97.026000	89.340000	-6856159596.000000	-19826.630859	387042.125000	
0.000100	0.100000	59.645325	120.067509	96.940000	89.460000	-6856728628.000000	-1455.324829	375559.812500	
0.000100	0.100000	52.111568	127.648332	97.120000	89.350000	-6855807742.000000	2355.207275	396906.343750	
0.000100	0.100000	53.213162	116.715743	96.990000	89.310000	-6874820026.000000	-48624.765625	382557.687500	
0.000100	0.100000	44.563226	330.220515	97.102000	88.810000	-6881660834.000000	-17495.671875	372397.781250	
0.000100	0.100000	38.296158	121.837884	97.084000	89.510000	-6891451942.000000	-25041.197266	402755.281250	
0.000100	0.100000	48.221605	245.359352	97.194000	89.260000	-6889032999.000000	6186.555176	419986.062500	
0.000100	0.100000	52.908565	188.204030	97.126000	88.970000	-6892415689.000000	-8651.380859	393213.968750	
0.000100	0.100000	48.117895	195.656383	97.232000	89.330000	-6897863659.000000	-13933.426758	373926.093750	
0.000100	0.100000	83.437677	304.594668	97.204000	88.960000	-6900212759.000000	-6007.928223	409227.375000	
0.000100	0.100000	48.036395	112.041566	97.092000	89.630000	-6906443207.000000	-15934.649414	397386.312500	
0.000100	0.100000	35.772700	116.528946	97.310000	89.530000	-6905098540.000000	3439.046143	373310.593750	
0.000100	0.100000	51.680233	194.616418	97.208000	89.190000	-6907429151.000000	-5960.642090	402101.937500	
0.000100	0.100000	52.277748	1073.104984	97.240000	88.260000	-6922742866.000000	-39165.511719	407403.843750	
0.000100	0.100000	40.480757	146.724754	97.248000	89.310000	-6940308716.000000	-44925.449219	389635.750000	
0.000100	0.100000	33.916393	275.710155	97.306000	88.980000	-6956540305.000000	-41513.015625	375069.000000	
0.000100	0.100000	47.635049	270.435049	97.254000	89.060000	-6971349235.000000	-37874.500000	389549.843750	
0.000100	0.100000	34.993273	304.583222	97.380000	89.040000	-6982995591.000000	-29786.076172	401742.968750	
0.000100	0.100000	57.598054	267.249300	97.316000	89.180000	-6986423023.000000	-8765.810547	360441.843750	
0.000100	0.100000	74.412031	137.607317	97.320000	89.480000	-6999066099.000000	-32335.232422	381631.437500	
0.000100	0.100000	66.526312	1544.817017	97.140000	86.750000	-6999207642.000000	-362.002563	426284.000000	
0.000100	0.100000	41.723054	198.546693	97.400000	89.160000	-7018654990.000000	-49737.464844	379285.156250	
0.000100	0.100000	32.383281	690.529112	97.446000	88.540000	-7032134516.000000	-34474.492188	386930.187500	
0.000100	0.100000	33.621733	147.278444	97.378000	89.240000	-7043101837.000000	-28049.414062	406187.343750	
0.000100	0.100000	41.986809	139.199162	97.406000	89.680000	-7047921893.000000	-12327.508789	381709.625000	
0.000100	0.100000	55.450859	277.947710	97.404000	88.890000	-7054587550.000000	-17047.716797	395344.437500	
0.000100	0.100000	45.582308	262.926666	97.438000	89.140000	-7069059808.000000	-37013.449219	387836.437500	
0.000010	0.900000	32.107653	91.764840	97.488000	89.280000	-7069059808.000000	23644.363281	414146.656250	
0.000010	0.900000	54.944479	246.408708	97.442000	89.170000	-7069059808.000000	50196.343750	416020.093750	
0.000010	0.900000	43.593912	196.245722	97.462000	89.230000	-7069059808.000000	38947.800781	416393.625000	
0.000010	0.900000	33.767008	524.941837	97.594000	88.870000	-7069059808.000000	40564.144531	391877.187500	
0.000010	0.900000	43.043733	203.190630	97.446000	89.070000	-7069059808.000000	65966.671875	424972.906250	
0.000010	0.900000	35.503335	338.446903	97.590000	88.800000	-7069059808.000000	17157.480469	376425.375000	
0.000010	0.900000	50.872638	88.605060	97.496000	89.500000	-7069059808.000000	32242.523438	396813.218750	
0.000010	0.900000	35.711852	409.017806	97.452000	88.950000	-7069059808.000000	32293.939453	400778.312500	
0.000010	0.900000	36.353997	141.126900	97.522000	89.290000	-7069059808.000000	17548.812500	388754.468750	
0.000010	0.100000	48.155609	243.492753	97.658000	89.120000	-7072638210.000000	-9151.922852	382266.250000	
0.000010	0.100000	55.596111	737.202198	97.702000	88.540000	-7073207807.000000	-1456.769775	413803.218750	
0.000010	0.100000	31.754086	151.569425	97.680000	89.300000	-7076371166.000000	-8090.432129	393773.593750	
0.000010	0.100000	89.415539	157.230396	97.694000	89.340000	-7075000682.000000	3505.074219	398706.406250	
0.000010	0.100000	35.878224	388.310016	97.700000	89.070000	-7059628923.000000	39313.960938	386190.937500	
0.000010	0.100000	53.452883	128.870985	97.606000	89.410000	-7044679216.000000	38234.542969	399792.968750	
0.000010	0.100000	56.462197	217.721668	97.736000	89.300000	-7044853691.000000	-446.227631	389101.750000	
0.000010	0.100000	53.015838	688.196681	97.628000	88.670000	-7054665638.000000	-25094.494141	393190.406250	
0.000010	0.100000	34.092631	209.127698	97.792000	89.200000	-7056634667.000000	-5035.879883	380241.187500	
0.000010	0.100000	49.942747	131.641965	97.720000	89.460000	-7060435153.000000	-9719.913086	421089.750000	
0.000010	0.100000	29.604908	254.949217	97.646000	89.060000	-7056140131.000000	10984.710938	383512.843750	
0.000010	0.100000	40.901599	429.251647	97.798000	89.070000	-7055722347.000000	1068.501221	398940.093750	
0.000010	0.100000	32.976807	399.988781	97.780000	88.980000	-7060978641.000000	-13443.207031	404120.906250	
0.000010	0.100000	41.330930	98.471888	97.726000	89.460000	-7051718187.000000	23684.025391	397302.281250	
0.000010	0.100000	51.469966	527.720894	97.848000	88.810000	-7047159565.000000	11658.879883	367414.937500	
0.000010	0.100000	40.707679	157.009779	97.776000	89.470000	-7037118255.000000	25681.099609	384515.187500	
0.000010	0.100000	58.581853	143.754066	97.688000	89.510000	-7034658150.000000	6291.828613	384789.343750	
0.000010	0.100000	71.593864	217.341618	97.566000	89.230000	-7029665442.000000	12769.074219	411097.031250	
0.000010	0.100000	46.847752	117.950028	97.792000	89.580000	-7037388928.000000	-19753.160156	395770.750000	
0.000010	0.100000	31.834371	234.607124	97.926000	89.260000	-7050943090.000000	-34665.375000	407783.531250	
0.000010	0.100000	47.685172	550.401746	97.596000	88.610000	-7048909097.000000	5202.028320	397994.781250	
