Learning Rate	Loss	Acc. at 1	Acc. at 5	Time	
0.000030	2.068213	41.250000	90.970001	253.978955	
0.000030	1.379462	49.759998	93.839996	507.454489	
0.000030	1.326988	54.449997	95.399994	762.094263	
0.000030	0.955925	60.779999	96.449997	1015.382403	
0.000030	1.047525	65.769997	96.979996	1269.771019	
0.000030	0.870308	69.930000	97.709999	1526.549304	
0.000030	0.866525	71.629997	98.199997	1779.952837	
0.000030	0.739403	72.209999	98.189995	2036.647853	
0.000030	0.912773	74.019997	98.259995	2291.363235	
0.000030	0.721488	76.220001	98.500000	2545.259263	
0.000030	0.575636	78.629997	98.750000	2798.704129	
0.000030	0.260591	78.629997	98.939995	3053.169058	
0.000030	0.519023	79.509995	98.879997	3306.843706	
0.000030	0.388830	80.419998	98.970001	3561.992433	
0.000030	0.519213	80.820000	99.000000	3813.978026	
0.000030	0.607189	80.820000	99.079994	4067.129022	
0.000030	0.307876	82.699997	99.099998	4320.927016	
0.000030	0.530780	82.699997	99.049995	4575.881645	
0.000030	0.544527	82.699997	99.149994	4830.645255	
0.000030	0.228774	83.029999	99.159996	5083.957890	
0.000030	0.368948	83.029999	99.320000	5336.719130	
0.000030	0.464887	83.650002	99.269997	5592.159251	
0.000030	0.381214	85.339996	99.259995	5846.360547	
0.000030	0.608505	85.339996	99.459999	6099.707641	
0.000030	0.307756	85.339996	99.309998	6353.197480	
0.000030	0.502603	85.339996	99.320000	6606.412246	
0.000030	0.419962	85.339996	99.399994	6862.772472	
0.000030	0.157319	85.339996	99.119995	7119.834479	
0.000030	0.433627	85.339996	99.279999	7374.576043	
0.000030	0.319662	85.339996	99.360001	7628.646785	
0.000030	0.072996	87.650002	99.519997	7884.148519	
0.000030	0.293402	88.009995	99.549995	8138.452543	
0.000030	0.073335	88.059998	99.540001	8392.918839	
0.000030	0.125328	88.059998	99.570000	8648.565975	
0.000030	0.113267	88.059998	99.570000	8901.076404	
0.000030	0.107153	88.059998	99.570000	9153.568934	
0.000030	0.188068	88.059998	99.509995	9408.127396	
0.000030	0.155734	88.059998	99.559998	9660.510986	
0.000030	0.179730	88.059998	99.509995	9913.489361	
0.000030	0.072356	88.059998	99.489998	10169.733552	
0.000030	0.353113	88.059998	99.500000	10427.524048	
0.000030	0.239835	88.059998	99.500000	10677.890480	
0.000030	0.198237	88.059998	99.459999	10932.577533	
0.000030	0.118948	88.059998	99.470001	11188.981039	
0.000030	0.412331	88.059998	99.549995	11444.573571	
0.000030	0.117648	88.059998	99.519997	11701.659891	
0.000030	0.079941	88.059998	99.489998	11953.365575	
0.000030	0.147095	88.059998	99.470001	12207.776718	
0.000030	0.115176	88.059998	99.500000	12461.111682	
0.000030	0.257973	88.059998	99.540001	12715.069378	
0.000030	0.106944	88.059998	99.540001	12969.402728	
0.000030	0.132080	88.059998	99.470001	13224.061232	
0.000030	0.274343	88.059998	99.470001	13479.252282	
0.000030	0.247918	88.059998	99.470001	13732.540858	
0.000030	0.219024	88.059998	99.449997	13986.817236	
0.000030	0.156580	88.059998	99.459999	14242.325031	
0.000030	0.097192	88.070000	99.509995	14494.135902	
0.000030	0.114652	88.070000	99.509995	14749.342824	
0.000030	0.309553	88.070000	99.500000	15001.718527	
0.000030	0.164565	88.070000	99.439995	15249.019211	
0.000030	0.055944	88.070000	99.449997	15496.115950	
0.000030	0.041494	88.070000	99.470001	15743.093131	
0.000030	0.210503	88.070000	99.479996	15989.838226	
0.000030	0.194048	88.070000	99.489998	16237.777592	
0.000030	0.161492	88.070000	99.470001	16485.738666	
0.000030	0.098295	88.129997	99.509995	16731.077025	
0.000030	0.154356	88.129997	99.459999	16979.243468	
0.000030	0.094922	88.129997	99.509995	17226.330367	
