Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.198425	0.931427	91.180000	0.908132	91.930000	53.090517	
0.100000	0.660340	0.183156	95.526665	0.169688	95.660004	106.615715	
0.100000	0.474743	0.124853	96.408333	0.114249	96.580002	156.302313	
0.100000	0.385774	0.104972	96.978333	0.095482	97.169998	206.138643	
0.100000	0.353365	0.090581	97.326668	0.085580	97.330002	256.103689	
0.100000	0.313810	0.082291	97.593330	0.079328	97.610001	306.902504	
0.100000	0.310615	0.080575	97.654999	0.079711	97.489998	361.382544	
0.100000	0.282214	0.076360	97.741669	0.075269	97.879997	411.102404	
0.100000	0.278959	0.067891	98.014999	0.065034	98.080002	472.286432	
0.100000	0.257509	0.068058	97.971664	0.068377	97.980003	526.445273	
