Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.667948	2.272386	14.276667	2.271504	14.190000	155.909592	
0.100000	1.393148	2.214462	31.615000	2.212926	31.910000	303.942327	
0.100000	1.207852	2.135297	58.994999	2.132247	60.099998	441.416277	
0.100000	1.114582	2.032143	76.376663	2.026927	77.120003	574.249979	
0.100000	1.030972	1.907170	83.830002	1.899446	84.580002	706.881082	
0.100000	0.972025	1.761534	87.324997	1.750879	87.650002	838.922410	
0.100000	0.924590	1.605244	89.001663	1.592055	89.410004	973.022600	
0.100000	0.872855	1.441677	90.168335	1.426201	90.610001	1104.131036	
0.100000	0.844067	1.284488	91.076668	1.266955	91.510002	1244.731830	
0.100000	0.798589	1.135174	91.601669	1.116028	92.089996	1382.880032	
