Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.278166	2.212474	42.531666	2.210885	42.980000	203.466882	
0.100000	2.148909	1.871906	56.978333	1.863657	57.830002	407.329650	
0.100000	1.876297	1.498646	69.105003	1.486935	69.760002	612.290019	
0.100000	1.595958	1.244161	77.081665	1.227631	78.010002	837.985024	
0.100000	1.335637	0.998081	81.858330	0.977863	82.540001	1047.643585	
0.100000	1.132824	0.762496	84.644997	0.738995	85.370003	1219.920986	
0.100000	0.982211	0.579515	87.165001	0.555933	88.070000	1420.911088	
0.100000	0.864736	0.463437	89.466667	0.440192	90.349998	1632.639229	
0.100000	0.786276	0.395958	90.540001	0.374051	91.500000	1843.546673	
0.100000	0.719702	0.347282	91.373337	0.325895	92.239998	2037.221091	
