Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.651386	2.269945	26.965000	2.269922	26.809999	123.204123	
0.100000	1.410067	2.206840	43.424999	2.206201	43.049999	244.954169	
0.100000	1.256345	2.125448	56.904999	2.123833	57.590000	365.895597	
0.100000	1.145841	2.026799	66.919998	2.023454	67.820000	488.337460	
0.100000	1.065690	1.899604	75.283333	1.893879	76.830002	607.412515	
0.100000	1.005094	1.761299	80.406670	1.752935	81.790001	725.295198	
0.100000	0.937564	1.608079	84.733330	1.597024	85.989998	847.176258	
0.100000	0.898333	1.463689	87.083336	1.449930	88.059998	968.785510	
0.100000	0.860579	1.315609	89.074997	1.299307	89.699997	1090.711750	
0.100000	0.829028	1.170226	90.206665	1.151765	90.849998	1212.821101	
