Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000077	2.293632	9.401667	11.840000	
0.000076	2.281271	12.010000	17.230000	
0.000076	2.267935	17.320000	23.450000	
0.000075	2.254138	23.551667	30.180000	
0.000075	2.239782	30.780000	38.420000	
0.000075	2.224657	38.998333	45.990000	
0.000074	2.208491	46.631667	51.510000	
0.000073	2.190951	51.653333	54.780000	
0.000073	2.171721	54.793333	57.160000	
0.000072	2.150477	56.828333	58.790000	
0.000072	2.126787	58.441667	60.040000	
0.000071	2.100233	59.708333	61.230000	
0.000070	2.070427	60.886667	62.300000	
0.000069	2.036890	61.770000	63.290000	
0.000068	1.999010	62.816667	64.320000	
