Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.001713	0.001601	34.852000	42.450000	
0.001290	0.001347	51.694000	52.980000	
0.001005	0.001115	63.192000	62.220000	
0.000804	0.000909	70.860000	70.070000	
0.000666	0.000791	76.174000	73.750000	
0.000578	0.000826	79.414000	72.510000	
0.000526	0.000695	81.252000	78.030000	
0.000470	0.000592	83.286000	79.820000	
0.000419	0.000620	85.052000	80.400000	
0.000387	0.000477	86.300000	83.810000	
0.000359	0.000519	87.170000	83.400000	
0.000337	0.000559	88.092000	81.940000	
0.000304	0.000588	89.078000	82.360000	
0.000289	0.000521	89.698000	84.100000	
0.000260	0.000550	90.780000	83.260000	
0.000251	0.000478	91.032000	85.610000	
0.000235	0.000424	91.654000	86.590000	
0.000219	0.000493	92.070000	84.790000	
0.000203	0.000435	92.828000	86.870000	
0.000198	0.000542	92.824000	84.440000	
