Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000300	0.002313	19.354000	10.000000	
0.000256	0.002510	29.656000	10.070000	
0.000233	0.002883	37.444000	13.980000	
0.000216	0.002793	42.262000	15.000000	
0.000201	0.001934	46.332000	31.460000	
0.000189	0.001576	50.000000	43.550000	
0.000184	0.001773	51.716000	38.620000	
0.000168	0.001436	56.368000	50.250000	
0.000161	0.001710	58.770000	47.080000	
0.000149	0.001409	61.562000	52.170000	
0.000141	0.001082	63.576000	61.690000	
0.000133	0.001895	66.100000	46.420000	
0.000124	0.001084	68.108000	62.420000	
0.000118	0.000934	70.228000	67.800000	
0.000113	0.001200	71.470000	62.410000	
0.000107	0.000882	72.898000	69.070000	
0.000102	0.001181	74.190000	63.040000	
0.000097	0.000828	75.436000	72.100000	
0.000093	0.000947	76.604000	68.970000	
0.000091	0.000837	77.360000	71.440000	
0.000086	0.000777	78.482000	73.410000	
0.000084	0.000894	79.028000	69.100000	
0.000083	0.001373	79.202000	58.590000	
0.000079	0.000783	80.090000	74.680000	
0.000073	0.000815	81.418000	74.200000	
0.000072	0.001000	81.908000	70.040000	
0.000070	0.000721	82.794000	76.150000	
0.000067	0.000699	83.004000	76.910000	
0.000065	0.000679	83.984000	78.130000	
0.000063	0.000562	84.704000	81.440000	
0.000059	0.000752	85.126000	75.770000	
0.000059	0.000652	85.234000	79.260000	
0.000058	0.000647	85.602000	78.240000	
0.000057	0.000754	85.870000	77.000000	
0.000054	0.000694	86.380000	78.490000	
0.000052	0.000575	86.770000	81.230000	
0.000053	0.000758	86.790000	77.720000	
0.000051	0.000560	87.484000	81.900000	
0.000051	0.000706	87.278000	78.050000	
0.000049	0.000543	87.826000	82.560000	
0.000047	0.000728	88.446000	79.400000	
0.000046	0.000764	88.592000	77.530000	
0.000045	0.000615	89.000000	80.170000	
0.000044	0.000771	89.228000	77.170000	
0.000043	0.000543	89.308000	82.720000	
0.000041	0.000638	89.694000	81.000000	
0.000042	0.000572	89.680000	82.080000	
0.000040	0.000604	90.192000	81.430000	
0.000041	0.000603	89.732000	81.740000	
0.000038	0.000577	90.508000	82.480000	
0.000038	0.000835	90.670000	76.770000	
0.000037	0.000450	90.652000	85.870000	
0.000036	0.000534	91.114000	83.600000	
0.000035	0.000666	91.056000	80.460000	
0.000035	0.000488	91.286000	84.810000	
0.000035	0.000576	91.430000	82.120000	
0.000035	0.000793	91.368000	78.050000	
0.000033	0.000630	91.764000	81.740000	
0.000033	0.000600	91.674000	82.450000	
0.000032	0.000462	92.174000	85.370000	
0.000031	0.000569	92.242000	83.380000	
0.000031	0.000466	92.354000	85.260000	
0.000029	0.000615	92.868000	81.620000	
0.000028	0.000593	92.998000	83.160000	
0.000028	0.000513	92.986000	84.610000	
0.000027	0.000476	93.072000	86.100000	
0.000027	0.000534	93.442000	84.640000	
0.000026	0.000684	93.632000	81.630000	
0.000026	0.000577	93.620000	83.500000	
0.000024	0.000486	93.926000	85.810000	
0.000024	0.000450	94.116000	87.020000	
0.000024	0.000578	94.320000	83.300000	
0.000024	0.000478	93.936000	86.670000	
0.000023	0.000518	94.324000	85.210000	
0.000023	0.000624	94.636000	83.650000	
0.000023	0.000505	94.352000	85.620000	
0.000023	0.000533	94.102000	85.230000	
0.000023	0.000587	94.414000	84.480000	
0.000023	0.000509	94.340000	85.490000	
0.000022	0.000488	94.572000	86.200000	
0.000019	0.000403	95.206000	88.160000	
0.000016	0.000366	96.194000	89.020000	
0.000015	0.000361	96.532000	88.950000	
0.000014	0.000352	96.816000	89.240000	
0.000014	0.000353	96.946000	89.340000	
0.000013	0.000351	96.992000	89.460000	
0.000012	0.000353	97.142000	89.490000	
0.000013	0.000356	97.212000	89.570000	
0.000013	0.000349	97.124000	89.530000	
0.000012	0.000354	97.260000	89.490000	
0.000012	0.000360	97.236000	89.300000	
0.000012	0.000358	97.382000	89.330000	
0.000012	0.000361	97.478000	89.290000	
0.000012	0.000361	97.368000	89.540000	
0.000011	0.000362	97.486000	89.420000	
0.000011	0.000358	97.694000	89.660000	
0.000010	0.000360	97.668000	89.680000	
0.000011	0.000359	97.472000	89.590000	
0.000011	0.000360	97.656000	89.470000	
0.000010	0.000361	97.764000	89.360000	
0.000010	0.000357	97.768000	89.520000	
0.000011	0.000358	97.752000	89.550000	
0.000011	0.000359	97.712000	89.610000	
0.000010	0.000362	97.728000	89.540000	
0.000011	0.000365	97.714000	89.510000	
0.000010	0.000360	97.822000	89.720000	
0.000010	0.000363	97.840000	89.680000	
0.000010	0.000370	97.854000	89.540000	
0.000010	0.000365	97.838000	89.500000	
0.000010	0.000370	97.854000	89.500000	
0.000010	0.000368	97.868000	89.570000	
0.000009	0.000366	97.908000	89.590000	
0.000010	0.000369	97.992000	89.380000	
0.000009	0.000375	98.010000	89.490000	
0.000010	0.000370	97.972000	89.570000	
0.000009	0.000369	97.984000	89.450000	
0.000009	0.000370	98.062000	89.430000	
0.000009	0.000373	98.066000	89.250000	
0.000010	0.000371	98.034000	89.400000	
0.000009	0.000368	98.122000	89.500000	
0.000009	0.000368	98.088000	89.760000	
0.000009	0.000365	98.164000	89.690000	
0.000009	0.000365	98.220000	89.710000	
0.000008	0.000367	98.218000	89.760000	
0.000009	0.000367	98.212000	89.640000	
0.000008	0.000367	98.276000	89.560000	
0.000008	0.000366	98.246000	89.650000	
0.000008	0.000367	98.256000	89.570000	
0.000009	0.000365	98.220000	89.700000	
0.000009	0.000367	98.202000	89.570000	
0.000009	0.000367	98.242000	89.640000	
0.000008	0.000368	98.226000	89.560000	
0.000009	0.000367	98.296000	89.590000	
0.000008	0.000367	98.316000	89.620000	
0.000008	0.000366	98.284000	89.640000	
0.000008	0.000367	98.318000	89.560000	
0.000008	0.000366	98.272000	89.540000	
0.000009	0.000367	98.198000	89.660000	
0.000008	0.000367	98.266000	89.560000	
0.000008	0.000367	98.168000	89.560000	
0.000008	0.000368	98.326000	89.590000	
0.000009	0.000368	98.258000	89.700000	
0.000009	0.000368	98.214000	89.800000	
0.000008	0.000368	98.314000	89.690000	
0.000008	0.000367	98.264000	89.720000	
0.000008	0.000368	98.228000	89.770000	
0.000008	0.000369	98.266000	89.670000	
0.000008	0.000367	98.288000	89.740000	
0.000008	0.000367	98.386000	89.790000	
0.000008	0.000367	98.252000	89.770000	
