Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000078	2.354588	8.666667	11.290000	
0.000135	7.658497	20.513333	16.830000	
0.000182	2.358359	13.386667	10.120000	
0.000078	2.325377	9.971667	12.590000	
0.000077	2.266991	12.008333	12.770000	
0.000075	2.215769	13.651667	23.200000	
0.000073	2.115133	22.791667	31.450000	
0.000070	1.928977	33.608333	41.170000	
0.000063	1.653946	40.543333	49.690000	
0.000053	1.234067	50.578333	63.930000	
0.000041	1.910991	62.383333	43.470000	
0.000091	1.850639	41.878333	50.330000	
0.000063	1.615381	46.478333	52.650000	
0.000050	1.065848	54.026667	67.370000	
0.000034	0.953767	67.963333	68.780000	
