Learning Rate	Momentum	newstat	Train Loss	Train Acc.	iploss	
0.100000	0.900000	2.091279	30.666044	78.789062	9.995170	
0.100000	0.900000	2.101632	30.935997	79.115854	9.943415	
0.100000	0.900000	2.111786	31.191501	79.371280	10.314071	
0.100000	0.900000	2.121747	31.465339	79.723837	10.701373	
0.100000	0.900000	2.131526	31.620834	80.078125	10.675913	
0.100000	0.900000	2.141127	31.836724	80.381944	10.257908	
0.100000	0.900000	2.150560	32.211443	80.587636	10.712126	
0.100000	0.900000	2.159830	32.474085	80.834441	10.574770	
0.100000	0.900000	2.168944	32.601621	81.168620	10.849392	
0.100000	0.900000	2.177906	32.812479	81.441327	11.236526	
0.100000	0.900000	2.186724	33.142882	81.687500	11.312488	
0.100000	0.900000	2.195402	33.340094	81.954657	11.659052	
0.100000	0.900000	2.203945	33.602760	82.136418	11.928771	
0.100000	0.900000	2.212357	33.888725	82.340802	12.262157	
0.100000	0.900000	2.220643	34.094794	82.552083	12.740479	
0.100000	0.900000	2.228807	34.366952	82.713068	12.495536	
0.100000	0.900000	2.236854	34.553748	82.910156	12.740475	
0.100000	0.900000	2.244786	34.734706	83.114035	13.173636	
0.100000	0.900000	2.252608	35.010123	83.297414	13.412034	
0.100000	0.900000	2.260322	35.208879	83.487818	13.252104	
0.100000	0.900000	2.267933	35.548316	83.593750	13.648070	
0.100000	0.900000	2.275443	35.737915	83.811475	14.361306	
0.100000	0.900000	2.282855	35.938090	83.946573	14.917965	
0.100000	0.900000	2.290172	36.221912	84.064980	14.901650	
0.100000	0.900000	2.297397	36.371630	84.240723	15.501059	
0.100000	0.900000	2.304532	36.520151	84.423077	16.174042	
0.100000	0.900000	2.311579	36.744620	84.552557	16.526085	
0.100000	0.900000	2.318542	36.856137	84.713153	16.533791	
0.100000	0.900000	2.325422	37.089436	84.846048	17.229441	
0.100000	0.900000	2.332222	37.340517	84.952446	18.088312	
0.100000	0.900000	2.338943	37.542510	85.100446	18.446405	
0.100000	0.900000	2.345588	37.679120	85.255282	18.408958	
0.100000	0.900000	2.352158	37.937245	85.362413	18.802580	
0.100000	0.900000	2.358656	38.033549	85.541524	19.368307	
0.100000	0.900000	2.365083	38.256552	85.663007	19.894108	
0.100000	0.900000	2.371441	38.424095	85.770833	20.090982	
0.100000	0.900000	2.377731	38.669567	85.916941	19.912931	
0.100000	0.900000	2.383956	38.766162	86.059253	20.207722	
0.100000	0.900000	2.390116	39.037302	86.147837	20.505402	
0.100000	0.900000	2.396213	39.114643	86.313291	20.870529	
0.100000	0.900000	2.402249	39.231691	86.464844	21.379978	
0.100000	0.900000	2.408225	39.338882	86.593364	21.608419	
0.100000	0.900000	2.414142	39.477062	86.699695	21.990004	
0.100000	0.900000	2.420001	39.615780	86.803464	21.738960	
0.100000	0.900000	2.425805	39.730357	86.914062	22.114014	
0.100000	0.900000	2.431553	39.859541	87.022059	21.843464	
0.100000	0.900000	2.437248	39.990448	87.127544	21.679539	
0.100000	0.900000	2.442890	40.135310	87.221624	21.738256	
0.100000	0.900000	2.448480	40.286052	87.313565	21.583027	
0.100000	0.900000	2.454019	40.356400	87.438553	21.303240	
0.100000	0.900000	2.459509	40.565825	87.508681	21.793871	
0.100000	0.900000	2.464951	40.725121	87.568681	21.286982	
0.100000	0.900000	2.470345	40.845124	87.644361	21.312393	
0.100000	0.900000	2.475692	40.970954	87.743616	21.303957	
0.100000	0.900000	2.480993	41.223381	87.799202	21.698092	
0.100000	0.900000	2.486250	41.333383	87.894737	21.998981	
0.100000	0.900000	2.491462	41.447749	87.972005	22.656849	
0.100000	0.900000	2.496631	41.532063	88.071843	22.247488	
0.100000	0.900000	2.501758	41.650506	88.153699	22.314426	
0.100000	0.900000	2.506842	41.880146	88.194444	22.714828	
0.100000	0.900000	2.511886	41.981879	88.289062	23.287374	
0.100000	0.900000	2.516890	42.071627	88.381807	23.623135	
0.100000	0.900000	2.521855	42.194605	88.457414	23.962946	
0.100000	0.900000	2.526780	42.270328	88.531553	24.093973	
0.100000	0.900000	2.531668	42.448591	88.574219	24.503635	
0.100000	0.900000	2.536517	42.553987	88.653274	24.853296	
0.100000	0.900000	2.541331	42.697770	88.723467	25.210428	
0.100000	0.900000	2.546108	42.858239	88.785047	25.579281	
0.100000	0.900000	2.550849	43.093917	88.802083	25.476402	
0.100000	0.900000	2.555555	43.194333	88.868979	25.924904	
0.100000	0.900000	2.560227	43.507835	88.884943	26.050755	
0.100000	0.900000	2.564865	43.722083	88.914696	26.346457	
0.100000	0.900000	2.569470	43.821526	88.985770	26.780392	
0.100000	0.900000	2.574042	43.918331	89.062500	26.939627	
0.100000	0.900000	2.578582	44.071245	89.110471	27.401625	
0.100000	0.900000	2.583090	44.290983	89.157609	28.079781	
0.100000	0.900000	2.587567	44.394490	89.217403	28.811455	
0.100000	0.900000	2.592013	44.523415	89.276175	28.948885	
0.100000	0.900000	2.596429	44.734802	89.314089	29.484257	
0.100000	0.900000	2.600815	44.933029	89.344800	30.025728	
0.100000	0.900000	2.605171	45.046386	89.407552	30.524298	
0.100000	0.900000	2.609499	45.202580	89.462810	30.330633	
0.100000	0.900000	2.613798	45.311868	89.523566	30.150497	
0.100000	0.900000	2.618069	45.521343	89.576982	30.536097	
0.100000	0.900000	2.622312	45.659769	89.635837	31.223478	
0.100000	0.900000	2.626528	45.846534	89.681250	31.116501	
0.100000	0.900000	2.630717	45.997801	89.738343	31.559202	
0.100000	0.900000	2.634879	46.143268	89.788386	31.955248	
0.100000	0.900000	2.639016	46.240898	89.843750	32.425625	
0.100000	0.900000	2.643126	46.366585	89.886143	33.006828	
0.100000	0.900000	2.647212	46.470472	89.945913	33.246429	
0.100000	0.900000	2.651272	46.559570	90.004771	33.537651	
0.100000	0.900000	2.655307	46.713451	90.044981	33.755554	
0.100000	0.900000	2.659318	46.836074	90.078712	34.329166	
0.100000	0.900000	2.663305	46.971632	90.117771	34.346878	
0.100000	0.900000	2.667269	47.113643	90.156250	34.511032	
0.100000	0.900000	2.671208	47.211006	90.205653	34.841354	
0.100000	0.900000	2.675125	47.315013	90.254334	34.694344	
0.100000	0.900000	2.679019	47.378583	90.313632	34.536293	
0.100000	0.900000	2.682891	47.462780	90.366457	34.783398	
0.100000	0.900000	2.686740	47.530340	90.424107	35.175560	
0.100000	0.900000	2.690567	47.560628	90.486480	35.191475	
0.100000	0.900000	2.694373	47.734744	90.520467	35.778625	
0.100000	0.900000	2.698157	47.796637	90.564904	35.647091	
0.100000	0.900000	2.701920	47.950848	90.603299	35.810837	
0.100000	0.900000	2.705662	48.069740	90.646552	35.633934	
0.100000	0.900000	2.709384	48.114283	90.710616	36.130524	
0.100000	0.900000	2.713085	48.276644	90.747236	36.610893	
0.100000	0.900000	2.716767	48.316459	90.804476	36.974064	
0.100000	0.900000	2.720428	48.448652	90.839975	37.100479	
0.100000	0.900000	2.724070	48.545512	90.885417	37.163265	
0.100000	0.900000	2.727692	48.681239	90.925083	37.557755	
0.100000	0.900000	2.731296	48.757679	90.969367	37.441319	
0.100000	0.900000	2.734880	48.836211	91.013072	37.279564	
0.100000	0.900000	2.738446	48.999884	91.046063	37.153557	
0.100000	0.900000	2.741993	49.137163	91.073589	37.205051	
0.100000	0.900000	2.745522	49.219121	91.120793	37.579826	
0.100000	0.900000	2.749033	49.239896	91.177349	37.904800	
0.100000	0.900000	2.752526	49.349783	91.213410	38.560642	
0.100000	0.900000	2.756001	49.404412	91.263758	38.561287	
0.100000	0.900000	2.759459	49.558660	91.293945	38.662518	
0.100000	0.900000	2.762900	49.668490	91.323758	38.938919	
0.100000	0.900000	2.766324	49.759011	91.358025	38.457954	
0.100000	0.900000	2.769731	49.925010	91.382285	38.963524	
0.100000	0.900000	2.773121	50.055099	91.406250	39.472179	
0.100000	0.900000	2.776494	50.146640	91.439394	40.001999	
0.100000	0.900000	2.779852	50.277246	91.462726	40.142326	
0.100000	0.900000	2.783193	50.380131	91.490457	40.487320	
0.100000	0.900000	2.786518	50.479604	91.527158	40.532009	
0.100000	0.900000	2.789827	50.613917	91.544933	40.766735	
0.100000	0.900000	2.793121	50.718321	91.571691	41.099289	
0.100000	0.900000	2.796400	50.774728	91.616411	41.092682	
0.100000	0.900000	2.799663	50.828649	91.656068	41.840179	
0.100000	0.900000	2.802910	50.898374	91.686236	41.922729	
0.100000	0.900000	2.806143	51.036419	91.711566	42.341358	
0.100000	0.900000	2.809361	51.162056	91.736607	42.515266	
0.100000	0.900000	2.812565	51.298066	91.756925	42.872375	
0.100000	0.900000	2.815754	51.357008	91.794668	42.996490	
0.100000	0.900000	2.818928	51.459620	91.827598	43.525230	
0.100000	0.900000	2.822088	51.487403	91.873254	43.538124	
0.100000	0.900000	2.825235	51.545204	91.914062	43.905510	
0.100000	0.900000	2.828367	51.614508	91.954420	44.331566	
0.100000	0.900000	2.831485	51.652368	91.994334	44.689022	
0.100000	0.900000	2.834590	51.773882	92.008197	44.913372	
0.100000	0.900000	2.837681	51.896134	92.034647	45.343464	
0.100000	0.900000	2.840759	52.075099	92.056588	45.667534	
0.100000	0.900000	2.843823	52.235342	92.074093	46.354576	
0.100000	0.900000	2.846874	52.385246	92.099766	45.983818	
0.100000	0.900000	2.849913	52.450126	92.133477	46.284683	
0.100000	0.900000	2.852938	52.576963	92.150298	46.836800	
0.100000	0.900000	2.855951	52.695536	92.171053	47.091896	
0.100000	0.900000	2.858951	52.941809	92.162958	47.337105	
0.100000	0.900000	2.861938	53.068377	92.183431	47.465199	
0.100000	0.900000	2.864913	53.110979	92.219883	47.780586	
0.100000	0.900000	2.867876	53.217234	92.243879	48.342159	
0.100000	0.900000	2.870826	53.367359	92.259615	48.974709	
0.100000	0.900000	2.873765	53.474801	92.271205	48.971817	
0.100000	0.900000	2.876691	53.559454	92.302506	49.683334	
0.100000	0.900000	2.879606	53.606852	92.333491	50.002934	
0.100000	0.900000	2.882509	53.690976	92.356313	50.528976	
0.100000	0.900000	2.885400	53.767484	92.382812	50.819317	
0.100000	0.900000	2.888279	53.859096	92.409049	51.079285	
0.100000	0.900000	2.891148	54.085138	92.419554	51.571148	
0.100000	0.900000	2.894005	54.143724	92.449200	52.154282	
0.100000	0.900000	2.896850	54.242559	92.470895	52.624504	
0.100000	0.900000	2.899685	54.392314	92.484756	53.236515	
0.100000	0.900000	2.902508	54.513027	92.506068	53.554596	
0.100000	0.900000	2.905321	54.557560	92.534722	53.349728	
0.100000	0.900000	2.908122	54.723401	92.540565	53.878178	
0.100000	0.900000	2.910913	54.879449	92.557566	54.179653	
0.100000	0.900000	2.913693	55.016014	92.570685	54.642906	
0.100000	0.900000	2.916463	55.119742	92.591084	54.841686	
0.100000	0.900000	2.919222	55.303595	92.592866	55.042362	
0.100000	0.900000	2.921971	55.453093	92.609302	55.429100	
0.100000	0.900000	2.924710	55.558608	92.625584	55.628654	
0.100000	0.900000	2.927438	55.687065	92.638081	55.445171	
0.100000	0.900000	2.930156	55.808432	92.657697	55.629841	
0.100000	0.900000	2.932864	55.972566	92.673531	56.076145	
0.100000	0.900000	2.935562	56.088015	92.685636	56.536701	
0.100000	0.900000	2.938251	56.296106	92.697631	57.128838	
0.100000	0.900000	2.940929	56.410306	92.723722	56.888287	
0.100000	0.900000	2.943598	56.452475	92.753111	57.100273	
0.100000	0.900000	2.946257	56.536208	92.778716	57.471481	
0.100000	0.900000	2.948906	56.669640	92.800589	57.674507	
0.100000	0.900000	2.951546	56.770102	92.825753	57.761467	
0.100000	0.900000	2.954177	56.922067	92.829861	57.465565	
0.100000	0.900000	2.956798	56.979455	92.854674	57.801880	
0.100000	0.900000	2.959410	57.077183	92.868943	57.831169	
0.100000	0.900000	2.962013	57.162758	92.893366	58.112198	
0.100000	0.900000	2.964607	57.250672	92.914165	58.371616	
0.100000	0.900000	2.967191	57.286063	92.944973	58.219162	
0.100000	0.900000	2.969767	57.394152	92.961986	58.689232	
0.100000	0.900000	2.972334	57.487340	92.978852	58.727936	
0.100000	0.900000	2.974892	57.569675	92.995574	59.419258	
0.100000	0.900000	2.977441	57.655871	93.018830	59.434792	
0.100000	0.900000	2.979982	57.765062	93.035239	59.547398	
0.100000	0.900000	2.982513	57.835759	93.058130	59.659447	
0.100000	0.900000	2.985037	57.889008	93.080828	59.264317	
0.100000	0.900000	2.987551	57.936873	93.103335	59.657589	
0.100000	0.900000	2.990058	57.958376	93.132191	60.252087	
0.100000	0.900000	2.992556	58.011709	93.151042	60.775341	
0.100000	0.900000	2.995045	58.072921	93.169735	61.067032	
0.100000	0.900000	2.997527	58.304797	93.181818	61.299000	
0.100000	0.900000	3.000000	58.338609	93.206662	61.102280	
0.100000	0.900000	3.002465	58.478115	93.218494	61.710617	
0.100000	0.900000	3.004922	58.630460	93.223852	61.949791	
0.100000	0.900000	3.007371	58.658600	93.245046	61.923805	
0.100000	0.900000	3.009812	58.713069	93.269231	62.319733	
0.100000	0.900000	3.012245	58.736430	93.293221	62.646637	
0.100000	0.900000	3.014671	58.790314	93.310743	62.972038	
0.100000	0.900000	3.017088	58.871806	93.325000	62.858307	
0.100000	0.900000	3.019498	58.935743	93.345369	63.040047	
0.100000	0.900000	3.021900	58.980101	93.365575	62.809052	
0.100000	0.900000	3.024295	59.074565	93.385623	62.881729	
0.100000	0.900000	3.026682	59.130966	93.402436	62.750168	
0.100000	0.900000	3.029061	59.238145	93.416054	62.944756	
0.100000	0.900000	3.031433	59.270272	93.438721	63.340290	
0.100000	0.900000	3.033798	59.378816	93.455131	63.296280	
0.100000	0.900000	3.036155	59.442251	93.474443	63.391613	
0.100000	0.900000	3.038505	59.575778	93.487572	63.679939	
0.100000	0.900000	3.040848	59.642999	93.506611	63.719028	
0.100000	0.900000	3.043183	59.665764	93.531489	63.955929	
0.100000	0.900000	3.045512	59.765184	93.544251	64.235641	
0.100000	0.900000	3.047833	59.906479	93.553945	64.393639	
0.100000	0.900000	3.050147	60.008776	93.563565	64.486908	
0.100000	0.900000	3.052454	60.108346	93.570165	64.319824	
0.100000	0.900000	3.054755	60.125749	93.591400	64.235954	
0.100000	0.900000	3.057048	60.183737	93.609551	64.096481	
0.100000	0.900000	3.059334	60.236267	93.627565	64.101746	
0.100000	0.900000	3.061614	60.318081	93.639638	63.801445	
0.100000	0.900000	3.063887	60.429436	93.648727	64.191017	
0.100000	0.900000	3.066153	60.480335	93.663515	64.772530	
0.100000	0.900000	3.068413	60.540498	93.678194	65.090805	
0.100000	0.900000	3.070666	60.625191	93.692766	64.568062	
0.100000	0.900000	3.072912	60.668105	93.710082	64.824173	
0.100000	0.900000	3.075152	60.753501	93.721591	65.229584	
0.100000	0.900000	3.077385	60.813179	93.738678	65.710487	
0.100000	0.900000	3.079612	60.958282	93.741539	65.976486	
0.100000	0.900000	3.081832	61.041878	93.752810	66.686844	
0.100000	0.900000	3.084046	61.089131	93.772401	67.111092	
0.100000	0.900000	3.086254	61.239081	93.769531	67.244301	
0.100000	0.900000	3.088455	61.330598	93.786143	67.714935	
0.100000	0.900000	3.090650	61.426740	93.791556	68.191483	
0.100000	0.900000	3.092839	61.511044	93.802451	68.650429	
0.100000	0.900000	3.095021	61.593116	93.818772	69.203506	
0.100000	0.900000	3.097198	61.677212	93.826754	69.720047	
0.100000	0.900000	3.099368	61.779591	93.829218	69.967064	
0.100000	0.900000	3.101533	61.961378	93.831664	69.973549	
0.100000	0.900000	3.103691	62.074365	93.842231	70.275787	
0.100000	0.900000	3.105844	62.152300	93.855428	70.405540	
0.100000	0.900000	3.107990	62.251741	93.865841	70.524429	
0.100000	0.900000	3.110130	62.306235	93.884235	70.507050	
0.100000	0.900000	3.112265	62.351525	93.899829	70.785484	
0.100000	0.900000	3.114394	62.412394	93.909983	71.159500	
0.100000	0.900000	3.116517	62.540442	93.914753	71.279228	
0.100000	0.900000	3.118634	62.580260	93.932733	71.029457	
0.100000	0.900000	3.120745	62.624778	93.947952	71.084770	
0.100000	0.900000	3.122851	62.670472	93.963068	71.130997	
0.100000	0.900000	3.124951	62.759027	93.972840	70.833633	
0.100000	0.900000	3.127046	62.816385	93.987772	70.655945	
0.100000	0.900000	3.129135	62.883071	94.000000	70.735611	
0.100000	0.900000	3.131218	62.968948	94.009551	70.882324	
0.100000	0.900000	3.133296	63.031269	94.021627	71.337997	
0.100000	0.900000	3.135368	63.110673	94.036200	71.235741	
0.100000	0.900000	3.137435	63.146983	94.050678	71.057800	
0.100000	0.900000	3.139496	63.211188	94.065061	71.154495	
0.100000	0.900000	3.141552	63.227188	94.084457	71.323578	
0.100000	0.900000	3.143603	63.315075	94.093546	71.538651	
0.100000	0.900000	3.145648	63.357267	94.110187	71.283905	
0.100000	0.900000	3.147688	63.503938	94.111549	70.905121	
0.100000	0.900000	3.149723	63.582667	94.122984	71.568329	
0.100000	0.900000	3.151752	63.607292	94.139369	71.373116	
0.100000	0.900000	3.153777	63.639131	94.153145	71.807587	
0.100000	0.900000	3.155796	63.750278	94.161841	71.588341	
0.100000	0.900000	3.157810	63.945180	94.170482	71.756668	
0.100000	0.900000	3.159818	64.072969	94.179067	72.396072	
0.100000	0.900000	3.161822	64.146693	94.187599	72.503700	
0.100000	0.900000	3.163821	64.170032	94.205935	72.937393	
0.100000	0.900000	3.165814	64.276548	94.216785	73.235550	
0.100000	0.900000	3.167803	64.360217	94.230016	73.761093	
0.100000	0.900000	3.169786	64.410904	94.243164	74.028877	
0.100000	0.900000	3.171765	64.541107	94.251363	74.480118	
0.100000	0.900000	3.173739	64.648449	94.254658	75.014481	
0.100000	0.900000	3.175708	64.712913	94.265190	74.388489	
0.100000	0.900000	3.177672	64.812959	94.278067	74.962097	
0.100000	0.900000	3.179631	64.896604	94.286058	75.748695	
0.100000	0.900000	3.181585	64.939990	94.298792	76.087631	
0.100000	0.900000	3.183534	65.007270	94.309060	76.375366	
0.100000	0.900000	3.185479	65.059129	94.324028	76.674683	
0.100000	0.900000	3.187419	65.120365	94.336531	76.682770	
0.100000	0.900000	3.189354	65.164807	94.351326	76.828369	
0.100000	0.900000	3.191285	65.236134	94.363671	76.772293	
0.100000	0.900000	3.193211	65.389001	94.368882	76.900818	
0.100000	0.900000	3.195132	65.506695	94.374062	76.957321	
0.100000	0.900000	3.197049	65.537434	94.390906	77.283661	
0.100000	0.900000	3.198961	65.600466	94.402985	77.416290	
0.100000	0.900000	3.200869	65.679530	94.410342	77.669205	
0.100000	0.900000	3.202772	65.748978	94.415338	77.913742	
0.100000	0.900000	3.204670	65.796840	94.424926	78.063126	
0.100000	0.900000	3.206564	65.876068	94.432153	78.094208	
0.100000	0.900000	3.208454	65.924318	94.441636	78.421280	
0.100000	0.900000	3.210339	65.964870	94.455645	78.702614	
0.100000	0.900000	3.212220	66.005599	94.469572	78.892731	
0.100000	0.900000	3.214096	66.080034	94.478863	79.259171	
0.100000	0.900000	3.215968	66.168998	94.488100	79.665817	
0.100000	0.900000	3.217835	66.194040	94.504076	80.385941	
0.100000	0.900000	3.219699	66.235769	94.513186	80.818024	
0.100000	0.900000	3.221558	66.321295	94.519993	81.099609	
0.100000	0.900000	3.223412	66.478889	94.517780	80.871628	
0.100000	0.900000	3.225263	66.620522	94.520057	81.418098	
0.100000	0.900000	3.227109	66.705859	94.524554	81.566528	
0.100000	0.900000	3.228951	66.732952	94.537927	82.162979	
0.100000	0.900000	3.230789	66.760731	94.551225	81.663681	
0.100000	0.900000	3.232622	66.801194	94.562234	81.759071	
0.100000	0.900000	3.234452	66.881062	94.566561	82.320183	
0.100000	0.900000	3.236277	66.954580	94.573063	82.638992	
0.100000	0.900000	3.238098	67.065234	94.581724	83.078743	
0.100000	0.900000	3.239915	67.118199	94.592525	83.298981	
0.100000	0.900000	3.241728	67.177439	94.603265	83.350609	
0.100000	0.900000	3.243537	67.244282	94.609593	83.405754	
0.100000	0.900000	3.245342	67.346103	94.613715	83.249275	
0.100000	0.900000	3.247143	67.408491	94.619979	83.311539	
0.100000	0.900000	3.248940	67.486642	94.630525	83.135315	
0.100000	0.900000	3.250733	67.623062	94.634556	83.290245	
0.100000	0.900000	3.252522	67.663153	94.647150	82.986816	
0.100000	0.900000	3.254307	67.734472	94.657534	82.922104	
0.100000	0.900000	3.256089	67.770823	94.667862	82.819305	
0.100000	0.900000	3.257866	67.792371	94.682391	83.025917	
0.100000	0.900000	3.259639	67.869476	94.690472	83.169495	
0.100000	0.900000	3.261409	67.953237	94.694275	83.136230	
0.100000	0.900000	3.263175	67.973159	94.708615	83.437241	
0.100000	0.900000	3.264937	67.999798	94.722877	83.871887	
0.100000	0.900000	3.266695	68.050203	94.732863	84.333420	
0.100000	0.900000	3.268449	68.067591	94.744889	84.410881	
0.100000	0.900000	3.270200	68.117960	94.752674	84.717651	
0.100000	0.900000	3.271947	68.159256	94.764583	84.597931	
0.100000	0.900000	3.273690	68.184798	94.774352	84.549271	
0.100000	0.900000	3.275430	68.244896	94.781996	84.797859	
0.100000	0.900000	3.277165	68.294058	94.789600	84.830124	
0.100000	0.900000	3.278898	68.315581	94.803348	84.746109	
0.100000	0.900000	3.280626	68.362658	94.812911	85.209290	
0.100000	0.900000	3.282351	68.450918	94.814222	85.596756	
0.100000	0.900000	3.284072	68.491894	94.825753	85.670547	
0.100000	0.900000	3.285790	68.556748	94.833143	85.808502	
0.100000	0.900000	3.287504	68.608329	94.838460	85.850510	
0.100000	0.900000	3.289214	68.654070	94.845779	86.164398	
0.100000	0.900000	3.290921	68.691475	94.855084	86.743958	
0.100000	0.900000	3.292624	68.757626	94.862322	86.814240	
0.100000	0.900000	3.294324	68.783399	94.873550	87.080948	
0.100000	0.900000	3.296021	68.839767	94.882712	87.220436	
0.100000	0.900000	3.297713	68.907262	94.889824	87.227295	
0.100000	0.900000	3.299403	68.971777	94.896899	87.174011	
0.100000	0.900000	3.301089	68.995711	94.907924	87.342651	
0.100000	0.900000	3.302771	69.048814	94.914917	87.468613	
0.100000	0.900000	3.304450	69.107875	94.919892	87.684601	
0.100000	0.900000	3.306126	69.211556	94.922864	88.179764	
0.100000	0.900000	3.307798	69.298992	94.929766	88.418030	
0.100000	0.900000	3.309467	69.327275	94.940570	88.416946	
0.100000	0.900000	3.311133	69.378162	94.945430	88.334671	
0.100000	0.900000	3.312795	69.434400	94.952224	88.565506	
0.100000	0.900000	3.314454	69.468304	94.962891	88.984459	
0.100000	0.900000	3.316110	69.584731	94.963762	89.129410	
0.100000	0.900000	3.317762	69.629793	94.972404	89.071854	
0.100000	0.900000	3.319411	69.722134	94.981002	89.217438	
0.100000	0.900000	3.321057	69.751362	94.989558	89.321175	
0.100000	0.900000	3.322699	69.812756	94.996142	89.553467	
0.100000	0.900000	3.324338	69.830366	95.006542	89.649170	
0.100000	0.900000	3.325974	69.888479	95.013053	89.795532	
0.100000	0.900000	3.327607	69.909923	95.023361	90.273712	
0.100000	0.900000	3.329237	69.966129	95.033619	90.557053	
0.100000	0.900000	3.330863	70.041580	95.041921	90.610367	
0.100000	0.900000	3.332486	70.102920	95.048282	90.513412	
0.100000	0.900000	3.334106	70.127618	95.058404	90.461838	
0.100000	0.900000	3.335723	70.162607	95.068478	90.447311	
0.100000	0.900000	3.337337	70.193084	95.076615	90.334076	
0.100000	0.900000	3.338948	70.224304	95.086596	90.095047	
0.100000	0.900000	3.340555	70.262871	95.094651	90.214371	
0.100000	0.900000	3.342160	70.304756	95.104541	90.350441	
0.100000	0.900000	3.343761	70.347997	95.110646	90.518021	
0.100000	0.900000	3.345360	70.376549	95.120450	90.551331	
0.100000	0.900000	3.346955	70.461311	95.126488	90.596817	
0.100000	0.900000	3.348547	70.524112	95.132497	90.974396	
0.100000	0.900000	3.350136	70.568634	95.138477	90.754883	
0.100000	0.900000	3.351723	70.672735	95.142583	90.707642	
0.100000	0.900000	3.353306	70.699253	95.150354	90.937454	
0.100000	0.900000	3.354886	70.719704	95.161765	91.249588	
0.100000	0.900000	3.356463	70.781958	95.167620	91.389252	
0.100000	0.900000	3.358038	70.833748	95.175278	91.574364	
0.100000	0.900000	3.359609	70.889087	95.181075	91.505905	
0.100000	0.900000	3.361178	70.955029	95.185023	91.208755	
0.100000	0.900000	3.362743	70.989135	95.192587	91.319427	
0.100000	0.900000	3.364306	71.113114	95.198303	91.301651	
0.100000	0.900000	3.365865	71.143481	95.205802	91.087463	
0.100000	0.900000	3.367422	71.164248	95.215069	90.917549	
0.100000	0.900000	3.368976	71.215450	95.224294	90.875008	
0.100000	0.900000	3.370527	71.276444	95.228089	91.117340	
0.100000	0.900000	3.372076	71.307885	95.235450	90.899521	
0.100000	0.900000	3.373621	71.356360	95.242777	91.059166	
0.100000	0.900000	3.375164	71.405729	95.250071	91.426392	
0.100000	0.900000	3.376703	71.476928	95.257332	91.738449	
0.100000	0.900000	3.378240	71.547458	95.261009	91.708923	
0.100000	0.900000	3.379774	71.569885	95.269983	91.880775	
0.100000	0.900000	3.381306	71.582001	95.278917	91.853683	
0.100000	0.900000	3.382834	71.618435	95.287810	91.772476	
0.100000	0.900000	3.384360	71.686215	95.296664	91.985252	
0.100000	0.900000	3.385883	71.788210	95.300211	92.044174	
0.100000	0.900000	3.387404	71.829673	95.305493	92.124924	
0.100000	0.900000	3.388921	71.841004	95.315996	91.858925	
0.100000	0.900000	3.390436	71.873037	95.324707	91.791809	
0.100000	0.900000	3.391949	71.930034	95.331640	91.756340	
