Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000158	0.002303	14.510000	10.000000	
0.000145	0.002323	22.022000	10.000000	
0.000132	0.002500	28.036000	10.060000	
0.000125	0.002715	31.954000	10.050000	
0.000122	0.002484	33.198000	13.840000	
0.000116	0.002061	37.452000	25.340000	
0.000111	0.001814	40.168000	34.490000	
0.000108	0.001654	42.570000	39.450000	
0.000104	0.001606	45.076000	41.350000	
0.000101	0.001421	46.214000	47.090000	
0.000097	0.001498	49.040000	45.330000	
0.000096	0.001603	49.914000	45.130000	
0.000092	0.001352	51.814000	49.540000	
0.000088	0.001441	54.292000	49.330000	
0.000087	0.001651	55.224000	44.950000	
0.000087	0.001643	55.000000	47.320000	
0.000083	0.001243	56.930000	54.170000	
0.000079	0.001253	59.420000	55.100000	
0.000076	0.001361	60.670000	52.090000	
0.000075	0.001164	60.988000	59.460000	
