Train Loss	Valid Loss	Train Acc.	Valid Acc.	Grad Norm	Noise Record	
0.000702	25.187724	14.820000	9.970000	12.737521	0.000422	
0.000535	0.046262	22.460000	11.190000	2.628449	0.000196	
0.000492	0.001951	27.422000	27.180000	1.909015	0.000147	
0.000470	0.001850	30.414000	29.100000	2.545445	0.000122	
0.000445	0.001757	34.284000	33.770000	2.694528	0.000106	
0.000421	0.001616	38.228000	38.320000	2.498304	0.000095	
0.000412	0.001711	40.520000	34.580000	3.566026	0.000087	
0.000396	0.001453	43.278000	44.690000	3.332416	0.000080	
0.000373	0.001392	47.092000	48.160000	3.311261	0.000075	
0.000359	0.001448	49.170000	47.700000	3.992326	0.000071	
0.000343	0.001421	51.520000	47.980000	3.978090	0.000067	
0.000331	0.001275	53.736000	52.810000	4.100880	0.000064	
0.000315	0.001389	56.022000	50.560000	4.528115	0.000061	
0.000309	0.001390	57.274000	50.840000	5.036474	0.000058	
0.000293	0.001186	59.440000	57.420000	4.095867	0.000056	
0.000285	0.001125	60.802000	59.850000	4.779473	0.000054	
0.000266	0.001139	63.364000	59.060000	3.875153	0.000052	
0.000261	0.001120	64.166000	60.120000	4.803832	0.000050	
0.000242	0.001288	67.144000	56.160000	3.746404	0.000049	
0.000243	0.001038	66.560000	64.240000	4.789677	0.000048	
0.000228	0.000964	68.886000	66.570000	4.164048	0.000046	
0.000211	0.001024	71.024000	63.990000	3.972272	0.000045	
0.000206	0.000914	71.860000	68.340000	4.218804	0.000044	
0.000200	0.000994	72.874000	65.220000	4.540224	0.000043	
0.000195	0.001163	73.252000	62.840000	4.183838	0.000042	
0.000187	0.000904	74.398000	69.790000	3.902920	0.000041	
0.000181	0.001070	75.458000	64.880000	4.205267	0.000040	
0.000175	0.000798	76.166000	73.280000	3.946571	0.000039	
0.000166	0.000795	77.312000	72.650000	3.963783	0.000039	
0.000162	0.000857	78.046000	72.580000	4.107834	0.000038	
0.000151	0.000724	79.332000	75.110000	3.769007	0.000037	
0.000143	0.000704	80.746000	76.210000	3.517492	0.000037	
0.000144	0.000780	80.510000	73.730000	4.314844	0.000036	
0.000141	0.000756	81.014000	74.620000	3.878027	0.000035	
0.000134	0.000741	81.750000	75.730000	3.901716	0.000035	
0.000123	0.000706	83.414000	77.170000	3.492257	0.000034	
0.000120	0.000604	83.632000	79.720000	3.586340	0.000034	
0.000114	0.000653	84.804000	78.120000	3.427423	0.000033	
0.000111	0.000633	85.052000	79.060000	3.579690	0.000033	
0.000105	0.000630	85.994000	79.930000	3.447535	0.000032	
0.000103	0.000562	86.204000	80.710000	3.678519	0.000032	
