%	Unnamed: 0	iteration	mu1
20002	20003	0	0.376220964
20003	20004	0.0001	0.116453599
20004	20005	0.0002	0.116320583
20005	20006	0.0003	0.116089506
20006	20007	0.0004	0.115867996
20007	20008	0.0005	0.115440366
20008	20009	0.0006	0.11525594
20009	20010	0.0007	0.115194652
20010	20011	0.0008	0.115044265
20011	20012	0.0009	0.114962728
20012	20013	0.001	0.114884537
20013	20014	0.0011	0.114702444
20014	20015	0.0012	0.114530514
20015	20016	0.0013	0.114306827
20016	20017	0.0014	0.114067267
20017	20018	0.0015	0.113836306
20018	20019	0.0016	0.11356614
20019	20020	0.0017	0.113290442
20020	20021	0.0018	0.113019131
20021	20022	0.0019	0.112776646
20022	20023	0.002	0.112571817
20023	20024	0.0021	0.112371251
20024	20025	0.0022	0.112200925
20025	20026	0.0023	0.112063499
20026	20027	0.0024	0.11191196
20027	20028	0.0025	0.111774585
20028	20029	0.0026	0.111624001
20029	20030	0.0027	0.111480202
20030	20031	0.0028	0.111342395
20031	20032	0.0029	0.111200019
20032	20033	0.003	0.111068245
20033	20034	0.0031	0.110943079
20034	20035	0.0032	0.110815048
20035	20036	0.0033	0.110716282
20036	20037	0.0034	0.110604035
20037	20038	0.0035	0.110508565
20038	20039	0.0036	0.110412846
20039	20040	0.0037	0.110311484
20040	20041	0.0038	0.110214889
20041	20042	0.0039	0.110141444
20042	20043	0.004	0.110050367
20043	20044	0.0041	0.109969372
20044	20045	0.0042	0.109918245
20045	20046	0.0043	0.109874616
20046	20047	0.0044	0.109819026
20047	20048	0.0045	0.109756789
20048	20049	0.0046	0.109698081
20049	20050	0.0047	0.109635278
20050	20051	0.0048	0.109584613
20051	20052	0.0049	0.109523441
20052	20053	0.005	0.109457684
20053	20054	0.0051	0.10938365
20054	20055	0.0052	0.109299737
20055	20056	0.0053	0.109225663
20056	20057	0.0054	0.10914628
20057	20058	0.0055	0.109067047
20058	20059	0.0056	0.108987644
20059	20060	0.0057	0.108916803
20060	20061	0.0058	0.108831677
20061	20062	0.0059	0.108750077
20062	20063	0.006	0.108656154
20063	20064	0.0061	0.108570358
20064	20065	0.0062	0.108469102
20065	20066	0.0063	0.108371413
20066	20067	0.0064	0.108278844
20067	20068	0.0065	0.108183597
20068	20069	0.0066	0.108085981
20069	20070	0.0067	0.107987602
20070	20071	0.0068	0.107901965
20071	20072	0.0069	0.107811146
20072	20073	0.007	0.10770474
20073	20074	0.0071	0.107604284
20074	20075	0.0072	0.10750893
20075	20076	0.0073	0.107409073
20076	20077	0.0074	0.107302751
20077	20078	0.0075	0.107193739
20078	20079	0.0076	0.107093356
20079	20080	0.0077	0.107001065
20080	20081	0.0078	0.106912485
20081	20082	0.0079	0.106826142
20082	20083	0.008	0.106739749
20083	20084	0.0081	0.10664635
20084	20085	0.0082	0.106551257
20085	20086	0.0083	0.106456888
20086	20087	0.0084	0.10636538
20087	20088	0.0085	0.106271638
20088	20089	0.0086	0.106174503
20089	20090	0.0087	0.106087515
20090	20091	0.0088	0.106004943
20091	20092	0.0089	0.10591693
20092	20093	0.009	0.105836735
20093	20094	0.0091	0.105756715
20094	20095	0.0092	0.105669343
20095	20096	0.0093	0.105584983
20096	20097	0.0094	0.105496453
20097	20098	0.0095	0.105408289
20098	20099	0.0096	0.105321905
20099	20100	0.0097	0.105234856
20100	20101	0.0098	0.105152823
20101	20102	0.0099	0.105067497
20102	20103	0.01	0.104984173
20103	20104	0.0101	0.104903577
20104	20105	0.0102	0.104826787
20105	20106	0.0103	0.104746527
20106	20107	0.0104	0.104674073
20107	20108	0.0105	0.104600967
20108	20109	0.0106	0.104525257
20109	20110	0.0107	0.104456696
20110	20111	0.0108	0.104392634
20111	20112	0.0109	0.104336275
20112	20113	0.011	0.104277645
20113	20114	0.0111	0.104225189
20114	20115	0.0112	0.104166997
20115	20116	0.0113	0.104115059
20116	20117	0.0114	0.10405688
20117	20118	0.0115	0.103998084
20118	20119	0.0116	0.103936321
20119	20120	0.0117	0.103875155
20120	20121	0.0118	0.103815108
20121	20122	0.0119	0.103747685
20122	20123	0.012	0.103688315
20123	20124	0.0121	0.103628001
20124	20125	0.0122	0.103574001
20125	20126	0.0123	0.103517625
20126	20127	0.0124	0.103458043
20127	20128	0.0125	0.103402742
20128	20129	0.0126	0.103343802
20129	20130	0.0127	0.103283133
20130	20131	0.0128	0.103221355
20131	20132	0.0129	0.103156509
20132	20133	0.013	0.103086275
20133	20134	0.0131	0.103022096
20134	20135	0.0132	0.102964488
20135	20136	0.0133	0.102897855
20136	20137	0.0134	0.102825401
20137	20138	0.0135	0.102756246
20138	20139	0.0136	0.102693936
20139	20140	0.0137	0.102632292
20140	20141	0.0138	0.10256911
20141	20142	0.0139	0.10251199
20142	20143	0.014	0.102453079
20143	20144	0.0141	0.102389945
20144	20145	0.0142	0.102330654
20145	20146	0.0143	0.102270695
20146	20147	0.0144	0.102209692
20147	20148	0.0145	0.102149835
20148	20149	0.0146	0.102078987
20149	20150	0.0147	0.102008216
20150	20151	0.0148	0.101933288
20151	20152	0.0149	0.101854905
20152	20153	0.015	0.101773655
20153	20154	0.0151	0.101695865
20154	20155	0.0152	0.101623433
20155	20156	0.0153	0.10154611
20156	20157	0.0154	0.101466122
20157	20158	0.0155	0.101389283
20158	20159	0.0156	0.101315032
20159	20160	0.0157	0.101241884
20160	20161	0.0158	0.101170156
20161	20162	0.0159	0.101104952
20162	20163	0.016	0.1010345
20163	20164	0.0161	0.10096993
20164	20165	0.0162	0.10090589
20165	20166	0.0163	0.100842105
20166	20167	0.0164	0.100778205
20167	20168	0.0165	0.100711903
20168	20169	0.0166	0.100645327
20169	20170	0.0167	0.100571141
20170	20171	0.0168	0.100500858
20171	20172	0.0169	0.100432193
20172	20173	0.017	0.100360937
20173	20174	0.0171	0.10029054
20174	20175	0.0172	0.10022594
20175	20176	0.0173	0.100162446
20176	20177	0.0174	0.100097335
20177	20178	0.0175	0.100029796
20178	20179	0.0176	0.099963335
20179	20180	0.0177	0.099895095
20180	20181	0.0178	0.099824265
20181	20182	0.0179	0.099752858
20182	20183	0.018	0.099683452
20183	20184	0.0181	0.099616196
20184	20185	0.0182	0.099549876
20185	20186	0.0183	0.099483616
20186	20187	0.0184	0.099415764
20187	20188	0.0185	0.099349784
20188	20189	0.0186	0.099283808
20189	20190	0.0187	0.09921468
20190	20191	0.0188	0.099148269
20191	20192	0.0189	0.099076636
20192	20193	0.019	0.099008395
20193	20194	0.0191	0.098938859
20194	20195	0.0192	0.098870025
20195	20196	0.0193	0.098799573
20196	20197	0.0194	0.098730553
20197	20198	0.0195	0.098658238
20198	20199	0.0196	0.098582465
20199	20200	0.0197	0.098507819
20200	20201	0.0198	0.098428675
20201	20202	0.0199	0.098345873
20202	20203	0.02	0.09826459
20203	20204	0.0201	0.098185683
20204	20205	0.0202	0.09810643
20205	20206	0.0203	0.098027582
20206	20207	0.0204	0.097950307
20207	20208	0.0205	0.097873284
20208	20209	0.0206	0.097797947
20209	20210	0.0207	0.097722115
20210	20211	0.0208	0.097648999
20211	20212	0.0209	0.097568845
20212	20213	0.021	0.097491562
20213	20214	0.0211	0.097414051
20214	20215	0.0212	0.097336374
20215	20216	0.0213	0.09725884
20216	20217	0.0214	0.097180419
20217	20218	0.0215	0.097098026
20218	20219	0.0216	0.097016894
20219	20220	0.0217	0.096935285
20220	20221	0.0218	0.096853087
20221	20222	0.0219	0.096768649
20222	20223	0.022	0.096684923
20223	20224	0.0221	0.096597415
20224	20225	0.0222	0.096512005
20225	20226	0.0223	0.096424651
20226	20227	0.0224	0.09633902
20227	20228	0.0225	0.096251289
20228	20229	0.0226	0.096164374
20229	20230	0.0227	0.096074866
20230	20231	0.0228	0.095984475
20231	20232	0.0229	0.095895854
20232	20233	0.023	0.095808179
20233	20234	0.0231	0.095715419
20234	20235	0.0232	0.095623496
20235	20236	0.0233	0.095533
20236	20237	0.0234	0.095442589
20237	20238	0.0235	0.095352706
20238	20239	0.0236	0.095262812
20239	20240	0.0237	0.095178131
20240	20241	0.0238	0.095090823
20241	20242	0.0239	0.09500468
20242	20243	0.024	0.094919378
20243	20244	0.0241	0.094830745
20244	20245	0.0242	0.09474135
20245	20246	0.0243	0.094654265
20246	20247	0.0244	0.09456181
20247	20248	0.0245	0.094471516
20248	20249	0.0246	0.094379907
20249	20250	0.0247	0.094291711
20250	20251	0.0248	0.094204953
20251	20252	0.0249	0.094118779
20252	20253	0.025	0.09403425
20253	20254	0.0251	0.093953348
20254	20255	0.0252	0.093873677
20255	20256	0.0253	0.093790543
20256	20257	0.0254	0.093709085
20257	20258	0.0255	0.093627595
20258	20259	0.0256	0.093550698
20259	20260	0.0257	0.093466858
20260	20261	0.0258	0.093383661
20261	20262	0.0259	0.0933018
20262	20263	0.026	0.093219287
20263	20264	0.0261	0.093134816
20264	20265	0.0262	0.093048431
20265	20266	0.0263	0.092962102
20266	20267	0.0264	0.092876216
20267	20268	0.0265	0.092789468
20268	20269	0.0266	0.092702722
20269	20270	0.0267	0.092612584
20270	20271	0.0268	0.092523906
20271	20272	0.0269	0.092431296
20272	20273	0.027	0.092339745
20273	20274	0.0271	0.092248758
20274	20275	0.0272	0.092157475
20275	20276	0.0273	0.0920646
20276	20277	0.0274	0.091972927
20277	20278	0.0275	0.091880262
20278	20279	0.0276	0.09178647
20279	20280	0.0277	0.091690901
20280	20281	0.0278	0.091598039
20281	20282	0.0279	0.091503878
20282	20283	0.028	0.091409944
20283	20284	0.0281	0.091318129
20284	20285	0.0282	0.091225191
20285	20286	0.0283	0.091132725
20286	20287	0.0284	0.09104157
20287	20288	0.0285	0.090947443
20288	20289	0.0286	0.090852501
20289	20290	0.0287	0.090757247
20290	20291	0.0288	0.090663773
20291	20292	0.0289	0.09057094
20292	20293	0.029	0.090478097
20293	20294	0.0291	0.090384418
20294	20295	0.0292	0.090288981
20295	20296	0.0293	0.09019448
20296	20297	0.0294	0.090100578
20297	20298	0.0295	0.090009038
20298	20299	0.0296	0.089919532
20299	20300	0.0297	0.089831358
20300	20301	0.0298	0.089744664
20301	20302	0.0299	0.089656574
20302	20303	0.03	0.089569953
20303	20304	0.0301	0.089482474
20304	20305	0.0302	0.089395833
20305	20306	0.0303	0.089309968
20306	20307	0.0304	0.089225094
20307	20308	0.0305	0.089140392
20308	20309	0.0306	0.089057402
20309	20310	0.0307	0.088973097
20310	20311	0.0308	0.088889208
20311	20312	0.0309	0.088803299
20312	20313	0.031	0.088718026
20313	20314	0.0311	0.088631064
20314	20315	0.0312	0.088543696
20315	20316	0.0313	0.088455907
20316	20317	0.0314	0.088367683
20317	20318	0.0315	0.088281372
20318	20319	0.0316	0.088195683
20319	20320	0.0317	0.088110954
20320	20321	0.0318	0.088025543
20321	20322	0.0319	0.087942134
20322	20323	0.032	0.087858103
20323	20324	0.0321	0.087773201
20324	20325	0.0322	0.087688387
20325	20326	0.0323	0.087604848
20326	20327	0.0324	0.087519195
20327	20328	0.0325	0.08743143
20328	20329	0.0326	0.08734123
20329	20330	0.0327	0.087251113
20330	20331	0.0328	0.087157285
20331	20332	0.0329	0.087062805
20332	20333	0.033	0.086967199
20333	20334	0.0331	0.086874646
20334	20335	0.0332	0.086781297
20335	20336	0.0333	0.086686511
20336	20337	0.0334	0.086593947
20337	20338	0.0335	0.086501535
20338	20339	0.0336	0.086410208
20339	20340	0.0337	0.086317586
20340	20341	0.0338	0.086224569
20341	20342	0.0339	0.086129484
20342	20343	0.034	0.086033913
20343	20344	0.0341	0.085938157
20344	20345	0.0342	0.085844677
20345	20346	0.0343	0.085749028
20346	20347	0.0344	0.085654647
20347	20348	0.0345	0.085558659
20348	20349	0.0346	0.085461192
20349	20350	0.0347	0.085364746
20350	20351	0.0348	0.085270078
20351	20352	0.0349	0.085172957
20352	20353	0.035	0.085077294
20353	20354	0.0351	0.084983913
20354	20355	0.0352	0.084888562
20355	20356	0.0353	0.084796087
20356	20357	0.0354	0.084703231
