,Unnamed: 0,iteration,mu1,algo
20114,20115,0.0112,0.104166996623991,isaemvr
20115,20116,0.0113,0.104115059364956,isaemvr
20116,20117,0.0114,0.104056880175991,isaemvr
20117,20118,0.0115,0.10399808377987599,isaemvr
20118,20119,0.0116,0.103936321035397,isaemvr
20119,20120,0.0117,0.10387515528388801,isaemvr
20120,20121,0.0118,0.103815107598208,isaemvr
20121,20122,0.0119,0.103747684534364,isaemvr
20122,20123,0.012,0.103688314714391,isaemvr
20123,20124,0.0121,0.10362800082447302,isaemvr
20124,20125,0.0122,0.10357400088642901,isaemvr
20125,20126,0.0123,0.10351762521986699,isaemvr
20126,20127,0.0124,0.103458043045982,isaemvr
20127,20128,0.0125,0.103402742320319,isaemvr
20128,20129,0.0126,0.10334380203532999,isaemvr
20129,20130,0.0127,0.10328313274795402,isaemvr
20130,20131,0.0128,0.10322135528252901,isaemvr
20131,20132,0.0129,0.10315650858409,isaemvr
20132,20133,0.013000000000000001,0.10308627544988301,isaemvr
20133,20134,0.0131,0.10302209561687199,isaemvr
20134,20135,0.0132,0.102964488002964,isaemvr
20135,20136,0.0133,0.102897855241422,isaemvr
20136,20137,0.0134,0.102825401275646,isaemvr
20137,20138,0.0135,0.10275624612557001,isaemvr
20138,20139,0.0136,0.10269393566131302,isaemvr
20139,20140,0.0137,0.102632292072048,isaemvr
20140,20141,0.0138,0.102569110012227,isaemvr
20141,20142,0.0139,0.10251198988609901,isaemvr
20142,20143,0.013999999999999999,0.10245307916837501,isaemvr
20143,20144,0.0141,0.102389944931593,isaemvr
20144,20145,0.0142,0.10233065410416599,isaemvr
20145,20146,0.0143,0.10227069511482902,isaemvr
20146,20147,0.0144,0.102209691843331,isaemvr
20147,20148,0.0145,0.10214983492967401,isaemvr
20148,20149,0.0146,0.102078987368786,isaemvr
20149,20150,0.0147,0.10200821583332499,isaemvr
20150,20151,0.0148,0.101933288356298,isaemvr
20151,20152,0.0149,0.101854904793019,isaemvr
20152,20153,0.015,0.10177365473225901,isaemvr
20153,20154,0.0151,0.101695865048355,isaemvr
20154,20155,0.0152,0.10162343254683699,isaemvr
20155,20156,0.0153,0.10154611045728,isaemvr
20156,20157,0.0154,0.101466122149994,isaemvr
20157,20158,0.0155,0.10138928296980802,isaemvr
20158,20159,0.0156,0.10131503225271199,isaemvr
20159,20160,0.0157,0.101241884335819,isaemvr
20160,20161,0.0158,0.10117015629005098,isaemvr
20161,20162,0.0159,0.101104951929288,isaemvr
20162,20163,0.016,0.10103450005005499,isaemvr
20163,20164,0.0161,0.100969929662815,isaemvr
20164,20165,0.0162,0.10090589015846001,isaemvr
20165,20166,0.0163,0.100842104663593,isaemvr
20166,20167,0.0164,0.100778205009066,isaemvr
20167,20168,0.0165,0.10071190262829902,isaemvr
20168,20169,0.0166,0.10064532748103801,isaemvr
20169,20170,0.0167,0.10057114087081401,isaemvr
20170,20171,0.0168,0.100500858488253,isaemvr
20171,20172,0.0169,0.100432193334615,isaemvr
20172,20173,0.017,0.10036093653405499,isaemvr
20173,20174,0.0171,0.100290540477195,isaemvr
20174,20175,0.0172,0.100225939843015,isaemvr
20175,20176,0.0173,0.10016244612095,isaemvr
20176,20177,0.0174,0.10009733452835301,isaemvr
20177,20178,0.0175,0.100029796264013,isaemvr
20178,20179,0.0176,0.09996333478628999,isaemvr
20179,20180,0.0177,0.0998950950825447,isaemvr
20180,20181,0.0178,0.0998242645846142,isaemvr
20181,20182,0.0179,0.09975285785395699,isaemvr
20182,20183,0.018000000000000002,0.0996834522220793,isaemvr
20183,20184,0.0181,0.09961619613214,isaemvr
20184,20185,0.0182,0.09954987589349301,isaemvr
20185,20186,0.0183,0.0994836160886336,isaemvr
20186,20187,0.0184,0.0994157637298193,isaemvr
20187,20188,0.0185,0.0993497844854329,isaemvr
20188,20189,0.0186,0.0992838083954568,isaemvr
20189,20190,0.0187,0.0992146804093084,isaemvr
20190,20191,0.0188,0.0991482693358391,isaemvr
20191,20192,0.0189,0.0990766364084362,isaemvr
20192,20193,0.019,0.0990083945857582,isaemvr
20193,20194,0.0191,0.0989388589200109,isaemvr
20194,20195,0.0192,0.0988700251809767,isaemvr
20195,20196,0.0193,0.09879957291872501,isaemvr
20196,20197,0.0194,0.0987305534806155,isaemvr
20197,20198,0.0195,0.0986582384482833,isaemvr
20198,20199,0.0196,0.0985824645015965,isaemvr
20199,20200,0.0197,0.09850781885100099,isaemvr
20200,20201,0.0198,0.0984286745954797,isaemvr
20201,20202,0.0199,0.0983458732520918,isaemvr
20202,20203,0.02,0.0982645903358111,isaemvr
20203,20204,0.0201,0.0981856834645483,isaemvr
20204,20205,0.0202,0.0981064295172416,isaemvr
20205,20206,0.0203,0.0980275822207116,isaemvr
20206,20207,0.0204,0.0979503073081969,isaemvr
20207,20208,0.0205,0.09787328399417501,isaemvr
20208,20209,0.0206,0.0977979466311369,isaemvr
20209,20210,0.0207,0.0977221151344793,isaemvr
20210,20211,0.0208,0.0976489989439631,isaemvr
20211,20212,0.0209,0.0975688454993514,isaemvr
20212,20213,0.021,0.0974915619943342,isaemvr
20213,20214,0.0211,0.0974140512987378,isaemvr
20214,20215,0.0212,0.0973363735124167,isaemvr
20215,20216,0.0213,0.0972588402433794,isaemvr
20216,20217,0.0214,0.0971804186975728,isaemvr
20217,20218,0.0215,0.0970980257596425,isaemvr
20218,20219,0.0216,0.0970168940679184,isaemvr
20219,20220,0.0217,0.0969352849735976,isaemvr
20220,20221,0.0218,0.0968530869877041,isaemvr
20221,20222,0.0219,0.0967686493927755,isaemvr
20222,20223,0.022000000000000002,0.0966849227615001,isaemvr
20223,20224,0.0221,0.0965974147491271,isaemvr
20224,20225,0.0222,0.0965120050197667,isaemvr
20225,20226,0.0223,0.0964246511919229,isaemvr
20226,20227,0.0224,0.0963390202115238,isaemvr
20227,20228,0.0225,0.0962512892006401,isaemvr
20228,20229,0.0226,0.0961643740384956,isaemvr
20229,20230,0.0227,0.0960748663825687,isaemvr
20230,20231,0.0228,0.0959844748365298,isaemvr
20231,20232,0.0229,0.0958958536281697,isaemvr
20232,20233,0.023,0.0958081787146044,isaemvr
20233,20234,0.0231,0.0957154193365037,isaemvr
20234,20235,0.0232,0.0956234960152746,isaemvr
20235,20236,0.0233,0.0955329997242665,isaemvr
20236,20237,0.0234,0.0954425885919311,isaemvr
20237,20238,0.0235,0.0953527060780419,isaemvr
20238,20239,0.0236,0.095262812182618,isaemvr
20239,20240,0.0237,0.0951781307658777,isaemvr
20240,20241,0.0238,0.0950908232065414,isaemvr
20241,20242,0.0239,0.0950046795699497,isaemvr
20242,20243,0.024,0.0949193783981128,isaemvr
20243,20244,0.0241,0.094830745456135,isaemvr
20244,20245,0.0242,0.0947413502624755,isaemvr
20245,20246,0.0243,0.0946542649673412,isaemvr
20246,20247,0.0244,0.0945618099772231,isaemvr
20247,20248,0.0245,0.0944715159130767,isaemvr
20248,20249,0.0246,0.0943799071184283,isaemvr
20249,20250,0.0247,0.0942917113972963,isaemvr
20250,20251,0.0248,0.094204953013891,isaemvr
20251,20252,0.0249,0.0941187786054929,isaemvr
20252,20253,0.025,0.0940342497489945,isaemvr
20253,20254,0.0251,0.0939533476803899,isaemvr
20254,20255,0.0252,0.0938736769327956,isaemvr
20255,20256,0.0253,0.0937905430890502,isaemvr
20256,20257,0.0254,0.0937090846365415,isaemvr
20257,20258,0.0255,0.0936275950582802,isaemvr
20258,20259,0.0256,0.0935506978045005,isaemvr
20259,20260,0.0257,0.0934668576832164,isaemvr
20260,20261,0.0258,0.0933836609459195,isaemvr
20261,20262,0.0259,0.0933017999598877,isaemvr
20262,20263,0.026000000000000002,0.093219286570744,isaemvr
20263,20264,0.0261,0.0931348159896857,isaemvr
20264,20265,0.0262,0.0930484313847031,isaemvr
20265,20266,0.0263,0.0929621015985203,isaemvr
20266,20267,0.0264,0.0928762161777276,isaemvr
20267,20268,0.0265,0.0927894676416931,isaemvr
20268,20269,0.0266,0.0927027224590253,isaemvr
20269,20270,0.0267,0.0926125841336066,isaemvr
20270,20271,0.0268,0.0925239064293942,isaemvr
20271,20272,0.0269,0.0924312955734844,isaemvr
20272,20273,0.027000000000000003,0.0923397454771833,isaemvr
20273,20274,0.0271,0.0922487578943601,isaemvr
20274,20275,0.0272,0.0921574745030153,isaemvr
20275,20276,0.0273,0.0920646000500717,isaemvr
20276,20277,0.0274,0.0919729267161661,isaemvr
20277,20278,0.0275,0.091880261722499,isaemvr
20278,20279,0.0276,0.0917864696318931,isaemvr
20279,20280,0.0277,0.0916909006154336,isaemvr
20280,20281,0.0278,0.0915980392372676,isaemvr
20281,20282,0.0279,0.0915038776197613,isaemvr
20282,20283,0.027999999999999997,0.0914099435693921,isaemvr
20283,20284,0.0281,0.09131812896111001,isaemvr
20284,20285,0.0282,0.0912251911010726,isaemvr
20285,20286,0.0283,0.0911327247317946,isaemvr
20286,20287,0.0284,0.0910415695888429,isaemvr
20287,20288,0.0285,0.0909474426570786,isaemvr
20288,20289,0.0286,0.0908525006433115,isaemvr
20289,20290,0.0287,0.0907572468332859,isaemvr
20290,20291,0.0288,0.0906637725178381,isaemvr
20291,20292,0.0289,0.0905709401187453,isaemvr
20292,20293,0.028999999999999998,0.0904780966093357,isaemvr
20293,20294,0.0291,0.0903844178861697,isaemvr
20294,20295,0.0292,0.0902889807994237,isaemvr
20295,20296,0.0293,0.0901944796487263,isaemvr
20296,20297,0.0294,0.0901005775264076,isaemvr
20297,20298,0.0295,0.0900090379194648,isaemvr
20298,20299,0.0296,0.0899195321361828,isaemvr
20299,20300,0.0297,0.0898313575751329,isaemvr
20300,20301,0.0298,0.089744664346137,isaemvr
20301,20302,0.0299,0.0896565738909374,isaemvr
20302,20303,0.03,0.08956995265017599,isaemvr
20303,20304,0.0301,0.0894824741407918,isaemvr
20304,20305,0.0302,0.089395832727261,isaemvr
20305,20306,0.0303,0.0893099684677471,isaemvr
20306,20307,0.0304,0.0892250939970861,isaemvr
20307,20308,0.0305,0.0891403924337529,isaemvr
20308,20309,0.0306,0.08905740195648199,isaemvr
20309,20310,0.0307,0.0889730969647058,isaemvr
20310,20311,0.0308,0.0888892082213727,isaemvr
20311,20312,0.0309,0.0888032991723055,isaemvr
20312,20313,0.031,0.0887180255412582,isaemvr
20313,20314,0.0311,0.0886310642973168,isaemvr
20314,20315,0.0312,0.0885436956594836,isaemvr
20315,20316,0.0313,0.0884559074660701,isaemvr
20316,20317,0.0314,0.0883676828103638,isaemvr
20317,20318,0.0315,0.0882813716540849,isaemvr
20318,20319,0.0316,0.0881956825592312,isaemvr
20319,20320,0.0317,0.0881109542526056,isaemvr
20320,20321,0.0318,0.088025543486268,isaemvr
20321,20322,0.0319,0.0879421341858244,isaemvr
20322,20323,0.032,0.0878581027747829,isaemvr
20323,20324,0.0321,0.0877732008509455,isaemvr
20324,20325,0.0322,0.087688387276797,isaemvr
20325,20326,0.0323,0.0876048475051121,isaemvr
20326,20327,0.0324,0.0875191954762825,isaemvr
20327,20328,0.0325,0.0874314301837191,isaemvr
20328,20329,0.0326,0.0873412297678764,isaemvr
20329,20330,0.0327,0.0872511128804918,isaemvr
20330,20331,0.0328,0.0871572847453354,isaemvr
20331,20332,0.0329,0.0870628052757679,isaemvr
20332,20333,0.033,0.0869671992200194,isaemvr
20333,20334,0.0331,0.086874646139884,isaemvr
20334,20335,0.0332,0.0867812973800672,isaemvr
20335,20336,0.0333,0.0866865105008939,isaemvr
20336,20337,0.0334,0.0865939471424614,isaemvr
20337,20338,0.0335,0.08650153452880299,isaemvr
20338,20339,0.0336,0.0864102080821034,isaemvr
20339,20340,0.0337,0.0863175855628378,isaemvr
20340,20341,0.0338,0.0862245686290487,isaemvr
20341,20342,0.0339,0.0861294841151101,isaemvr
20342,20343,0.034,0.0860339128254525,isaemvr
20343,20344,0.0341,0.0859381572008367,isaemvr
20344,20345,0.0342,0.085844676662315,isaemvr
20345,20346,0.0343,0.0857490277298734,isaemvr
20346,20347,0.0344,0.0856546471326657,isaemvr
20347,20348,0.0345,0.0855586589448306,isaemvr
20348,20349,0.0346,0.0854611923133247,isaemvr
20349,20350,0.0347,0.0853647458289663,isaemvr
20350,20351,0.0348,0.0852700776173529,isaemvr
20351,20352,0.0349,0.0851729569336475,isaemvr
20352,20353,0.035,0.0850772942351905,isaemvr
20353,20354,0.0351,0.0849839133734691,isaemvr
20354,20355,0.0352,0.0848885624096594,isaemvr
20355,20356,0.0353,0.0847960867025782,isaemvr
20356,20357,0.0354,0.0847032309010748,isaemvr
20357,20358,0.0355,0.0846089987564872,isaemvr
20358,20359,0.0356,0.0845184145593272,isaemvr
20359,20360,0.0357,0.0844293448194671,isaemvr
20360,20361,0.0358,0.0843396637373662,isaemvr
20361,20362,0.0359,0.0842504960094828,isaemvr
20362,20363,0.036000000000000004,0.0841631587905506,isaemvr
20363,20364,0.0361,0.0840771041649386,isaemvr
20364,20365,0.0362,0.0839924448488738,isaemvr
20365,20366,0.0363,0.0839072450756236,isaemvr
20366,20367,0.0364,0.0838195739765679,isaemvr
20367,20368,0.0365,0.0837313396550046,isaemvr
20368,20369,0.0366,0.0836427952118566,isaemvr
20369,20370,0.0367,0.083556492831761,isaemvr
20370,20371,0.0368,0.0834743596895612,isaemvr
20371,20372,0.0369,0.0833930274554171,isaemvr
20372,20373,0.037000000000000005,0.0833136462926719,isaemvr
20373,20374,0.0371,0.0832352572555302,isaemvr
20374,20375,0.0372,0.083158445215426,isaemvr
20375,20376,0.0373,0.0830826623148625,isaemvr
20376,20377,0.0374,0.0830044760907829,isaemvr
20377,20378,0.0375,0.0829265819829989,isaemvr
20378,20379,0.0376,0.0828498846116598,isaemvr
20379,20380,0.0377,0.0827722856466642,isaemvr
20380,20381,0.0378,0.0826927657823018,isaemvr
20381,20382,0.0379,0.0826097044525584,isaemvr
20382,20383,0.038,0.0825291312255911,isaemvr
20383,20384,0.0381,0.0824504840307692,isaemvr
20384,20385,0.0382,0.0823747805585852,isaemvr
20385,20386,0.0383,0.082300108782845,isaemvr
20386,20387,0.0384,0.0822223573233512,isaemvr
20387,20388,0.0385,0.0821451831056623,isaemvr
20388,20389,0.0386,0.0820689881829367,isaemvr
20389,20390,0.0387,0.0819919944682987,isaemvr
20390,20391,0.0388,0.0819136794511836,isaemvr
20391,20392,0.0389,0.0818353471736952,isaemvr
20392,20393,0.039,0.0817561358059421,isaemvr
20393,20394,0.0391,0.081674831440313,isaemvr
20394,20395,0.0392,0.0815950080430498,isaemvr
20395,20396,0.0393,0.0815135129801207,isaemvr
20396,20397,0.0394,0.081432541582422,isaemvr
20397,20398,0.0395,0.0813521969847308,isaemvr
20398,20399,0.0396,0.0812693329908324,isaemvr
20399,20400,0.0397,0.0811861790134958,isaemvr
20400,20401,0.0398,0.0811052276419413,isaemvr
20401,20402,0.0399,0.0810218781801968,isaemvr
20402,20403,0.04,0.0809393559837326,isaemvr
20403,20404,0.0401,0.0808576927120064,isaemvr
20404,20405,0.0402,0.0807750475350401,isaemvr
20405,20406,0.0403,0.0806928143934684,isaemvr
20406,20407,0.0404,0.0806108124004495,isaemvr
20407,20408,0.0405,0.0805270780489162,isaemvr
20408,20409,0.0406,0.080443637700778,isaemvr
20409,20410,0.0407,0.0803582830806577,isaemvr
20410,20411,0.0408,0.080272555035026,isaemvr
20411,20412,0.0409,0.0801845174890024,isaemvr
20412,20413,0.040999999999999995,0.0800959609036838,isaemvr
20413,20414,0.0411,0.0800084102705256,isaemvr
20414,20415,0.0412,0.0799207417845437,isaemvr
20415,20416,0.0413,0.0798324869651081,isaemvr
20416,20417,0.0414,0.0797450159833999,isaemvr
20417,20418,0.0415,0.0796564895460336,isaemvr
20418,20419,0.0416,0.0795672192009012,isaemvr
20419,20420,0.0417,0.0794784993138415,isaemvr
20420,20421,0.0418,0.0793902136070758,isaemvr
20421,20422,0.0419,0.07929846146314799,isaemvr
20422,20423,0.042,0.0792088859500034,isaemvr
20423,20424,0.0421,0.0791174691069932,isaemvr
20424,20425,0.0422,0.0790274513295103,isaemvr
20425,20426,0.0423,0.0789350045343901,isaemvr
20426,20427,0.0424,0.0788422261845844,isaemvr
20427,20428,0.0425,0.0787506429785551,isaemvr
20428,20429,0.0426,0.0786586693833138,isaemvr
20429,20430,0.0427,0.0785679423811602,isaemvr
20430,20431,0.0428,0.0784779025144102,isaemvr
20431,20432,0.0429,0.0783879992594919,isaemvr
20432,20433,0.043,0.0782966024199717,isaemvr
20433,20434,0.0431,0.0782056893803343,isaemvr
20434,20435,0.0432,0.0781141865559882,isaemvr
20435,20436,0.0433,0.0780225218384371,isaemvr
20436,20437,0.0434,0.0779291370384556,isaemvr
20437,20438,0.0435,0.0778354039440632,isaemvr
20438,20439,0.0436,0.0777424072453511,isaemvr
20439,20440,0.0437,0.0776487655043021,isaemvr
20440,20441,0.0438,0.0775558550027278,isaemvr
20441,20442,0.0439,0.0774650745796122,isaemvr
20442,20443,0.044000000000000004,0.0773746344432386,isaemvr
20443,20444,0.0441,0.0772849418256006,isaemvr
20444,20445,0.0442,0.0771952522315386,isaemvr
20445,20446,0.0443,0.0771057818662421,isaemvr
20446,20447,0.0444,0.0770164243279543,isaemvr
20447,20448,0.0445,0.0769283080463543,isaemvr
20448,20449,0.0446,0.0768393220734533,isaemvr
20449,20450,0.0447,0.0767500709231509,isaemvr
20450,20451,0.0448,0.0766613370589175,isaemvr
20451,20452,0.0449,0.0765745424540334,isaemvr
20452,20453,0.045,0.0764877471209258,isaemvr
20453,20454,0.0451,0.0764022869724386,isaemvr
20454,20455,0.0452,0.0763172590031546,isaemvr
20455,20456,0.0453,0.0762323505424996,isaemvr
20456,20457,0.0454,0.0761459758577919,isaemvr
20457,20458,0.0455,0.0760597302912038,isaemvr
20458,20459,0.0456,0.0759742256506533,isaemvr
20459,20460,0.0457,0.0758902540845996,isaemvr
20460,20461,0.0458,0.0758065959653508,isaemvr
20461,20462,0.0459,0.0757213769498495,isaemvr
20462,20463,0.046,0.075636095396032,isaemvr
20463,20464,0.0461,0.075548861181379,isaemvr
20464,20465,0.0462,0.0754646926741754,isaemvr
20465,20466,0.0463,0.0753819501490275,isaemvr
20466,20467,0.0464,0.0752993114771539,isaemvr
20467,20468,0.0465,0.0752160130434453,isaemvr
20468,20469,0.0466,0.0751329649826967,isaemvr
20469,20470,0.0467,0.0750511699742909,isaemvr
20470,20471,0.0468,0.0749713134404758,isaemvr
20471,20472,0.0469,0.074891166960114,isaemvr
20472,20473,0.047,0.0748101769891668,isaemvr
20473,20474,0.0471,0.0747294391778578,isaemvr
20474,20475,0.0472,0.0746488424971795,isaemvr
20475,20476,0.0473,0.074566703833713,isaemvr
20476,20477,0.0474,0.074484154228601,isaemvr
20477,20478,0.0475,0.07440311727743901,isaemvr
20478,20479,0.0476,0.0743230631268925,isaemvr
20479,20480,0.0477,0.074244055666942,isaemvr
20480,20481,0.0478,0.0741648802604894,isaemvr
20481,20482,0.0479,0.0740868904459963,isaemvr
20482,20483,0.048,0.0740080843076421,isaemvr
20483,20484,0.0481,0.0739279144826312,isaemvr
20484,20485,0.0482,0.0738498606700227,isaemvr
20485,20486,0.0483,0.0737698422979942,isaemvr
20486,20487,0.0484,0.0736898812012954,isaemvr
20487,20488,0.0485,0.0736098060076117,isaemvr
20488,20489,0.0486,0.0735294604857545,isaemvr
20489,20490,0.0487,0.0734484760885984,isaemvr
20490,20491,0.0488,0.0733692821212232,isaemvr
20491,20492,0.0489,0.0732906926350343,isaemvr
20492,20493,0.049,0.0732107506283036,isaemvr
20493,20494,0.0491,0.0731316001162405,isaemvr
20494,20495,0.0492,0.0730510354127131,isaemvr
20495,20496,0.0493,0.0729723124640558,isaemvr
20496,20497,0.0494,0.0728921775955912,isaemvr
20497,20498,0.0495,0.0728129156913102,isaemvr
20498,20499,0.0496,0.0727337062060082,isaemvr
20499,20500,0.0497,0.0726543722388202,isaemvr
20500,20501,0.0498,0.072574024635645,isaemvr
20501,20502,0.0499,0.0724934114149721,isaemvr
20502,20503,0.05,0.0724133234803762,isaemvr
20503,20504,0.0501,0.0723315924948069,isaemvr
20504,20505,0.0502,0.0722506604330265,isaemvr
20505,20506,0.0503,0.0721698055970258,isaemvr
20506,20507,0.0504,0.0720892258677028,isaemvr
20507,20508,0.0505,0.0720084525320031,isaemvr
20508,20509,0.0506,0.0719257220302427,isaemvr
20509,20510,0.0507,0.0718432016607708,isaemvr
20510,20511,0.0508,0.0717603724130198,isaemvr
20511,20512,0.0509,0.0716794396090308,isaemvr
20512,20513,0.051,0.0715970738267098,isaemvr
20513,20514,0.0511,0.0715156692483232,isaemvr
20514,20515,0.0512,0.0714340898506468,isaemvr
20515,20516,0.0513,0.0713530895920675,isaemvr
20516,20517,0.0514,0.0712722651682021,isaemvr
20517,20518,0.0515,0.071190879942824,isaemvr
20518,20519,0.0516,0.0711093254187088,isaemvr
20519,20520,0.0517,0.0710285847135722,isaemvr
20520,20521,0.0518,0.0709474622294853,isaemvr
20521,20522,0.0519,0.0708645836372967,isaemvr
20522,20523,0.052000000000000005,0.0707793720205254,isaemvr
20523,20524,0.0521,0.0706931656374644,isaemvr
20524,20525,0.0522,0.0706072410436817,isaemvr
20525,20526,0.0523,0.070522035092953,isaemvr
20526,20527,0.0524,0.0704376654782413,isaemvr
20527,20528,0.0525,0.0703530754712409,isaemvr
20528,20529,0.0526,0.0702687949350293,isaemvr
20529,20530,0.0527,0.070183928180929,isaemvr
20530,20531,0.0528,0.0700985589740053,isaemvr
20531,20532,0.0529,0.0700141014890807,isaemvr
20532,20533,0.053,0.0699282340710028,isaemvr
20533,20534,0.0531,0.0698429571949067,isaemvr
20534,20535,0.0532,0.0697574813753064,isaemvr
20535,20536,0.0533,0.0696722518286839,isaemvr
20536,20537,0.0534,0.0695860308687229,isaemvr
20537,20538,0.0535,0.069500673343843,isaemvr
20538,20539,0.0536,0.0694170788974179,isaemvr
20539,20540,0.0537,0.0693334186831547,isaemvr
20540,20541,0.0538,0.0692502450231025,isaemvr
20541,20542,0.0539,0.069167069340058,isaemvr
