Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.611930	2.271562	18.346666	2.271778	18.680000	348.440727	
0.100000	1.389804	2.207468	39.491665	2.206463	39.970001	742.485031	
0.100000	1.245521	2.125971	56.580002	2.123213	57.110001	1086.774880	
0.100000	1.139133	2.034385	67.931664	2.029292	68.349998	1429.339472	
0.100000	1.073076	1.930640	75.951668	1.923134	76.519997	1774.395120	
0.100000	1.024059	1.815118	81.661667	1.805110	82.699997	2112.979469	
0.100000	0.967731	1.701876	84.688332	1.689522	85.470001	2471.123940	
0.100000	0.918012	1.583280	87.003334	1.568509	87.730003	2883.190237	
0.100000	0.893788	1.457126	88.383331	1.439945	88.940002	3304.963724	
0.100000	0.850042	1.333229	89.476669	1.313863	90.110001	3673.586389	
