Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.495500	2.277068	16.046667	2.275149	16.280001	593.391502	
0.100000	1.335309	2.233911	24.688334	2.231221	25.580000	1087.607915	
0.100000	1.218983	2.181919	35.185001	2.177958	36.720001	1633.922151	
0.100000	1.158645	2.122373	51.713333	2.117142	53.419998	2214.987902	
0.100000	1.095504	2.055816	65.646667	2.049286	67.690002	2756.555162	
0.100000	1.057069	1.983864	73.426666	1.975907	74.839996	3306.642941	
0.100000	1.025036	1.904795	77.703331	1.895410	79.040001	3845.723532	
0.100000	0.986377	1.827084	80.558334	1.816332	82.120003	4347.250512	
0.100000	0.966410	1.745760	82.711670	1.733529	83.949997	4917.774444	
0.100000	0.948405	1.665633	84.226669	1.651872	85.400002	5428.597635	
