Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.675444	2.278125	22.858334	2.277953	23.030001	373.303698	
0.100000	1.388828	2.216023	40.823334	2.214975	41.029999	734.355042	
0.100000	1.225908	2.136001	55.386665	2.134227	55.400002	1168.550507	
0.100000	1.110441	2.034847	69.048332	2.031677	69.199997	1604.570889	
0.100000	1.017114	1.916882	76.966667	1.911739	77.230003	2013.969618	
0.100000	0.974940	1.786421	81.733330	1.779080	82.110001	2422.254959	
0.100000	0.913609	1.634158	85.919998	1.624312	86.379997	2760.157953	
0.100000	0.863739	1.473228	88.580002	1.460658	89.209999	3165.612556	
0.100000	0.824412	1.318091	90.669998	1.303105	91.010002	3581.670972	
0.100000	0.784771	1.168138	91.816666	1.150950	92.309998	3954.823595	
