Learning Rate	Loss	Acc. at 1	Acc. at 5	Time	
0.000010	4.660398	9.800000	27.500000	415.003281	
0.000010	3.979660	15.420000	36.779999	828.020874	
0.000010	3.467284	21.119999	45.500000	1241.710726	
0.000010	4.333332	24.559999	51.279999	1651.578981	
0.000010	3.997655	29.019999	55.099998	2061.991866	
0.000010	3.361769	32.340000	60.019997	2471.221911	
0.000010	2.749925	33.239998	60.680000	2878.045850	
0.000010	2.394914	35.779999	63.459999	3284.438343	
0.000010	2.761741	38.419998	66.199997	3690.746593	
0.000010	3.506124	41.160000	68.459999	4096.330392	
0.000010	2.966103	43.879997	71.320000	4503.503636	
0.000010	2.339840	44.399998	71.820000	4911.305049	
0.000010	2.467182	47.439999	73.799995	5318.861427	
0.000010	3.158914	47.439999	73.279999	5727.169444	
0.000010	2.403044	48.119999	75.040001	6133.722769	
0.000010	2.058295	49.739998	76.040001	6543.294038	
0.000010	3.442349	51.480000	77.599998	6950.875204	
0.000010	3.503750	53.379997	78.479996	7360.045377	
0.000010	2.306052	53.939999	79.259995	7766.039331	
0.000010	2.385788	55.099998	79.839996	8172.564072	
0.000010	2.149559	55.559998	80.000000	8583.934833	
0.000010	2.977494	56.079998	81.579994	8989.048994	
0.000010	2.176591	58.259998	81.639999	9395.467530	
0.000010	2.568875	58.779999	82.439995	9801.315578	
0.000010	2.052627	59.980000	83.000000	10207.829736	
0.000010	3.006283	60.799999	83.400002	10612.247415	
0.000010	2.048086	60.799999	83.500000	11019.582830	
0.000010	1.676575	62.139999	84.199997	11425.414579	
0.000010	2.135804	63.699997	85.739998	11832.525590	
0.000010	2.332221	63.579998	85.959999	12243.871258	
0.000010	2.106703	68.080002	88.619995	12649.455313	
0.000010	2.862608	68.879997	88.919998	13053.505604	
0.000010	0.915842	69.379997	88.699997	13459.355566	
0.000010	2.974640	69.580002	89.320000	13868.852451	
0.000010	2.448342	70.040001	89.680000	14273.127633	
0.000010	1.931159	70.299995	89.119995	14680.133526	
0.000010	2.392907	70.839996	89.799995	15086.084015	
0.000010	1.892831	71.180000	89.360001	15493.039994	
0.000010	2.304518	71.180000	89.639999	15897.618149	
0.000010	2.947173	71.320000	89.939995	16303.560973	
0.000010	2.151766	71.699997	90.159996	16710.299946	
0.000010	2.867021	71.699997	90.099998	17117.275720	
0.000010	1.941097	71.959999	90.199997	17523.911473	
0.000010	1.105871	72.040001	89.919998	17935.427953	
0.000010	1.535985	71.879997	90.379997	18341.227565	
0.000010	1.478320	72.599998	90.519997	18745.323344	
0.000010	2.661640	72.680000	90.699997	19154.558240	
0.000010	2.632452	72.599998	90.559998	19566.444563	
0.000010	1.415759	72.680000	90.699997	19973.777022	
0.000010	1.819884	73.599998	90.680000	20378.610815	
0.000010	1.420652	73.459999	91.199997	20784.082696	
0.000010	2.720715	73.599998	90.939995	21189.972284	
0.000010	2.355629	73.699997	91.379997	21593.896445	
0.000010	2.304861	73.979996	91.239998	22000.576881	
0.000010	3.166860	74.080002	91.439995	22406.652814	
0.000010	2.486992	74.339996	91.399994	22813.671605	
0.000010	1.340955	74.259995	91.459999	23219.691518	
0.000010	3.724325	74.500000	91.559998	23630.876161	
0.000010	1.699843	74.680000	91.639999	24037.444754	
0.000010	1.393219	74.680000	91.639999	24443.661971	
0.000010	1.619632	74.820000	92.119995	24850.716270	
0.000010	1.746349	75.320000	91.860001	25258.974758	
0.000010	2.213511	75.320000	91.599998	25669.807499	
0.000010	1.201677	75.059998	91.939995	26082.103264	
0.000010	1.541946	75.320000	91.939995	26494.070587	
0.000010	1.312400	75.360001	91.919998	26901.021189	
0.000010	2.935331	75.360001	92.000000	27311.496060	
0.000010	1.685991	75.619995	91.759995	27720.704311	
0.000010	1.463009	75.419998	92.180000	28130.391221	
0.000010	2.173171	75.799995	91.720001	28538.382998	
0.000010	1.855344	75.419998	92.019997	28948.776796	
0.000010	1.466389	75.739998	91.919998	29355.958892	
0.000010	1.282015	75.739998	92.279999	29764.936501	
0.000010	2.274172	75.799995	91.799995	30172.268635	
0.000010	2.137348	75.739998	92.099998	30581.258276	
0.000010	2.405646	75.799995	92.040001	30988.666606	
0.000010	1.599877	75.739998	92.199997	31395.911114	
0.000010	1.819482	75.799995	91.739998	31804.108679	
0.000010	1.652770	75.739998	92.139999	32212.490500	
0.000010	1.928862	75.739998	92.239998	32622.568166	
0.000010	1.318171	75.979996	91.959999	33029.306108	
0.000010	2.010314	75.839996	92.159996	33438.756206	
0.000010	2.044020	75.839996	92.099998	33847.763398	
0.000010	1.869500	75.979996	91.979996	34257.929622	
0.000010	0.862699	75.839996	92.220001	34665.380433	
0.000010	2.443580	75.979996	92.159996	35075.541485	
0.000010	2.225913	75.979996	91.979996	35482.289702	
0.000010	1.972691	75.979996	91.879997	35889.608630	
0.000010	1.379614	75.839996	92.119995	36298.695987	
0.000010	2.131235	75.939995	92.239998	36711.255100	
0.000010	2.327697	76.400002	91.959999	37118.147870	
0.000010	1.686832	75.939995	92.299995	37526.458288	
0.000010	1.423788	75.939995	92.239998	37934.846316	
0.000010	3.285357	76.400002	92.099998	38341.961774	
0.000010	2.645616	76.400002	92.139999	38752.211391	
0.000010	2.514955	76.400002	92.239998	39158.514286	
0.000010	2.103605	76.400002	92.079994	39565.290446	
0.000010	1.256075	75.939995	92.360001	39971.850097	
0.000010	1.642150	76.400002	92.139999	40380.680894	
0.000010	2.358463	75.939995	92.279999	40791.794740	
