Learning Rate	Loss	Acc. at 1	Acc. at 5	Time	
0.00001	4.318401	11.279278	27.724178	400.886357
0.00001	4.465662	15.753940	37.601728	804.113369
0.00001	4.311089	18.590411	41.021465	1208.346782
0.00001	4.261009	21.624990	45.595891	1615.082589
0.00001	3.906826	25.331553	51.316180	2016.983883
0.00001	3.895287	27.990538	54.413486	2420.516442
0.00001	3.179710	29.805719	57.701619	2825.571513
0.00001	3.809655	32.309664	60.611662	3225.731637
0.00001	4.017812	35.727610	63.006716	3628.426521
0.00001	3.383493	36.429191	63.885115	4028.912751
0.00001	3.054855	35.954527	64.078576	4427.981569
0.00001	3.407295	40.213282	67.087827	4827.585671
0.00001	3.411259	41.135668	67.172942	5228.858556
0.00001	3.052863	42.493429	68.864077	5626.686397
0.00001	3.160703	43.363105	70.500946	6027.495543
0.00001	2.987538	44.113836	71.268608	6427.726396
0.00001	3.285691	44.991750	72.198838	6816.821660
0.00001	2.698466	46.413241	72.899026	7193.071410
0.00001	2.706723	47.440768	73.679642	7589.354861
0.00001	2.892233	49.072555	76.350460	7995.945604
0.00001	2.968073	48.976213	75.401333	8397.235087
0.00001	3.120902	50.946794	76.839761	8792.991419
0.00001	2.241262	51.369901	77.997863	9189.239270
0.00001	2.219065	51.722574	78.816357	9580.729249
0.00001	2.490952	52.317929	78.317936	9977.036674
0.00001	3.184696	53.173806	78.558904	10386.604904
0.00001	2.550839	55.351130	80.013085	10808.477855
0.00001	2.989417	56.162805	79.904594	11243.022891
0.00001	2.215278	56.193630	81.150027	11648.709804
0.00001	2.831197	56.964598	81.809219	12056.208700
0.00001	2.335852	61.679156	84.604998	12452.447031
0.00001	2.609542	62.114964	84.613468	12847.452132
0.00001	1.904487	62.640017	84.270608	13245.973688
0.00001	2.481981	61.823582	85.019091	13646.413602
0.00001	2.457195	62.529885	84.918279	14043.405500
0.00001	1.770491	61.910076	85.475660	14440.131598
0.00001	2.222470	62.984658	85.231221	14837.889704
0.00001	2.043881	63.617503	85.283543	15231.219704
0.00001	1.863379	62.816563	85.817439	15625.902691
0.00001	2.703671	62.333935	85.425845	16016.130276
0.00001	2.771279	63.709053	86.666022	16405.837277
0.00001	2.029763	64.274061	86.201318	16797.595294
0.00001	2.267095	63.665028	86.258304	17173.237117
0.00001	1.852781	63.337567	85.747852	17549.300067
0.00001	2.274516	63.807694	85.752875	17924.171223
0.00001	2.620030	64.659037	86.273480	18298.136326
0.00001	3.536212	62.960896	85.791670	18671.710270
0.00001	2.620360	64.342834	85.953443	19046.861453
0.00001	2.215095	64.597405	86.477398	19421.990402
0.00001	2.386521	63.526443	87.189060	19795.617486
0.00001	2.478217	64.346532	86.651219	20170.731811
0.00001	2.814021	65.241328	86.696406	20547.061465
0.00001	2.911717	64.570909	87.510058	20923.573269
0.00001	2.464676	65.370321	86.292412	21300.161557
0.00001	2.330271	65.115393	88.184775	21675.809144
0.00001	2.702704	64.558742	86.322385	22049.564913
0.00001	1.774248	64.658705	87.411814	22442.430397
0.00001	1.964879	65.945433	86.807077	22827.300083
0.00001	2.659025	65.786553	86.374993	23202.233197
0.00001	2.540705	65.540288	87.925361	23578.189242
0.00001	2.421193	66.433679	87.013547	23957.345992
0.00001	2.485682	66.031604	87.620934	24331.946096
0.00001	2.529063	66.385479	87.684817	24706.976689
0.00001	2.785482	65.844848	87.701419	25084.016884
0.00001	2.575403	65.717745	87.834545	25457.036382
0.00001	2.654916	66.897273	87.184778	25847.389631
0.00001	2.994487	65.650146	87.918929	26275.282667
0.00001	2.567000	65.534574	88.027620	26716.010288
0.00001	2.617483	66.150369	87.585512	27158.233174
0.00001	3.250768	66.391946	87.764171	27594.940076
0.00001	2.567497	66.491452	87.696918	28004.121439
0.00001	2.564587	66.134426	87.062446	28435.900046
0.00001	1.904291	66.775771	88.157188	28865.696327
0.00001	1.980691	66.151934	87.584276	29296.179523
0.00001	1.786145	67.517505	88.193915	29726.771752
0.00001	2.361047	66.635851	87.748453	30156.021408
0.00001	1.945700	65.869464	88.185261	30582.540324
0.00001	1.735115	65.647694	87.505624	31014.593779
0.00001	2.193960	66.692990	88.017305	31444.908659
0.00001	2.708884	66.870079	87.229775	31820.670324
0.00001	2.048525	67.402902	87.535374	32195.973642
0.00001	2.140003	65.412205	88.007131	32570.621575
0.00001	2.774946	66.794489	87.699252	32945.203425
0.00001	2.860049	67.412744	88.392256	33321.162322
0.00001	2.690240	66.514027	88.227978	33695.981601
0.00001	2.264666	65.428003	87.186355	34074.667959
0.00001	2.193918	65.962301	88.112888	34450.779914
0.00001	2.389325	65.786455	88.459677	34833.500088
0.00001	2.353415	65.927021	88.433647	35210.067198
0.00001	2.246362	66.746839	88.582068	35587.813796
0.00001	2.652820	66.208762	87.615852	36018.077252
0.00001	1.926793	66.380782	88.560300	36444.209116
0.00001	1.905723	66.577002	87.366058	36871.172655
0.00001	2.467484	67.040853	88.633239	37303.080954
0.00001	2.072521	66.864296	88.105148	37730.707148
0.00001	2.579808	65.914357	88.088996	38157.416972
0.00001	2.189361	66.774589	88.198723	38589.415899
0.00001	2.673965	67.241168	87.327503	39016.180905
0.00001	1.816657	67.327164	88.407089	39445.385434
0.00001	2.077984	67.820778	87.952561	39872.327953
