Learning Rate	Loss	Acc. at 1	Acc. at 5	Time	
0.0001	1.892938	33.702538	34.595916	89.103729
0.0001	1.478996	42.209777	42.955350	175.813890
0.0001	1.450367	46.888259	47.617444	264.991164
0.0001	1.110624	51.843646	52.559415	354.188894
0.0001	1.048653	58.260283	58.830437	443.113094
0.0001	0.854291	58.193750	58.542117	531.484862
0.0001	1.016861	63.924549	64.691403	620.571258
0.0001	0.834925	65.203622	65.744761	709.905657
0.0001	0.913728	70.783857	71.518062	798.104153
0.0001	0.440906	75.802270	76.551513	886.940156
0.0001	0.330638	78.425970	79.280265	975.970955
0.0001	0.569153	77.709190	78.151361	1065.064159
0.0001	0.619918	80.898945	81.612506	1153.843898
0.0001	0.345088	81.871903	82.586629	1242.431068
0.0001	0.515326	82.081088	82.955213	1331.169841
0.0001	0.473556	81.066772	81.786329	1420.347211
0.0001	0.350284	82.954429	83.586408	1508.616952
0.0001	0.353851	85.069292	85.863646	1596.703791
0.0001	0.533057	85.482291	86.177984	1684.184648
0.0001	0.274077	85.385418	85.941355	1772.775506
0.0001	0.441323	86.328496	86.868788	1862.322567
0.0001	0.313283	88.871010	89.471346	1950.501910
0.0001	0.298529	88.630605	89.506387	2038.679401
0.0001	0.310436	88.776450	89.545955	2127.782010
0.0001	0.343532	87.108082	87.621715	2216.694844
0.0001	0.368567	88.449472	88.759949	2305.745363
0.0001	0.287285	89.473045	90.348844	2394.447320
0.0001	0.183592	87.699136	88.408302	2483.082936
0.0001	0.291076	88.888328	89.191145	2570.630139
0.0001	0.331654	90.196811	90.762348	2659.158340
0.0001	0.217523	89.957569	99.833562	2747.582364
0.0001	0.286194	90.386647	99.823563	2835.252811
0.0001	0.130719	90.336640	99.817740	2922.890263
0.0001	0.069631	90.352827	99.819096	3012.627199
0.0001	0.163343	90.376271	99.835249	3101.177805
0.0001	0.031960	90.542348	99.835101	3191.252087
0.0001	0.137867	90.683235	99.941481	3281.866694
0.0001	0.087044	90.686034	99.925927	3372.563180
0.0001	0.155044	90.647097	99.853145	3462.849354
0.0001	0.068581	90.690674	99.850150	3552.467053
0.0001	0.146056	90.707726	99.932209	3641.221374
0.0001	0.111015	90.755136	99.883199	3728.696934
0.0001	0.148374	90.727137	99.877793	3817.471774
0.0001	0.019644	90.741517	99.853540	3906.607837
0.0001	0.181968	90.779274	99.913291	3996.064721
0.0001	0.210199	90.720766	99.825843	4085.874665
0.0001	0.080540	90.779963	99.888479	4174.217673
0.0001	0.110135	90.733178	99.835670	4263.643507
0.0001	0.129090	90.783307	99.871278	4350.899687
0.0001	0.126491	90.804602	99.916886	4439.047402
0.0001	0.091879	90.842390	99.935661	4527.515439
0.0001	0.094348	90.851785	99.835242	4615.787856
0.0001	0.118015	90.914156	99.818946	4705.391554
0.0001	0.071038	90.921529	99.882543	4793.457309
0.0001	0.032046	90.856929	99.848628	4881.442227
0.0001	0.116539	90.827761	99.825845	4969.287649
0.0001	0.060584	90.834728	99.907263	5057.236262
0.0001	0.122211	90.865227	99.829180	5144.992438
0.0001	0.060824	90.914469	99.815448	5232.693686
0.0001	0.112580	90.828130	99.845216	5320.773474
0.0001	0.127269	90.948793	99.837286	5408.590579
0.0001	0.053664	90.886229	99.888788	5495.702218
0.0001	0.043895	90.883932	99.901323	5584.135899
0.0001	0.083524	90.873926	99.859170	5671.421008
0.0001	0.086425	90.942452	99.855793	5758.915411
0.0001	0.086613	90.997758	99.858793	5846.458990
0.0001	0.132675	91.005447	99.831694	5933.926009
0.0001	0.093135	90.965280	99.909237	6021.760427
0.0001	0.118232	91.003430	99.830907	6120.580997
0.0001	0.077382	91.030410	99.870655	6220.146971
0.0001	0.115337	91.018858	99.844009	6333.255290
0.0001	0.214895	91.024926	99.824085	6420.916801
0.0001	0.161455	91.008973	99.860314	6511.801433
0.0001	0.188170	90.987656	99.876349	6613.805392
0.0001	0.102433	90.969197	99.903225	6714.349261
0.0001	0.096813	90.962339	99.832134	6801.137343
0.0001	0.043095	90.983078	99.895712	6902.777555
0.0001	0.123781	91.041745	99.852782	7023.191629
0.0001	0.139713	91.016549	99.933520	7110.401972
0.0001	0.110673	90.943613	99.840886	7211.465933
0.0001	0.143852	90.942056	99.917513	7328.585819
0.0001	0.118163	91.001594	99.835759	7444.632911
0.0001	0.059336	90.950199	99.868151	7559.967618
0.0001	0.089791	91.031159	99.835151	7659.964884
0.0001	0.083637	90.979780	99.887973	7761.215394
0.0001	0.140591	91.046570	99.878528	7861.269614
0.0001	0.105843	90.947006	99.794240	7976.203749
0.0001	0.109522	91.036475	99.894267	8077.144844
0.0001	0.038853	91.020941	99.915189	8191.894811
0.0001	0.085023	90.999882	99.864494	8292.264607
0.0001	0.118603	90.977216	99.890224	8406.864467
0.0001	0.180904	91.000455	99.835765	8507.922059
0.0001	0.116644	91.031297	99.847174	8607.670393
0.0001	0.114936	91.053347	99.797164	8723.361089
0.0001	0.112399	91.005442	99.823617	8825.162762
0.0001	0.152898	90.946169	99.846168	8940.207415
0.0001	0.054584	90.949364	99.785670	9025.507658
0.0001	0.130935	90.985877	99.859126	9125.125848
0.0001	0.075685	91.034202	99.838526	9225.717477
0.0001	0.100916	90.943838	99.849515	9305.371517
