Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.211748	2.282124	11.463333	2.280851	11.300000	70.543535	
0.100000	1.079184	2.256165	20.493334	2.254338	20.879999	136.395540	
0.100000	1.005186	2.229877	29.738333	2.227757	30.080000	202.574333	
0.100000	0.939197	2.200259	34.093334	2.197631	34.470001	267.821864	
0.100000	0.886661	2.161439	36.758335	2.158529	37.619999	333.780116	
0.100000	0.870211	2.118755	42.674999	2.115149	43.470001	398.820602	
0.100000	0.843156	2.086988	45.871666	2.082998	46.610001	464.295641	
0.100000	0.808480	2.022050	57.110001	2.017310	57.279999	533.628343	
0.100000	0.791819	1.952438	63.904999	1.946375	64.160004	602.388969	
0.100000	0.766132	1.883397	70.900002	1.876318	71.070000	686.976433	
