Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.593266	2.278139	14.765000	2.277377	14.700000	102.046248	
0.100000	1.446223	2.250081	18.770000	2.248556	18.680000	200.842615	
0.100000	1.328980	2.215495	23.455000	2.213219	23.830000	300.053434	
0.100000	1.260861	2.175348	30.651667	2.172268	31.250000	399.491706	
0.100000	1.192035	2.133708	43.891666	2.129863	44.230000	497.012137	
0.100000	1.135893	2.090922	55.318333	2.086407	55.700001	593.973746	
0.100000	1.097221	2.046188	62.746666	2.041105	62.950001	690.526103	
0.100000	1.054867	1.994400	69.866669	1.988355	70.580002	788.885580	
0.100000	1.038534	1.945589	74.474998	1.938349	75.410004	885.554187	
0.100000	1.011930	1.893510	78.111664	1.884975	79.349998	984.749174	
