Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	0.929272	0.857982	90.403336	0.838130	91.010002	58.146444	
0.100000	0.524670	0.140902	96.268333	0.132474	96.419998	113.189525	
0.100000	0.404074	0.106046	97.076668	0.100005	97.080002	169.114123	
0.100000	0.348012	0.088864	97.498337	0.084944	97.419998	227.196740	
0.100000	0.329449	0.080980	97.680000	0.076317	97.779999	278.027749	
0.100000	0.304211	0.077291	97.838333	0.074245	97.910004	339.671492	
0.100000	0.288873	0.073511	97.860001	0.069824	97.940002	391.873661	
0.100000	0.283392	0.070509	97.985001	0.065686	98.080002	441.562470	
0.100000	0.272673	0.069426	97.970001	0.065927	98.129997	491.360376	
0.100000	0.273243	0.065402	98.120003	0.064133	98.150002	541.122725	
