Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	0.905296	2.283240	18.338333	2.282823	18.280001	61.282112	
0.100000	0.806412	2.241166	40.671665	2.239360	40.790001	120.677833	
0.100000	0.775791	2.195218	54.816666	2.193073	55.810001	180.133695	
0.100000	0.700102	2.150963	63.696667	2.148360	64.400002	240.097415	
0.100000	0.684177	2.094899	69.915001	2.091278	70.269997	303.021476	
0.100000	0.667542	2.020080	73.665001	2.014722	74.180000	363.242355	
0.100000	0.640255	1.948900	76.445000	1.941985	76.940002	422.946029	
0.100000	0.630397	1.877169	79.160004	1.868489	79.750000	482.254752	
0.100000	0.620121	1.792991	81.535004	1.782680	82.529999	542.213929	
0.100000	0.604617	1.721914	84.151665	1.709670	84.970001	604.820844	
