Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	0.930465	2.253659	18.868334	2.251072	19.350000	73.410985	
0.100000	0.754098	2.165646	60.461666	2.161177	61.570000	144.879757	
0.100000	0.659095	2.034032	80.614998	2.026704	82.379997	217.918078	
0.100000	0.595760	1.840741	89.843330	1.829556	90.900002	290.881581	
0.100000	0.558981	1.601304	93.418335	1.585399	94.199997	363.511283	
0.100000	0.516312	1.341379	94.980003	1.320898	95.379997	439.654984	
0.100000	0.491339	1.069621	95.764999	1.044722	95.970001	513.159267	
0.100000	0.469949	0.846635	96.096664	0.820140	96.220001	580.827146	
0.100000	0.451326	0.656388	96.321663	0.630171	96.400002	648.293915	
0.100000	0.421020	0.500769	96.531670	0.475909	96.669998	719.944596	
