Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.001241	0.028545	16.434000	9.780000	
0.000953	0.001918	27.384000	29.130000	
0.000847	0.001596	36.280000	40.490000	
0.000761	0.001536	43.480000	42.900000	
0.000701	0.001408	48.868000	49.620000	
0.000648	0.001660	52.876000	48.050000	
0.000597	0.001334	56.808000	52.100000	
0.000547	0.001144	60.768000	59.200000	
0.000499	0.001036	64.442000	63.650000	
0.000471	0.001119	66.612000	62.280000	
0.000439	0.000923	68.630000	68.590000	
0.000404	0.000976	71.338000	65.750000	
0.000387	0.000932	72.876000	69.070000	
0.000394	0.001027	72.274000	65.700000	
0.000351	0.000800	75.284000	72.710000	
0.000329	0.000783	76.702000	73.490000	
0.000309	0.000791	78.320000	73.870000	
0.000299	0.000755	79.002000	75.250000	
0.000284	0.000685	80.090000	76.760000	
0.000267	0.000752	81.322000	75.770000	
0.000257	0.000635	82.010000	78.910000	
0.000245	0.000627	82.782000	79.060000	
0.000230	0.000664	84.000000	78.410000	
0.000220	0.000630	84.560000	79.450000	
0.000220	0.000698	84.528000	78.270000	
0.000209	0.000638	85.366000	79.390000	
0.000201	0.000584	85.914000	81.460000	
0.000187	0.000541	87.022000	82.710000	
0.000187	0.000639	86.776000	80.280000	
0.000176	0.000638	87.820000	79.630000	
0.000174	0.000582	87.654000	81.240000	
0.000165	0.000580	88.320000	82.030000	
0.000157	0.000534	89.032000	83.580000	
0.000154	0.000517	89.048000	83.260000	
0.000147	0.000600	89.674000	81.410000	
0.000147	0.000564	89.588000	82.660000	
0.000142	0.000509	89.946000	84.170000	
0.000132	0.000474	90.752000	85.570000	
0.000128	0.000621	91.000000	81.510000	
0.000126	0.000527	91.072000	84.000000	
0.000120	0.000639	91.494000	81.940000	
0.000124	0.000540	91.250000	83.530000	
0.000115	0.000515	91.858000	84.390000	
0.000111	0.000508	92.022000	85.400000	
0.000108	0.000523	92.400000	84.640000	
0.000106	0.000534	92.556000	84.470000	
0.000102	0.000510	92.694000	84.840000	
0.000098	0.000597	93.110000	83.090000	
0.000095	0.000513	93.292000	85.550000	
0.000094	0.000609	93.272000	84.040000	
0.000091	0.000613	93.506000	82.870000	
0.000085	0.000507	93.884000	85.870000	
0.000084	0.000467	93.950000	86.560000	
0.000079	0.000547	94.376000	85.520000	
0.000082	0.000521	94.282000	86.030000	
0.000079	0.000518	94.518000	86.160000	
0.000076	0.000513	94.542000	85.920000	
0.000074	0.000535	94.648000	85.730000	
0.000072	0.000474	94.794000	87.420000	
0.000066	0.000549	95.304000	86.020000	
0.000066	0.000558	95.362000	85.750000	
0.000060	0.000529	95.654000	86.330000	
0.000057	0.000519	95.852000	86.790000	
0.000056	0.000636	96.076000	84.960000	
0.000063	0.000674	95.456000	84.610000	
0.000064	0.000619	95.354000	84.730000	
0.000057	0.000492	95.848000	87.340000	
0.000053	0.000509	96.180000	86.830000	
0.000049	0.000681	96.532000	84.350000	
0.000050	0.000612	96.414000	85.990000	
0.000050	0.000539	96.456000	86.950000	
0.000046	0.000505	96.720000	87.630000	
0.000045	0.000576	96.776000	86.940000	
0.000044	0.000571	96.796000	87.210000	
0.000046	0.000600	96.684000	86.610000	
0.000045	0.000615	96.784000	86.700000	
0.000041	0.000522	97.072000	87.840000	
0.000038	0.000575	97.346000	87.160000	
0.000041	0.000605	97.108000	86.320000	
0.000041	0.000575	97.074000	86.700000	
0.000028	0.000463	98.070000	89.310000	
0.000021	0.000459	98.582000	89.540000	
0.000018	0.000459	98.840000	89.380000	
0.000016	0.000459	98.990000	89.370000	
0.000016	0.000465	99.034000	89.490000	
0.000015	0.000463	99.044000	89.500000	
