Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000192	5.223380	16.710000	29.340000	
0.000174	1.905715	25.501667	39.460000	
0.000098	0.813194	54.268333	73.180000	
0.000046	0.578223	77.101667	81.110000	
0.000039	0.366875	80.640000	88.810000	
0.000025	0.306329	87.776667	90.310000	
0.000021	0.276461	89.896667	91.420000	
0.000019	0.248649	91.133333	92.320000	
0.000018	0.248917	91.755000	91.970000	
0.000017	0.243411	92.028333	92.450000	
0.000015	0.210129	92.785000	93.530000	
0.000014	0.196659	93.328333	94.130000	
0.000013	0.187146	93.786667	94.490000	
0.000013	0.179962	94.143333	94.500000	
0.000013	0.178248	94.065000	94.690000	
0.000011	0.180810	94.681667	94.670000	
0.000011	0.154916	94.635000	95.300000	
0.000010	0.148537	95.096667	95.630000	
0.000010	0.142730	95.370000	95.670000	
0.000010	0.144278	95.418333	95.670000	
