Train Loss	Valid Loss	Train Acc.	Valid Acc.	Grad Norm	Noise Record	
0.000543	0.002325	22.338000	13.500000	10.085081	0.000000	
0.000451	0.001678	34.530000	39.130000	6.041421	0.000000	
0.000392	0.001752	43.728000	38.000000	5.558287	0.000000	
0.000373	0.001708	47.558000	39.970000	8.612610	0.000000	
0.000356	0.001563	49.610000	44.400000	6.724469	0.000000	
0.000319	0.001279	55.356000	54.720000	6.800289	0.000000	
0.000290	0.001313	59.708000	54.010000	7.632990	0.000000	
0.000259	0.001127	64.286000	60.250000	6.792127	0.000000	
0.000231	0.001244	68.632000	58.640000	6.301202	0.000000	
0.000230	0.001137	68.286000	62.510000	8.025684	0.000000	
0.000204	0.000902	72.672000	69.280000	6.202759	0.000000	
0.000184	0.001160	75.080000	63.800000	5.959539	0.000000	
0.000167	0.000823	77.494000	71.550000	5.950564	0.000000	
0.000154	0.000640	79.284000	78.510000	5.500923	0.000000	
0.000142	0.000734	80.756000	75.460000	5.463352	0.000000	
0.000136	0.000668	81.492000	77.860000	6.223055	0.000000	
0.000127	0.000824	83.024000	73.780000	5.694873	0.000000	
0.000120	0.000646	83.938000	78.730000	5.569861	0.000000	
0.000112	0.000651	85.160000	78.840000	5.434569	0.000000	
0.000107	0.000609	85.374000	80.110000	5.411143	0.000000	
0.000100	0.000638	86.632000	79.560000	5.155439	0.000000	
0.000096	0.000754	87.058000	76.430000	5.214383	0.000000	
0.000092	0.000720	87.628000	77.770000	5.246216	0.000000	
0.000087	0.000588	88.452000	80.940000	5.038162	0.000000	
0.000081	0.000847	89.000000	75.180000	5.176694	0.000000	
0.000078	0.000579	89.454000	81.670000	5.087506	0.000000	
0.000075	0.000673	89.840000	79.870000	5.139934	0.000000	
0.000070	0.000497	90.596000	84.580000	4.849775	0.000000	
0.000069	0.000594	90.634000	81.950000	5.045507	0.000000	
0.000066	0.000561	91.100000	82.980000	4.926146	0.000000	
0.000063	0.000552	91.476000	83.400000	4.820263	0.000000	
0.000060	0.000589	91.802000	82.650000	4.846017	0.000000	
0.000059	0.000472	91.906000	85.640000	4.797127	0.000000	
0.000055	0.000515	92.654000	84.340000	4.505834	0.000000	
0.000051	0.000592	93.188000	82.560000	4.491945	0.000000	
0.000049	0.000488	93.454000	85.180000	4.593775	0.000000	
0.000049	0.000610	93.264000	83.290000	4.831787	0.000000	
0.000046	0.000516	93.758000	84.960000	4.594406	0.000000	
0.000042	0.000475	94.388000	86.390000	4.165508	0.000000	
0.000040	0.000489	94.500000	85.940000	4.201934	0.000000	
0.000040	0.000555	94.628000	85.130000	4.453702	0.000000	
0.000039	0.000505	94.658000	85.980000	4.362040	0.000000	
0.000037	0.000547	95.004000	84.840000	4.226830	0.000000	
0.000037	0.000719	95.046000	82.410000	4.426224	0.000000	
