Learning Rate	Loss	Acc. at 1	Acc. at 5	Time	
0.030000	4.597359	11.559999	32.180000	285.776313	
0.030000	4.029032	16.100000	38.540001	569.757936	
0.030000	4.294546	22.859999	48.199997	852.913277	
0.030000	3.547401	27.639999	55.520000	1140.707079	
0.030000	2.862491	30.539999	57.919998	1431.033080	
0.030000	3.185487	33.959999	61.439999	1717.050445	
0.030000	3.981023	38.119999	65.119995	2016.263217	
0.030000	3.001310	39.119999	67.500000	2313.393278	
0.030000	3.564326	39.439999	68.080002	2613.052647	
0.030000	3.377835	42.759998	70.360001	2913.064594	
0.030000	3.728907	43.959999	72.459999	3226.022643	
0.030000	2.970933	46.219997	73.639999	3542.057293	
0.030000	3.452346	46.860001	72.900002	3854.156081	
0.030000	3.095203	49.719997	76.500000	4174.101962	
0.030000	2.965364	51.660000	77.479996	4497.765897	
0.030000	2.541303	52.199997	78.080002	4829.083524	
0.030000	2.632219	54.359997	79.339996	5146.751029	
0.030000	2.367029	52.919998	79.099998	5466.909652	
0.030000	2.482357	54.899998	80.220001	5790.757421	
0.030000	2.944260	56.399998	81.040001	6115.723295	
0.030000	2.875295	58.299999	82.199997	6441.006934	
0.030000	2.776968	60.340000	83.199997	6755.118617	
0.030000	1.093003	60.340000	82.820000	7063.426414	
0.030000	2.690821	59.980000	83.400002	7359.838686	
0.030000	2.673614	61.459999	84.900002	7651.514487	
0.030000	1.958869	62.379997	84.959999	7943.875648	
0.030000	1.970393	63.320000	86.339996	8237.865721	
0.030000	1.218182	63.320000	85.759995	8534.467015	
0.030000	1.624802	66.339996	87.559998	8827.560372	
0.030000	1.834851	66.339996	87.500000	9116.111992	
0.030000	2.164288	73.360001	90.959999	9414.259932	
0.030000	2.125256	74.059998	91.259995	9703.876227	
0.030000	2.109319	73.759995	91.379997	9990.576205	
0.030000	2.600143	74.619995	92.220001	10287.859715	
0.030000	1.963566	75.439995	92.139999	10603.777655	
0.030000	2.002219	75.439995	92.459999	10916.147587	
0.030000	1.558471	75.119995	92.320000	11228.280713	
0.030000	2.208222	75.699997	92.579994	11532.037905	
0.030000	2.037029	75.799995	92.860001	11835.217399	
0.030000	1.547302	76.439995	92.959999	12132.165298	
0.030000	2.181098	76.599998	92.579994	12429.712647	
0.030000	1.675638	76.599998	92.899994	12732.686221	
0.030000	1.893643	77.099998	93.180000	13038.721812	
0.030000	1.587152	77.099998	93.619995	13338.210433	
0.030000	2.285806	78.019997	93.259995	13648.002467	
0.030000	2.017549	78.119995	93.680000	13961.042849	
0.030000	2.878480	78.159996	94.059998	14260.345923	
0.030000	1.979476	78.400002	93.860001	14568.176462	
0.030000	1.765020	78.559998	94.099998	14879.106651	
0.030000	2.598352	78.599998	94.119995	15180.073463	
0.030000	2.596526	79.139999	94.299995	15479.707912	
0.030000	1.790825	80.000000	94.299995	15780.556339	
0.030000	1.374625	80.000000	94.059998	16069.620616	
0.030000	1.523604	79.639999	94.559998	16355.255414	
0.030000	1.617905	79.900002	94.459999	16640.349892	
0.030000	2.070872	80.459999	94.559998	16926.170067	
0.030000	2.777458	80.579994	94.619995	17210.534805	
0.030000	1.122323	80.579994	94.599998	17498.087741	
0.030000	1.635062	80.860001	95.180000	17782.392275	
0.030000	1.812181	81.320000	95.279999	18070.461098	
0.030000	1.848355	81.559998	95.019997	18363.859626	
0.030000	1.647867	81.559998	95.019997	18649.562286	
0.030000	3.147928	81.979996	95.320000	18935.977849	
0.030000	2.796236	82.040001	95.339996	19223.291050	
0.030000	1.669128	81.979996	95.360001	19508.019126	
0.030000	1.709418	82.239998	95.659996	19791.619391	
0.030000	2.785642	82.540001	95.659996	20075.120067	
0.030000	1.449450	82.220001	95.259995	20364.263443	
0.030000	1.225257	82.479996	95.239998	20652.526298	
0.030000	1.815624	82.479996	95.259995	20960.151006	
0.030000	2.238820	82.799995	95.599998	21263.706860	
0.030000	1.429412	82.479996	95.180000	21563.471331	
0.030000	1.581118	82.799995	95.459999	21862.471303	
0.030000	1.339552	82.799995	95.720001	22161.524418	
0.030000	1.608414	82.799995	95.680000	22466.575366	
0.030000	1.335893	82.479996	95.279999	22766.202387	
0.030000	0.907770	82.919998	95.659996	23062.380508	
0.030000	2.947065	82.659996	95.559998	23357.368808	
0.030000	1.257388	83.059998	95.639999	23659.509015	
0.030000	2.279415	83.059998	95.399994	23955.508638	
0.030000	1.737899	83.059998	95.599998	24251.991742	
0.030000	2.274927	83.159996	95.540001	24556.958883	
0.030000	1.109420	83.059998	95.619995	24864.282338	
0.030000	1.173738	83.439995	95.839996	25166.842638	
0.030000	1.096663	83.159996	95.519997	25468.832124	
0.030000	0.880283	83.439995	95.899994	25766.284636	
0.030000	1.830335	83.159996	95.540001	26068.740746	
0.030000	1.451347	83.439995	95.919998	26362.503735	
0.030000	2.098953	83.159996	95.439995	26659.244969	
0.030000	0.869310	83.159996	95.739998	26967.201330	
0.030000	2.372518	83.519997	95.739998	27264.951249	
0.030000	2.293446	83.519997	95.799995	27568.859314	
0.030000	1.843001	83.519997	95.879997	27872.242038	
0.030000	1.548863	83.519997	95.839996	28174.719163	
0.030000	2.208383	83.519997	95.720001	28475.599208	
0.030000	2.320278	83.519997	95.779999	28772.893008	
0.030000	0.976850	83.239998	95.500000	29066.588000	
0.030000	2.393694	83.519997	95.839996	29358.886046	
0.030000	1.816917	83.639999	95.860001	29653.386744	
0.030000	1.252530	83.639999	95.879997	29943.111236	
